# Time-averaged data for fix at2
# TimeStep f_mysf1[1] f_mysf2[1]
100 -5.91358 5.39277
200 3.20944 -32.7398
300 22.9338 30.0222
400 -19.3642 -2.31172
500 -12.9492 22.7581
600 12.1632 -6.88548
700 -28.2282 4.63057
800 7.03376 4.26024
900 20.5254 -11.8212
1000 -2.32078 -4.49842
1100 -0.44762 1.1571
1200 -18.7664 -5.47275
1300 19.1435 25.0266
1400 -25.2242 2.15853
1500 -4.16692 23.9812
1600 -2.82167 -30.4141
1700 9.8973 -21.94
1800 -4.08093 2.94965
1900 17.3152 19.7695
2000 -11.3982 -7.31719
2100 1.41638 2.78591
2200 -29.1614 28.2227
2300 -1.7638 -7.97774
2400 17.6797 0.344732
2500 14.9908 4.96045
2600 -13.9835 -16.9345
2700 16.1546 8.87847
2800 -9.96334 -9.85113
2900 -21.9456 16.6596
3000 8.49957 47.611
3100 -16.9685 -41.0213
3200 4.66752 -14.4501
3300 -5.04932 11.3731
3400 5.35877 -0.909203
3500 19.8665 -14.2653
3600 -16.9678 14.9267
3700 -21.976 -3.63302
3800 0.906591 22.3933
3900 10.8821 1.03255
4000 -13.5522 7.706
4100 11.018 -6.68378
4200 25.9546 -16.1362
4300 -35.1201 -15.5879
4400 22.9237 43.8177
4500 -22.0631 4.03051
4600 7.56209 -22.2636
4700 -11.441 31.5331
4800 -14.5134 -15.67
4900 22.2279 -9.96672
5000 26.0893 0.387768
5100 -36.6724 -4.75574
5200 2.17783 -12.8874
5300 -8.71752 36.5467
5400 -2.36218 -5.24954
5500 -15.7742 10.765
5600 17.8772 5.20144
5700 -2.61217 -36.6932
5800 2.26085 20.4505
5900 19.6612 -2.62614
6000 -20.0231 21.3392
6100 24.4083 -16.2621
6200 -65.994 36.2801
6300 6.76515 -4.82926
6400 36.8107 -8.21043
6500 -14.5825 -11.505
6600 16.5203 4.80867
6700 -28.9986 -5.76184
6800 10.3116 -7.58953
6900 -25.8469 46.924
7000 3.75248 -13.5572
7100 -13.3378 3.65382
7200 8.55765 -4.20809
7300 6.37696 -12.2577
7400 28.6327 18.8836
7500 -16.125 -13.0177
7600 -32.6557 14.2214
7700 12.8613 15.6864
7800 -18.4197 6.14066
7900 5.1978 7.16929
8000 12.048 -6.10299
8100 -3.19697 -38.4731
8200 -4.57732 27.8786
8300 -0.862279 9.39424
8400 -23.006 15.9062
8500 -11.2787 0.0179033
8600 -19.0059 -3.18825
8700 35.3255 0.23936
8800 24.8021 -26.1384
8900 -26.5044 30.8885
9000 -11.9009 -10.9864
9100 -14.0322 30.1359
9200 2.05086 12.5614
9300 1.13577 9.15729
9400 0.987571 -30.3307
9500 4.83658 4.04225
9600 -2.10164 -11.2511
9700 -23.4608 28.2542
9800 1.02145 8.83954
9900 -36.5187 7.87424
10000 21.1386 5.09121
10100 12.6437 -28.6487
10200 0.87409 11.9608
10300 -7.09253 -6.54244
10400 -18.3766 18.3614
10500 0.686072 36.882
10600 -2.38236 -1.91613
10700 3.71977 -18.2498
10800 -11.2963 -0.141508
10900 15.4748 -9.35149
11000 -3.25675 20.284
11100 -28.1131 3.3331
11200 -21.2273 23.5481
11300 2.57397 -15.0575
11400 6.4078 11.4522
11500 21.4045 -14.9066
11600 -26.9503 -14.7146
11700 4.4484 41.7315
11800 -24.5779 8.69398
11900 11.2727 10.8178
12000 -16.8898 5.39746
12100 17.1223 -27.8457
12200 7.89732 17.6467
12300 -17.1883 -17.0936
12400 -17.4264 41.801
12500 -19.7721 -10.1723
12600 -7.55668 7.54844
12700 26.5553 -4.54016
12800 -13.6094 -17.9509
12900 6.2736 26.5851
13000 -22.6922 13.1261
13100 -1.27281 23.7146
13200 -16.0801 5.4342
13300 2.71062 -23.3748
13400 32.1773 7.03764
13500 -35.2364 -6.05584
13600 9.77757 25.5916
13700 -38.3329 4.8969
13800 -16.3352 5.97175
13900 11.9413 4.18628
14000 17.3354 -24.1627
14100 -10.0655 17.4513
14200 4.23301 -9.09718
14300 -21.5507 51.1434
14400 -14.7838 3.97994
14500 -9.93561 6.78287
14600 37.593 -20.5328
14700 -21.9656 17.1477
14800 14.8708 -11.4111
14900 -48.2628 6.38766
15000 -3.52008 38.4379
