# Time-averaged data for fix at3
# TimeStep f_mysf1[1] f_mysf2[1]
1000 2.1284 -0.602185
2000 -1.83803 1.30019
3000 -2.17039 -0.635703
4000 1.30468 -0.441805
5000 0.0240562 0.362222
