# Time-averaged data for fix myat1
# TimeStep v_vcm_fluid
1000 0.000635466
2000 0.000122414
3000 0.000347846
4000 -1.90846e-05
5000 0.000193937
6000 0.000111902
7000 0.00028938
8000 6.23076e-05
9000 7.88773e-05
10000 6.53605e-05
11000 0.000243916
12000 0.000181356
13000 0.000186901
14000 0.000247168
15000 0.000275411
16000 0.000194558
17000 9.14398e-05
18000 0.000243404
19000 9.28997e-05
20000 0.00016987
21000 0.000232051
22000 0.000126309
23000 0.000182475
24000 0.000267854
25000 0.000143418
26000 0.000254262
27000 0.000389366
28000 -8.01415e-05
29000 8.67129e-05
30000 -4.22431e-06
31000 0.000213241
32000 0.000156705
33000 0.000121365
34000 0.00025312
35000 0.000308203
36000 0.000117409
37000 0.000230409
38000 0.000233822
39000 0.000146805
40000 0.000188702
41000 0.000371891
42000 0.000152012
43000 0.000167236
44000 0.000413108
45000 0.00035767
46000 0.000220996
47000 0.000472818
48000 0.000152177
49000 0.000148341
50000 0.000120129
51000 0.000265275
52000 0.000160568
53000 0.000246887
54000 3.22e-05
55000 -3.546e-05
56000 0.000206985
57000 1.00279e-05
58000 4.14516e-05
59000 2.35964e-05
60000 0.000251733
61000 -7.48634e-05
62000 0.00024087
63000 0.000162008
64000 9.63344e-05
65000 0.000105665
66000 0.000215266
67000 0.000291821
68000 2.11598e-05
69000 0.000238994
70000 0.000182541
71000 0.000337364
72000 8.69021e-05
73000 0.000286368
74000 0.000245498
75000 2.38222e-06
76000 9.38419e-05
77000 0.00013389
78000 0.000260647
79000 0.00030566
80000 0.000149237
81000 -5.4491e-05
82000 0.00040522
83000 -3.25227e-05
84000 0.00021207
85000 -8.53259e-06
86000 0.000227556
87000 4.54224e-05
88000 2.1464e-05
89000 0.000161271
90000 0.000116526
91000 0.000181099
92000 -5.80019e-05
93000 0.000130651
94000 0.000202169
95000 0.000120515
96000 0.000310674
97000 0.000342789
98000 2.28508e-05
99000 0.000138048
100000 0.000252319
