#System 

84 atoms 
87 bonds 
160 angles 
254 dihedrals 

8 atom types 
7 bond types 
13 angle types 
19 dihedral types 
0 improper types 
extra bond per atom 2
extra angle per atom 1
extra special per atom 2

#Membrane 

0 10 xlo xhi  
0 10 ylo yhi  
0 30 zlo zhi  

Masses 

1 12.00000  
2 1.00794  
3 1.00794  
4 1.00794  
5 15.99940  
6 15.99940  
7 15.99940  
8 1.00794

Atoms 

1 1 1 0.29 4.148 4.658 6.1
2 1 3 0.09 5.093 4.847 6.272
3 1 1 0.11 4.055 6.296 4.372
4 1 2 0.09 5.004 6.484 4.52
5 1 6 -0.4 3.472 5.807 5.596
6 1 1 0.14 3.968 3.501 5.115
7 1 2 0.09 3.028 3.226 5.084
8 1 5 -0.65 4.766 2.441 5.648
9 1 4 0.42 4.581 2.397 6.606
10 1 1 0.14 4.439 3.884 3.733
11 1 2 0.09 5.42 3.922 3.741
12 1 5 -0.65 4.032 2.873 2.787
13 1 4 0.42 4.593 3.044 2
14 1 1 0.09 3.918 5.244 3.315
15 1 2 0.09 2.959 5.143 3.134
16 1 6 -0.36 4.535 5.701 2.097
17 1 1 0.05 3.338 7.599 4.063
18 1 2 0.09 2.424 7.411 3.805
19 1 2 0.09 3.324 8.155 4.857
20 1 5 -0.65 3.999 8.284 3.014
21 1 4 0.42 3.431 9.012 2.693
22 2 1 0.29 3.852 5.342 11.29
23 2 3 0.09 2.907 5.153 11.462
24 2 1 0.11 3.945 3.704 9.562
25 2 2 0.09 2.996 3.516 9.71
26 2 6 -0.4 4.528 4.193 10.786
27 2 1 0.14 4.032 6.499 10.305
28 2 2 0.09 4.972 6.774 10.274
29 2 5 -0.65 3.234 7.559 10.838
30 2 4 0.42 3.419 7.603 11.796
31 2 1 0.14 3.561 6.116 8.923
32 2 2 0.09 2.58 6.078 8.931
33 2 5 -0.65 3.968 7.127 7.977
34 2 4 0.42 3.407 6.956 7.19
35 2 1 0.09 4.082 4.756 8.506
36 2 2 0.09 5.041 4.857 8.324
37 2 6 -0.36 3.465 4.299 7.287
38 2 1 0.05 4.662 2.401 9.253
39 2 2 0.09 5.576 2.589 8.995
40 2 2 0.09 4.676 1.845 10.047
41 2 5 -0.65 4.001 1.716 8.204
42 2 4 0.42 4.569 0.988 7.883
43 3 1 0.29 4.148 4.658 16.48
44 3 3 0.09 5.093 4.847 16.652
45 3 1 0.11 4.055 6.296 14.752
46 3 2 0.09 5.004 6.484 14.9
47 3 6 -0.4 3.472 5.807 15.976
48 3 1 0.14 3.968 3.501 15.495
49 3 2 0.09 3.028 3.226 15.464
50 3 5 -0.65 4.766 2.441 16.028
51 3 4 0.42 4.581 2.397 16.986
52 3 1 0.14 4.439 3.884 14.113
53 3 2 0.09 5.42 3.922 14.121
54 3 5 -0.65 4.032 2.873 13.167
55 3 4 0.42 4.593 3.044 12.38
56 3 1 0.09 3.918 5.244 13.696
57 3 2 0.09 2.959 5.143 13.514
58 3 6 -0.36 4.535 5.701 12.477
59 3 1 0.05 3.338 7.599 14.443
60 3 2 0.09 2.424 7.411 14.185
61 3 2 0.09 3.324 8.155 15.237
62 3 5 -0.65 3.999 8.284 13.394
63 3 4 0.42 3.431 9.012 13.073
64 4 1 0.29 3.852 5.342 21.67
65 4 3 0.09 2.907 5.153 21.842
66 4 1 0.11 3.945 3.704 19.942
67 4 2 0.09 2.996 3.516 20.09
68 4 6 -0.4 4.528 4.193 21.166
69 4 1 0.14 4.032 6.499 20.685
70 4 2 0.09 4.972 6.774 20.654
71 4 5 -0.65 3.234 7.559 21.218
72 4 4 0.42 3.419 7.603 22.176
