./position.1.dat -99 0.0205
./position.2.dat -96 0.0205
./position.3.dat -93 0.0205
./position.4.dat -90 0.0205
./position.5.dat -87 0.0205
./position.6.dat -84 0.0205
./position.7.dat -81 0.0205
./position.8.dat -78 0.0205
./position.9.dat -75 0.0205
./position.10.dat -72 0.0205
./position.11.dat -69 0.0205
./position.12.dat -66 0.0205
./position.13.dat -63 0.0205
./position.14.dat -60 0.0205
./position.15.dat -57 0.0205
./position.16.dat -54 0.0205
./position.17.dat -51 0.0205
./position.18.dat -48 0.0205
./position.19.dat -45 0.0205
./position.20.dat -42 0.0205
./position.21.dat -39 0.0205
./position.22.dat -36 0.0205
./position.23.dat -33 0.0205
./position.24.dat -30 0.0205
./position.25.dat -27 0.0205
./position.26.dat -24 0.0205
./position.27.dat -21 0.0205
./position.28.dat -18 0.0205
./position.29.dat -15 0.0205
./position.30.dat -12 0.0205
./position.31.dat -9 0.0205
./position.32.dat -6 0.0205
./position.33.dat -3 0.0205
./position.34.dat 0 0.0205
./position.35.dat 3 0.0205
./position.36.dat 6 0.0205
./position.37.dat 9 0.0205
./position.38.dat 12 0.0205
./position.39.dat 15 0.0205
./position.40.dat 18 0.0205
./position.41.dat 21 0.0205
./position.42.dat 24 0.0205
./position.43.dat 27 0.0205
./position.44.dat 30 0.0205
./position.45.dat 33 0.0205
./position.46.dat 36 0.0205
./position.47.dat 39 0.0205
./position.48.dat 42 0.0205
./position.49.dat 45 0.0205
./position.50.dat 48 0.0205
./position.51.dat 51 0.0205
./position.52.dat 54 0.0205
./position.53.dat 57 0.0205
./position.54.dat 60 0.0205
./position.55.dat 63 0.0205
./position.56.dat 66 0.0205
./position.57.dat 69 0.0205
./position.58.dat 72 0.0205
./position.59.dat 75 0.0205
./position.60.dat 78 0.0205
./position.61.dat 81 0.0205
./position.62.dat 84 0.0205
./position.63.dat 87 0.0205
./position.64.dat 90 0.0205
./position.65.dat 93 0.0205
./position.66.dat 96 0.0205
./position.67.dat 99 0.0205
