# Time-averaged data for fix myat1
# TimeStep v_zave v_zdes
21960100 -4.766 -7.75
21960200 -4.97055 -7.75
21960300 -5.44575 -7.75
21960400 -6.11542 -7.75
21960500 -7.00355 -7.75
21960600 -7.98879 -7.75
21960700 -8.93491 -7.75
21960800 -9.82069 -7.75
21960900 -10.4828 -7.75
21961000 -10.8457 -7.75
21961100 -10.7859 -7.75
21961200 -10.4881 -7.75
21961300 -10.024 -7.75
21961400 -9.64387 -7.75
21961500 -9.34482 -7.75
21961600 -9.09619 -7.75
21961700 -8.77772 -7.75
21961800 -8.40255 -7.75
21961900 -8.0443 -7.75
21962000 -7.64116 -7.75
21962100 -7.31102 -7.75
21962200 -7.088 -7.75
21962300 -7.05651 -7.75
21962400 -6.96854 -7.75
21962500 -6.8876 -7.75
21962600 -6.68899 -7.75
21962700 -6.54695 -7.75
21962800 -6.48984 -7.75
21962900 -6.62205 -7.75
21963000 -6.7446 -7.75
21963100 -6.70398 -7.75
21963200 -6.43345 -7.75
21963300 -6.01641 -7.75
21963400 -5.67566 -7.75
21963500 -5.55898 -7.75
21963600 -5.77529 -7.75
21963700 -6.44068 -7.75
21963800 -7.46138 -7.75
21963900 -8.69596 -7.75
21964000 -9.61056 -7.75
21964100 -9.99355 -7.75
21964200 -9.95881 -7.75
21964300 -9.75885 -7.75
21964400 -9.42347 -7.75
21964500 -9.11325 -7.75
21964600 -8.81368 -7.75
21964700 -8.77518 -7.75
21964800 -8.89579 -7.75
21964900 -9.14166 -7.75
21965000 -9.31638 -7.75
21965100 -9.5066 -7.75
21965200 -9.47593 -7.75
21965300 -8.98027 -7.75
21965400 -8.00035 -7.75
21965500 -6.94174 -7.75
21965600 -6.04512 -7.75
21965700 -5.33729 -7.75
21965800 -4.81153 -7.75
21965900 -4.47606 -7.75
21966000 -4.33157 -7.75
21966100 -4.38684 -7.75
21966200 -4.66942 -7.75
21966300 -5.10292 -7.75
21966400 -5.64537 -7.75
21966500 -6.29024 -7.75
21966600 -6.98897 -7.75
21966700 -7.68583 -7.75
21966800 -8.38317 -7.75
21966900 -9.05579 -7.75
21967000 -9.8453 -7.75
21967100 -10.6332 -7.75
21967200 -11.1435 -7.75
21967300 -11.3664 -7.75
21967400 -11.2793 -7.75
21967500 -11.1272 -7.75
21967600 -11.0959 -7.75
21967700 -11.0291 -7.75
21967800 -10.7462 -7.75
21967900 -10.125 -7.75
21968000 -9.21472 -7.75
21968100 -8.13419 -7.75
21968200 -7.10006 -7.75
21968300 -6.27301 -7.75
21968400 -5.71299 -7.75
21968500 -5.34935 -7.75
21968600 -5.09355 -7.75
21968700 -4.96149 -7.75
21968800 -5.24765 -7.75
21968900 -5.57477 -7.75
21969000 -5.76164 -7.75
21969100 -5.71006 -7.75
21969200 -5.46035 -7.75
21969300 -5.21285 -7.75
21969400 -5.13814 -7.75
21969500 -5.35566 -7.75
21969600 -5.7313 -7.75
21969700 -6.29944 -7.75
21969800 -6.92694 -7.75
21969900 -7.64048 -7.75
21970000 -8.41318 -7.75
21970100 -9.20014 -7.75
21970200 -9.82305 -7.75
21970300 -10.3632 -7.75
21970400 -10.8463 -7.75
21970500 -11.1104 -7.75
21970600 -11.1849 -7.75
21970700 -11.1951 -7.75
