#  Timestep    No_Moles    No_Specs   Si192O384         OH2
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      15710           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      15715           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2          OH        O2H3
      15720           8           4           1           4           1           2
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
      15725           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
      15730           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      15735           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      15740           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      15745           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      15750           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      15755           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      15760           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      15765           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      15770           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      15775           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      15780           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      15785           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      15790           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      15795           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      15800           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      15805           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      15810           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      15815           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2          OH        O2H3
      15820           8           4           1           4           1           2
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      15825           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      15830           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      15835           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      15840           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2          OH        O2H3
      15845           8           4           1           4           1           2
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2          OH        O2H3
      15850           8           4           1           4           1           2
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      15855           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      15860           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O8H20         OH2          OH        O2H3
      15865          10           4           1           5           1           3
#  Timestep    No_Moles    No_Specs Si192O384O8H20         OH2          OH        O2H3
      15870          10           4           1           5           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      15875           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      15880           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      15885           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      15890           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      15895           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      15900           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O8H20         OH2          OH        O2H3
      15905          10           4           1           5           1           3
#  Timestep    No_Moles    No_Specs Si192O384O8H20         OH2          OH        O2H3
      15910          10           4           1           5           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H21         OH2        O2H3
      15915           9           3           1           5           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      15920           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      15925           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      15930           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O9H21         OH2        O2H3
      15935           9           3           1           5           3
#  Timestep    No_Moles    No_Specs Si192O384O8H20         OH2          OH        O2H3
      15940          10           4           1           5           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H21         OH2        O2H3
      15945           9           3           1           5           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      15950           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      15955           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      15960           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O9H21         OH2        O2H3
      15965           9           3           1           5           3
#  Timestep    No_Moles    No_Specs Si192O384O9H21         OH2        O2H3
      15970           9           3           1           5           3
#  Timestep    No_Moles    No_Specs Si192O384O9H21         OH2        O2H3
      15975           9           3           1           5           3
#  Timestep    No_Moles    No_Specs Si192O384O9H21         OH2        O2H3
      15980           9           3           1           5           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      15985           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      15990           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      15995           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16000           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16005           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16010           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16015           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16020           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16025           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16030           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16035           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16040           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16045           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16050           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16055           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16060           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16065           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16070           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16075           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16080           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16085           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16090           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16095           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O8H20         OH2          OH        O2H3
      16100          10           4           1           5           1           3
#  Timestep    No_Moles    No_Specs Si192O384O8H20         OH2          OH        O2H3
      16105          10           4           1           5           1           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2          OH        O2H3
      16110           9           4           1           5           1           2
#  Timestep    No_Moles    No_Specs Si192O384O8H20         OH2          OH        O2H3
      16115          10           4           1           5           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H21         OH2        O2H3
      16120           9           3           1           5           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16125           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16130           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16135           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16140           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16145           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16150           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16155           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16160           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16165           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16170           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16175           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16180           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16185           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16190           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16195           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16200           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O9H21         OH2        O2H3
      16205           9           3           1           5           3
#  Timestep    No_Moles    No_Specs Si192O384O9H21         OH2        O2H3
      16210           9           3           1           5           3
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
      16215           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
      16220           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
      16225           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
      16230           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
      16235           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
      16240           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O9H21         OH2        O2H3
      16245           9           3           1           5           3
#  Timestep    No_Moles    No_Specs Si192O384O9H21         OH2        O2H3
      16250           9           3           1           5           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16255           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16260           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
      16265           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
      16270           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3          OH
      16275           8           4           1           5           1           1
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
      16280           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
      16285           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3          OH
      16290           9           4           1           6           1           1
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3          OH
      16295           9           4           1           6           1           1
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3          OH
      16300           9           4           1           6           1           1
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3          OH
      16305           9           4           1           6           1           1
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3          OH
      16310           9           4           1           6           1           1
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
      16315           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
      16320           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
      16325           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3          OH
      16330           9           4           1           6           1           1
#  Timestep    No_Moles    No_Specs Si192O384O12H25         OH2        O2H3
      16335           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O12H25         OH2        O2H3
      16340           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O12H25         OH2        O2H3
      16345           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O13H27         OH2        O2H3
      16350           7           3           1           5           1
#  Timestep    No_Moles    No_Specs Si192O384O13H27         OH2        O2H3
      16355           7           3           1           5           1
#  Timestep    No_Moles    No_Specs Si192O384O12H25         OH2        O2H3
      16360           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O12H25         OH2        O2H3
      16365           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O12H25         OH2        O2H3
      16370           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O12H25         OH2        O2H3
      16375           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O12H25         OH2        O2H3
      16380           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O12H25         OH2        O2H3
      16385           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O12H25         OH2        O2H3
      16390           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O12H25         OH2        O2H3
      16395           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
      16400           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16405           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2          OH        O2H3
      16410           9           4           1           5           1           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2          OH        O2H3
      16415           9           4           1           5           1           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2          OH        O2H3
      16420           9           4           1           5           1           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2          OH        O2H3
      16425           9           4           1           5           1           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2          OH        O2H3
      16430           9           4           1           5           1           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2          OH        O2H3
      16435           9           4           1           5           1           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2          OH        O2H3
      16440           9           4           1           5           1           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2          OH        O2H3
      16445           9           4           1           5           1           2
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2          OH        O2H3
      16450           8           4           1           4           1           2
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2          OH        O2H3
      16455           8           4           1           4           1           2
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2          OH        O2H3
      16460           8           4           1           4           1           2
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2        O2H3
      16465           7           3           1           3           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16470           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16475           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2          OH        O2H3
      16480           9           4           1           5           1           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2          OH        O2H3
      16485           9           4           1           5           1           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2          OH        O2H3
      16490           9           4           1           5           1           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2          OH        O2H3
      16495           9           4           1           5           1           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2          OH        O2H3
      16500           9           4           1           5           1           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2          OH        O2H3
      16505           9           4           1           5           1           2
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2          OH        O2H3
      16510           8           4           1           4           1           2
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2          OH        O2H3
      16515           8           4           1           4           1           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2          OH        O2H3
      16520           9           4           1           5           1           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2          OH        O2H3
      16525           9           4           1           5           1           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2          OH        O2H3
      16530           9           4           1           5           1           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2          OH        O2H3
      16535           9           4           1           5           1           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2          OH        O2H3
      16540           9           4           1           5           1           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2          OH        O2H3
      16545           9           4           1           5           1           2
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2          OH        O2H3
      16550           8           4           1           5           1           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2          OH        O2H3
      16555           9           4           1           5           1           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2          OH        O2H3
      16560           9           4           1           5           1           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2          OH        O2H3
      16565           9           4           1           5           1           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2          OH        O2H3
      16570           9           4           1           5           1           2
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
      16575           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
      16580           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2          OH        O2H3
      16585           8           4           1           5           1           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2          OH        O2H3
      16590           9           4           1           5           1           2
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2          OH        O2H3
      16595           8           4           1           4           1           2
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2          OH        O2H3
      16600           8           4           1           4           1           2
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2          OH        O2H3
      16605           8           4           1           4           1           2
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16610           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16615           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16620           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16625           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16630           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16635           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16640           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16645           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16650           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16655           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16660           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16665           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16670           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16675           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16680           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16685           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16690           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16695           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16700           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16705           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16710           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16715           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16720           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2          OH        O2H3
      16725           8           4           1           4           1           2
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2          OH        O2H3
      16730           8           4           1           4           1           2
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16735           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16740           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16745           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16750           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16755           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16760           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16765           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16770           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16775           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16780           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16785           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16790           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16795           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16800           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16805           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16810           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16815           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16820           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16825           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16830           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16835           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16840           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16845           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16850           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16855           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16860           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16865           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16870           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16875           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16880           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16885           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16890           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16895           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16900           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16905           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16910           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16915           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16920           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16925           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16930           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16935           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16940           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16945           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16950           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16955           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16960           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16965           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16970           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16975           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16980           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
      16985           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16990           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      16995           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
      17000           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
