#  Timestep    No_Moles    No_Specs   Si192O384         OH2
       6580           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O13H27         OH2        O2H3
       6585           7           3           1           5           1
#  Timestep    No_Moles    No_Specs Si192O384O12H25         OH2        O2H3
       6590           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O13H27         OH2        O2H3
       6595           7           3           1           5           1
#  Timestep    No_Moles    No_Specs Si192O384O11H23         OH2        O2H3
       6600           9           3           1           7           1
#  Timestep    No_Moles    No_Specs Si192O384O11H23         OH2        O2H3
       6605           9           3           1           7           1
#  Timestep    No_Moles    No_Specs Si192O384O11H23         OH2        O2H3
       6610           9           3           1           7           1
#  Timestep    No_Moles    No_Specs Si192O384O11H23         OH2        O2H3
       6615           9           3           1           7           1
#  Timestep    No_Moles    No_Specs Si192O384O12H25         OH2        O2H3
       6620           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O12H25         OH2        O2H3
       6625           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O12H25         OH2        O2H3
       6630           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3          OH
       6635           9           4           1           6           1           1
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3          OH
       6640           9           4           1           6           1           1
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3          OH
       6645           9           4           1           6           1           1
#  Timestep    No_Moles    No_Specs Si192O384O12H25         OH2        O2H3
       6650           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O12H25         OH2        O2H3
       6655           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O12H25         OH2        O2H3
       6660           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O12H25         OH2        O2H3
       6665           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O12H25         OH2        O2H3
       6670           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O12H25         OH2        O2H3
       6675           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O12H25         OH2        O2H3
       6680           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O12H25         OH2        O2H3
       6685           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O12H25         OH2        O2H3
       6690           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O12H25         OH2        O2H3
       6695           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O12H25         OH2        O2H3
       6700           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O12H25         OH2        O2H3
       6705           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O12H25         OH2        O2H3
       6710           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O12H25         OH2        O2H3
       6715           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O12H25         OH2        O2H3
       6720           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O12H25         OH2        O2H3
       6725           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O12H25         OH2        O2H3
       6730           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O13H27         OH2        O2H3
       6735           7           3           1           5           1
#  Timestep    No_Moles    No_Specs Si192O384O11H23         OH2        O2H3
       6740           9           3           1           7           1
#  Timestep    No_Moles    No_Specs Si192O384O11H23         OH2        O2H3
       6745           9           3           1           7           1
#  Timestep    No_Moles    No_Specs Si192O384O10H22         OH2        O2H3          OH
       6750          10           4           1           7           1           1
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3          OH
       6755           9           4           1           6           1           1
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       6760           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       6765           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3          OH
       6770           9           4           1           6           1           1
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3          OH
       6775           9           4           1           6           1           1
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3          OH
       6780           9           4           1           6           1           1
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3          OH
       6785           9           4           1           6           1           1
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       6790           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       6795           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O10H22         OH2        O2H3
       6800           9           3           1           6           2
#  Timestep    No_Moles    No_Specs Si192O384O12H25         OH2        O2H3
       6805           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O10H22         OH2        O2H3
       6810           9           3           1           6           2
#  Timestep    No_Moles    No_Specs Si192O384O10H22         OH2        O2H3
       6815           9           3           1           6           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       6820           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O13H27         OH2        O2H3
       6825           7           3           1           5           1
#  Timestep    No_Moles    No_Specs Si192O384O13H27         OH2        O2H3
       6830           7           3           1           5           1
#  Timestep    No_Moles    No_Specs Si192O384O13H27         OH2        O2H3
       6835           7           3           1           5           1
#  Timestep    No_Moles    No_Specs Si192O384O10H22         OH2        O2H3
       6840           9           3           1           6           2
#  Timestep    No_Moles    No_Specs Si192O384O11H23         OH2        O2H3
       6845           9           3           1           7           1
#  Timestep    No_Moles    No_Specs Si192O384O11H23         OH2        O2H3
       6850           9           3           1           7           1
#  Timestep    No_Moles    No_Specs Si192O384O11H23         OH2        O2H3
       6855           9           3           1           7           1
#  Timestep    No_Moles    No_Specs Si192O384O9H20         OH2        O2H3
       6860          10           3           1           7           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       6865           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       6870           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       6875           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O10H22         OH2        O2H3
       6880           9           3           1           6           2
#  Timestep    No_Moles    No_Specs Si192O384O10H22         OH2        O2H3
       6885           9           3           1           6           2
#  Timestep    No_Moles    No_Specs Si192O384O10H22         OH2        O2H3
       6890           9           3           1           6           2
#  Timestep    No_Moles    No_Specs Si192O384O9H20         OH2        O2H3
       6895          10           3           1           7           2
#  Timestep    No_Moles    No_Specs Si192O384O10H22         OH2        O2H3
       6900           9           3           1           6           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       6905           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       6910           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       6915           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       6920           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       6925           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       6930           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       6935           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       6940           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       6945           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       6950           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O13H27         OH2        O2H3
       6955           7           3           1           5           1
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       6960           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O13H27         OH2        O2H3
       6965           7           3           1           5           1
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       6970           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O13H27         OH2        O2H3
       6975           7           3           1           5           1
#  Timestep    No_Moles    No_Specs Si192O384O13H27         OH2        O2H3
       6980           7           3           1           5           1
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       6985           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       6990           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       6995           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       7000           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       7005           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       7010           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       7015           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       7020           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       7025           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       7030           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       7035           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       7040           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       7045           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       7050           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       7055           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       7060           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       7065           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       7070           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O13H27         OH2        O2H3
       7075           7           3           1           5           1
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       7080           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       7085           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       7090           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       7095           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7100           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7105           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       7110           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7115           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7120           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7125           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7130           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7135           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7140           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7145           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7150           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7155           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7160           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7165           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7170           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7175           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7180           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       7185           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       7190           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       7195           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7200           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7205           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7210           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       7215           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       7220           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O13H27         OH2        O2H3
       7225           7           3           1           5           1
#  Timestep    No_Moles    No_Specs Si192O384O13H27         OH2        O2H3
       7230           7           3           1           5           1
#  Timestep    No_Moles    No_Specs Si192O384O13H27         OH2        O2H3
       7235           7           3           1           5           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O3H4        O2H3
       7240           8           4           1           5           1           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O3H4        O2H3
       7245           8           4           1           5           1           1
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O3H4        O2H3          OH
       7250           9           5           1           5           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384O13H27         OH2        O2H3
       7255           7           3           1           5           1
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2          OH        O2H3
       7260           8           4           1           5           1           1
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O3H4          OH        O2H3
       7265           9           5           1           5           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O3H4          OH        O2H3
       7270           9           5           1           5           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O3H4          OH        O2H3
       7275           9           5           1           5           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O3H4          OH        O2H3
       7280           9           5           1           5           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O3H4          OH        O2H3
       7285           9           5           1           5           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O3H4        O2H3
       7290           8           4           1           5           1           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O3H4        O2H3
       7295           8           4           1           5           1           1
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2        O3H4        O2H3
       7300           7           4           1           4           1           1
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2        O3H4        O2H3
       7305           7           4           1           4           1           1
#  Timestep    No_Moles    No_Specs Si192O384O12H27         OH2        O3H4        O2H3
       7310           6           4           1           3           1           1
#  Timestep    No_Moles    No_Specs Si192O384O12H27         OH2        O3H4        O2H3
       7315           6           4           1           3           1           1
#  Timestep    No_Moles    No_Specs Si192O384O12H27         OH2        O3H4        O2H3
       7320           6           4           1           3           1           1
#  Timestep    No_Moles    No_Specs Si192O384O10H24         OH2        O3H4        O2H3
       7325           7           4           1           3           1           2
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2        O3H4        O2H3
       7330           7           4           1           4           1           1
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2        O3H4        O2H3
       7335           7           4           1           4           1           1
#  Timestep    No_Moles    No_Specs Si192O384O13H27         OH2        O2H3
       7340           7           3           1           5           1
#  Timestep    No_Moles    No_Specs Si192O384O13H27         OH2        O2H3
       7345           7           3           1           5           1
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2          OH        O2H3
       7350           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O8H21         OH2          OH        O3H4        O2H3
       7355          10           5           1           5           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384O8H21         OH2          OH        O3H4        O2H3
       7360          10           5           1           5           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2          OH        O2H3
       7365           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2          OH        O2H3
       7370           8           4           1           5           1           1
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O3H4        O2H3
       7375           9           5           1           5           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384O8H21         OH2          OH        O3H4        O2H3
       7380           9           5           1           4           1           1           2
#  Timestep    No_Moles    No_Specs Si192O384O8H21         OH2          OH        O3H4        O2H3
       7385           9           5           1           4           1           1           2
#  Timestep    No_Moles    No_Specs Si192O384O8H21         OH2          OH        O3H4        O2H3
       7390           9           5           1           4           1           1           2
#  Timestep    No_Moles    No_Specs Si192O384O8H21         OH2          OH        O3H4        O2H3
       7395           9           5           1           4           1           1           2
#  Timestep    No_Moles    No_Specs Si192O384O10H24         OH2          OH        O3H4        O2H3
       7400           8           5           1           4           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384O8H21         OH2          OH        O3H4        O2H3
       7405           9           5           1           4           1           1           2
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O3H4        O2H3
       7410           8           4           1           4           1           2
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       7415           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O3H4        O2H3
       7420           8           4           1           4           1           2
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       7425           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7430           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7435           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7440           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7445           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2          OH        O2H3
       7450           8           4           1           4           1           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7455           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7460           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7465           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7470           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7475           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       7480           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3          OH
       7485           9           4           1           4           3           1
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3          OH
       7490           9           4           1           4           3           1
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3
       7495           8           3           1           3           4
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3
       7500           8           3           1           3           4
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3          OH
       7505           9           4           1           4           3           1
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3          OH
       7510           9           4           1           4           3           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       7515           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       7520           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2        O2H3
       7525           7           3           1           3           3
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2        O2H3
       7530           7           3           1           3           3
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2        O2H3
       7535           7           3           1           3           3
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2        O2H3          OH
       7540           8           4           1           4           2           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       7545           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       7550           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       7555           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       7560           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3          OH
       7565          10           4           1           5           2           2
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3          OH
       7570          10           4           1           5           2           2
#  Timestep    No_Moles    No_Specs Si192O384O8H21         OH2          OH        O2H3
       7575          11           4           1           5           3           2
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
       7580          10           4           1           5           2           2
#  Timestep    No_Moles    No_Specs Si192O384O10H24         OH2          OH        O2H3
       7585           9           4           1           4           2           2
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
       7590          10           4           1           5           2           2
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
       7595          10           4           1           5           2           2
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
       7600          10           4           1           5           2           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       7605           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O12H27         OH2          OH        O2H3
       7610           7           4           1           3           1           2
#  Timestep    No_Moles    No_Specs Si192O384O12H27         OH2          OH        O2H3
       7615           7           4           1           3           1           2
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2          OH        O2H3
       7620           8           4           1           4           1           2
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
       7625           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       7630           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7635           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       7640           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       7645           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7650           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3        O3H5
       7655           7           4           1           3           2           1
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       7660           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       7665           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       7670           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       7675           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       7680           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7685           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3          OH
       7690          10           4           1           5           2           2
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2        O2H3          OH
       7695           8           4           1           4           2           1
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2        O2H3          OH
       7700           8           4           1           4           2           1
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2        O2H3          OH
       7705           8           4           1           4           2           1
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2        O2H3          OH
       7710           8           4           1           4           2           1
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3          OH
       7715          10           4           1           5           2           2
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2        O2H3          OH
       7720           8           4           1           4           2           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7725           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       7730           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       7735           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O13H28         OH2          OH        O2H3
       7740           7           4           1           4           1           1
#  Timestep    No_Moles    No_Specs Si192O384O13H28         OH2        O2H3
       7745           6           3           1           3           2
#  Timestep    No_Moles    No_Specs Si192O384O13H28         OH2        O2H3
       7750           6           3           1           3           2
#  Timestep    No_Moles    No_Specs Si192O384O15H31         OH2        O2H3
       7755           5           3           1           3           1
#  Timestep    No_Moles    No_Specs Si192O384O14H30         OH2          OH        O2H3
       7760           6           4           1           3           1           1
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       7765           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       7770           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       7775           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
       7780           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
       7785           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
       7790           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
       7795           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
       7800           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7805           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7810           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7815           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7820           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7825           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7830           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7835           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       7840           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       7845           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       7850           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       7855           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3          OH
       7860           8           4           1           5           1           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       7865           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       7870           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7875           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2          OH        O2H3
       7880           8           4           1           4           1           2
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2          OH        O2H3
       7885           8           4           1           4           1           2
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2          OH        O2H3
       7890           8           4           1           4           1           2
