# Time-averaged data for fix myat1
# TimeStep v_mytemp
100 92.1334
200 197.161
300 244.106
400 269.078
500 276.475
600 282.017
700 276.8
800 292.597
900 290.921
1000 292.423
1100 300.313
1200 300.257
1300 292.81
1400 301.338
1500 294.305
1600 303.134
1700 281.447
1800 297.842
1900 316.271
2000 294.201
2100 298.86
2200 299.879
2300 301.574
2400 298.474
2500 300.214
2600 318.268
2700 299.917
2800 303.574
2900 302.78
3000 298.269
3100 303.484
3200 293.892
3300 293.229
3400 304.431
3500 310.821
3600 302.008
3700 292.025
3800 303.864
3900 290.318
4000 297.681
4100 302.431
4200 301.794
4300 309.128
4400 309.291
4500 296.107
4600 288.709
4700 301.904
4800 298.768
4900 297.084
5000 301.473
5100 302.344
5200 291.127
5300 295.679
5400 297.696
5500 301.244
5600 294.142
5700 298.366
5800 309.681
5900 297.316
6000 282.467
6100 302.259
6200 304.041
6300 303.575
6400 301.293
6500 294.182
6600 300.596
6700 286.34
6800 303.852
6900 303.148
7000 304.834
7100 275.761
7200 307.196
7300 306.082
7400 284.706
7500 295.553
7600 302.967
7700 314.083
7800 311.138
7900 284.476
8000 289.09
8100 307.987
8200 284.904
8300 300.494
8400 299.177
8500 299.443
8600 303.374
8700 299.386
8800 295.455
8900 303.71
9000 291.689
9100 305.674
9200 309.46
9300 299.634
9400 294.35
9500 295.609
9600 302.67
9700 301.637
9800 300.477
9900 305.744
10000 296.255
