#  Timestep    No_Moles    No_Specs   Si192O384
#  Timestep    No_Moles    No_Specs   Si192O384
       6480           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6485           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6490           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6495           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6500           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6505           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6510           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6515           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6520           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6525           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6530           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6535           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6540           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6545           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6550           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6555           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6560           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6565           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6570           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6575           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6580           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6585           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6590           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6595           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6600           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6605           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6610           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6615           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6620           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6625           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6630           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6635           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6640           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6645           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6650           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6655           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6660           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6665           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6670           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6675           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6680           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6685           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6690           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6695           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6700           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6705           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6710           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6715           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6720           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6725           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6730           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6735           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6740           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6745           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6750           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6755           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6760           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6765           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6770           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6775           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6780           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6785           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6790           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6795           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6800           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6805           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6810           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6815           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6820           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6825           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6830           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6835           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6840           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6845           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6850           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6855           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6860           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6865           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6870           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6875           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6880           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6885           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6890           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6895           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6900           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6905           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6910           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6915           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6920           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6925           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6930           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6935           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6940           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6945           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6950           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6955           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6960           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6965           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6970           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6975           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6980           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6985           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6990           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       6995           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7000           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7005           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7010           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7015           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7020           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7025           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7030           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7035           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7040           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7045           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7050           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7055           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7060           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7065           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7070           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7075           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7080           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7085           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7090           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7095           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7100           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7105           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7110           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7115           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7120           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7125           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7130           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7135           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7140           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7145           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7150           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7155           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7160           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7165           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7170           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7175           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7180           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7185           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7190           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7195           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7200           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7205           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7210           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7215           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7220           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7225           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7230           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7235           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7240           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7245           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7250           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7255           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7260           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7265           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7270           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7275           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7280           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7285           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7290           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7295           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7300           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7305           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7310           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7315           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7320           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7325           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7330           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7335           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7340           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7345           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7350           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7355           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7360           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7365           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7370           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7375           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7380           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7385           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7390           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7395           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7400           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7405           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7410           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7415           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7420           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7425           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7430           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7435           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7440           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7445           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7450           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7455           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7460           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7465           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7470           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7475           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7480           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7485           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7490           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7495           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7500           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7505           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7510           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7515           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7520           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7525           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7530           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7535           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7540           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7545           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7550           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7555           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7560           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7565           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7570           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7575           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7580           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7585           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7590           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7595           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7600           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7605           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7610           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7615           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7620           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7625           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7630           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7635           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7640           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7645           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7650           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7655           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7660           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7665           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7670           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7675           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7680           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7685           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7690           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7695           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7700           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7705           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7710           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7715           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7720           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7725           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7730           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7735           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7740           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7745           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7750           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7755           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7760           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7765           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7770           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7775           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7780           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7785           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7790           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7795           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7800           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7805           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7810           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7815           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7820           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7825           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7830           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7835           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7840           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7845           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7850           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7855           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7860           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7865           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7870           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7875           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7880           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7885           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7890           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7895           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7900           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7905           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7910           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7915           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7920           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7925           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7930           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7935           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7940           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7945           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7950           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7955           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7960           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7965           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7970           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7975           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7980           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7985           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7990           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       7995           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8000           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8005           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8010           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8015           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8020           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8025           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8030           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8035           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8040           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8045           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8050           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8055           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8060           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8065           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8070           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8075           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8080           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8085           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8090           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8095           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8100           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8105           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8110           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8115           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8120           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8125           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8130           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8135           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8140           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8145           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8150           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8155           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8160           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8165           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8170           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8175           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8180           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8185           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8190           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8195           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8200           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8205           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8210           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8215           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8220           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8225           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8230           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8235           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8240           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8245           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8250           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8255           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8260           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8265           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8270           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8275           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8280           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8285           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8290           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8295           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8300           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8305           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8310           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8315           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8320           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8325           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8330           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8335           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8340           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8345           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8350           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8355           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8360           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8365           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8370           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8375           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8380           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8385           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8390           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8395           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8400           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8405           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8410           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8415           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8420           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8425           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8430           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8435           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8440           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8445           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8450           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8455           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8460           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8465           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
       8470           1           1           1
