# Time-averaged data for fix at2
# TimeStep f_mysf1[1] f_mysf2[1]
1000 -266.888 268.638
2000 -253.782 252.649
3000 -259.36 263.911
4000 -262.567 259.327
5000 -261.03 258.037
6000 -336.277 336.205
7000 -422.988 427.517
8000 -513.091 507.923
9000 -590.606 593.508
10000 -680.209 678.039
11000 -759.977 759.321
12000 -850.801 850.79
13000 -937.134 939.095
14000 -1024.23 1022.77
15000 -1107.99 1109.79
16000 -1196.92 1193.52
17000 -1281.75 1284.47
18000 -1371.59 1370.88
19000 -1458.92 1458.74
20000 -1546.42 1548.49
21000 -1632.2 1632.42
22000 -1722.79 1723.72
23000 -1809.5 1807.9
24000 -1901.23 1898.74
25000 -1981.45 1988.36
26000 -2074.45 2075.02
27000 -2164.63 2160.75
28000 -2248.56 2250.6
29000 -2340.29 2341.27
30000 -2429.24 2426.66
31000 -2519.39 2516.88
32000 -2608.76 2608.89
33000 -2701.53 2700.63
34000 -2791.92 2786.48
35000 -2876.2 2884.79
36000 -2969.1 2971.58
37000 -3064.05 3060.28
38000 -3150.29 3149.93
39000 -3238.85 3243.62
40000 -3333.95 3330.62
41000 -3424.22 3422.99
42000 -3515.75 3516.89
43000 -3606.91 3607.5
44000 -3699.92 3697.57
45000 -3788.27 3793.08
46000 -3886.73 3881.48
47000 -3973.87 3976.23
48000 -4068.37 4070.66
49000 -4165.11 4160.5
50000 -4254.03 4257.18
51000 -4351.82 4349.46
52000 -4440.77 4443.44
53000 -4537.1 4535.88
54000 -4629.75 4631.34
55000 -4725.21 4723.26
56000 -4818.08 4818.52
57000 -4912.6 4911.6
58000 -5005.51 5007.65
59000 -5100.79 5100.69
60000 -5196.15 5193.52
61000 -5287.42 5289.57
62000 -5383.88 5380.19
63000 -5475.94 5479.24
64000 -5572.53 5571.96
65000 -5664.51 5666.28
66000 -5761.4 5760.15
67000 -5855.61 5856.15
68000 -5950.78 5951.19
69000 -6048.74 6047.46
70000 -6144.39 6144.35
71000 -6242.19 6243.02
72000 -6339.12 6338.13
73000 -6434.75 6435.76
74000 -6532.53 6530.99
75000 -6626.87 6626.49
76000 -6723.77 6724.97
77000 -6823.83 6821.38
78000 -6920.62 6922.85
79000 -7019.45 7019.52
80000 -7119.95 7119.77
81000 -7218.69 7218.43
82000 -7313.88 7315.24
83000 -7413.28 7411.67
84000 -7510.89 7512.06
85000 -7609.29 7610.9
86000 -7710.02 7707.17
87000 -7807.13 7808.18
88000 -7907.4 7906.75
89000 -8006.74 8007.61
90000 -8105.91 8104.85
91000 -8205.6 8208.02
92000 -8310.37 8308.66
93000 -8408.71 8410.82
94000 -8507.17 8504.6
95000 -8607.19 8606.84
96000 -8706.45 8708.52
97000 -8807 8806.37
98000 -8906.88 8907.42
99000 -9009.98 9008.28
100000 -9110.2 9110.39
101000 -9213.03 9213.63
102000 -9316.37 9316.44
103000 -9412.5 9413.69
104000 -9515.89 9515.3
105000 -9619.16 9618.57
