# Time-averaged data for fix myat2
# TimeStep v_myvol
100 42814.8
200 42772.4
300 42734.9
400 42776.5
500 42872.7
600 42920.5
700 42918.2
800 42900.1
900 42840.9
1000 42795.7
1100 42783.1
1200 42805.8
1300 42836.2
1400 42849.8
1500 42878.9
1600 42923.6
1700 42941.1
1800 42949.4
1900 42959.6
2000 43010.5
2100 43063.2
2200 43118.6
2300 43147.7
2400 43120
2500 43070.7
2600 43014.2
2700 42945.3
2800 42835.6
2900 42711.2
3000 42567.3
3100 42457.3
3200 42381.5
3300 42330.9
3400 42319.7
3500 42305.8
3600 42310.4
3700 42355.7
3800 42423.6
3900 42504.9
4000 42602
4100 42708.8
4200 42810.9
4300 42886
4400 42930.4
4500 42967.6
4600 42992.5
4700 43008.3
4800 42998.5
4900 42954.3
5000 42888.8
5100 42822.2
5200 42735.8
5300 42609.8
5400 42437.5
5500 42259.5
5600 42118
5700 42059.1
5800 42049.5
5900 42108.4
6000 42238
6100 42408.6
6200 42607.9
6300 42795.9
6400 42939.8
6500 43040.8
6600 43138
6700 43227.5
6800 43276.4
6900 43290.7
7000 43270.6
7100 43231.9
7200 43167.5
7300 43104
7400 43038.1
7500 42965.5
7600 42886.1
7700 42782.9
7800 42719
7900 42674.7
8000 42632
8100 42595.1
8200 42543.4
8300 42505.3
8400 42495.6
8500 42512.8
8600 42584.5
8700 42651.3
8800 42683.5
8900 42707
9000 42657.5
9100 42590.6
9200 42539.5
9300 42522.7
9400 42486.3
9500 42459
9600 42459.3
9700 42439.9
9800 42448.6
9900 42504.6
10000 42604.1
