# Time-averaged data for fix myat1
# TimeStep v_zave v_zdes
7752000 -13.1519 -13
7754000 -13.1421 -13
7756000 -14.2767 -13
7758000 -13.1591 -13
7760000 -12.359 -13
7762000 -11.8448 -13
7764000 -12.379 -13
7766000 -13.3192 -13
7768000 -13.4036 -13
7770000 -13.6026 -13
7772000 -14.1274 -13
7774000 -13.7892 -13
7776000 -13.9404 -13
7778000 -14.7402 -13
7780000 -14.6417 -13
7782000 -14.7319 -13
7784000 -14.9665 -13
7786000 -14.3104 -13
7788000 -14.4585 -13
7790000 -15.1976 -13
7792000 -14.6945 -13
7794000 -14.8723 -13
7796000 -15.8156 -13
7798000 -15.6887 -13
7800000 -15.4362 -13
7802000 -15.1487 -13
7804000 -15.5497 -13
7806000 -14.5114 -13
7808000 -14.811 -13
7810000 -14.4893 -13
7812000 -15.3344 -13
7814000 -15.4103 -13
7816000 -14.6971 -13
7818000 -14.2904 -13
7820000 -13.7618 -13
7822000 -14.0022 -13
7824000 -13.9841 -13
7826000 -13.2297 -13
7828000 -12.055 -13
7830000 -13.3501 -13
7832000 -13.9515 -13
7834000 -14.4214 -13
7836000 -13.15 -13
7838000 -13.3892 -13
7840000 -13.6974 -13
7842000 -12.7583 -13
7844000 -12.1695 -13
7846000 -12.26 -13
7848000 -12.0784 -13
7850000 -12.4259 -13
7852000 -13.0735 -13
7854000 -12.8418 -13
7856000 -12.5458 -13
7858000 -12.1363 -13
7860000 -11.6913 -13
7862000 -11.3528 -13
7864000 -11.6831 -13
7866000 -12.3814 -13
7868000 -12.734 -13
7870000 -13.1258 -13
7872000 -13.073 -13
7874000 -12.5547 -13
7876000 -12.2996 -13
7878000 -12.8873 -13
7880000 -11.5433 -13
7882000 -12.7331 -13
7884000 -12.0027 -13
7886000 -12.9958 -13
7888000 -12.784 -13
7890000 -12.7633 -13
7892000 -13.4474 -13
7894000 -13.5966 -13
7896000 -13.3323 -13
7898000 -13.789 -13
7900000 -13.982 -13
7902000 -13.9736 -13
7904000 -13.8194 -13
7906000 -12.8109 -13
7908000 -12.7003 -13
7910000 -12.7821 -13
7912000 -13.4141 -13
7914000 -13.254 -13
7916000 -14.4133 -13
7918000 -14.1635 -13
7920000 -12.9866 -13
7922000 -13.7496 -13
7924000 -14.395 -13
7926000 -13.7962 -13
7928000 -13.7735 -13
7930000 -13.065 -13
7932000 -13.3192 -13
7934000 -13.3529 -13
7936000 -13.3982 -13
7938000 -13.1435 -13
7940000 -12.8409 -13
7942000 -12.9043 -13
7944000 -13.4748 -13
7946000 -12.9601 -13
7948000 -12.7051 -13
7950000 -12.5634 -13
7952000 -12.9883 -13
7954000 -13.8852 -13
7956000 -13.6326 -13
7958000 -12.1358 -13
7960000 -11.6534 -13
7962000 -11.655 -13
7964000 -12.8596 -13
7966000 -13.0448 -13
7968000 -12.5586 -13
7970000 -13.1123 -13
7972000 -13.3826 -13
7974000 -12.2943 -13
7976000 -12.1982 -13
7978000 -13.5944 -13
7980000 -13.9788 -13
7982000 -13.827 -13
7984000 -12.8167 -13
7986000 -13.2398 -13
7988000 -13.9107 -13
7990000 -13.8129 -13
7992000 -14.2882 -13
7994000 -14.1743 -13
7996000 -14.1518 -13
7998000 -14.0307 -13
8000000 -14.3587 -13
8002000 -15.5201 -13
8004000 -15.9587 -13
8006000 -15.5015 -13
8008000 -14.0427 -13
8010000 -14.1168 -13
8012000 -13.7541 -13
8014000 -13.6998 -13
8016000 -12.6949 -13
8018000 -12.5872 -13
8020000 -13.229 -13
8022000 -13.5039 -13
8024000 -13.5154 -13
8026000 -13.21 -13
8028000 -14.5527 -13
8030000 -14.5788 -13
8032000 -14.3394 -13
8034000 -14.0925 -13
8036000 -14.1025 -13
8038000 -13.5648 -13
8040000 -13.3457 -13
8042000 -13.7911 -13
8044000 -13.7122 -13
8046000 -13.0737 -13
8048000 -12.5115 -13
8050000 -11.6299 -13
8052000 -12.5619 -13
8054000 -12.5877 -13
8056000 -12.1771 -13
8058000 -13.1744 -13
