-19.962500	1.501731		0.006154	
-19.887500	1.081551		0.012471	
-19.812500	0.810697		0.019662	
-19.737500	0.678627		0.024549	
-19.662500	0.476868		0.034462	
-19.587500	0.324737		0.044504	
-19.512500	0.211085		0.053873	
-19.437500	0.261112		0.049528	
-19.362500	0.143624		0.060343	
-19.287500	0.135693		0.061153	
-19.212500	0.152333		0.059466	
-19.137500	0.000000		0.076821	
-19.062500	0.124206		0.062345	
-18.987500	0.081581		0.066976	
-18.912500	0.150893		0.059610	
-18.837500	0.234759		0.051772	
-18.762500	0.250640		0.050408	
-18.687500	0.354760		0.042314	
-18.612500	0.426942		0.037479	
-18.537500	0.455272		0.035736	
-18.462500	0.653656		0.025602	
-18.387500	0.851448		0.018360	
-18.312500	0.922327		0.016298	
-18.237500	1.142841		0.011250	
-18.162500	1.366247		0.007728	
-18.087500	1.878184		0.003268	
-18.012500	2.056703		0.002421	
-17.937500	2.575091		0.001013	
-17.862500	2.545800		0.001064	
-17.787500	2.948460		0.000541	
-17.712500	3.098708		0.000420	
-17.637500	3.015506		0.000483	
-17.562500	3.757150		0.000139	
-17.487500	3.432912		0.000239	
-17.412500	3.520845		0.000207	
-17.337500	4.191939		0.000067	
-17.262500	3.975239		0.000096	
-17.187500	3.861693		0.000116	
-17.112500	4.147797		0.000072	
-17.037500	4.365717		0.000050	
-16.962500	4.208838		0.000065	
-16.887500	4.200529		0.000066	
-16.812500	4.282919		0.000057	
-16.737500	4.868284		0.000021	
-16.662500	4.777356		0.000025	
-16.587500	4.856396		0.000022	
-16.512500	4.801480		0.000024	
-16.437500	4.677895		0.000030	
-16.362500	5.257224		0.000011	
-16.287500	4.677659		0.000030	
-16.212500	5.232696		0.000012	
-16.137500	4.650426		0.000031	
-16.062500	4.891447		0.000021	
-15.987500	4.897257		0.000020	
-15.912500	4.907633		0.000020	
-15.837500	4.750388		0.000026	
-15.762500	4.894042		0.000021	
-15.687500	5.289728		0.000011	
-15.612500	4.902670		0.000020	
-15.537500	5.169772		0.000013	
-15.462500	5.057098		0.000016	
-15.387500	4.981380		0.000018	
-15.312500	5.293234		0.000010	
-15.237500	5.503473		0.000007	
-15.162500	5.206559		0.000012	
-15.087500	5.327964		0.000010	
-15.012500	5.245161		0.000011	
-14.937500	5.390396		0.000009	
-14.862500	5.311880		0.000010	
-14.787500	5.417249		0.000009	
-14.712500	5.602367		0.000006	
-14.637500	5.686586		0.000005	
-14.562500	5.275084		0.000011	
-14.487500	5.356725		0.000009	
-14.412500	5.626742		0.000006	
-14.337500	5.551199		0.000007	
-14.262500	5.803986		0.000004	
-14.187500	5.598503		0.000006	
-14.112500	5.541365		0.000007	
-14.037500	5.774956		0.000005	
-13.962500	5.651211		0.000006	
-13.887500	5.901218		0.000004	
-13.812500	5.736009		0.000005	
-13.737500	5.656745		0.000006	
-13.662500	5.725996		0.000005	
-13.587500	5.753250		0.000005	
-13.512500	5.552713		0.000007	
-13.437500	5.849100		0.000004	
-13.362500	5.632471		0.000006	
-13.287500	5.897413		0.000004	
-13.212500	5.855392		0.000004	
-13.137500	5.701319		0.000005	
-13.062500	5.840428		0.000004	
-12.987500	5.899537		0.000004	
-12.912500	6.160774		0.000002	
-12.837500	5.847254		0.000004	
-12.762500	5.690642		0.000005	
-12.687500	5.937480		0.000004	
-12.612500	5.901761		0.000004	
-12.537500	6.095633		0.000003	
-12.462500	6.047197		0.000003	
-12.387500	5.902434		0.000004	
-12.312500	5.872785		0.000004	
-12.237500	6.285887		0.000002	
-12.162500	5.979917		0.000003	
-12.087500	6.143672		0.000003	
-12.012500	5.991729		0.000003	
-11.937500	5.973889		0.000003	
-11.862500	6.275818		0.000002	
-11.787500	6.136328		0.000003	
-11.712500	6.111554		0.000003	
-11.637500	6.123640		0.000003	
-11.562500	6.212268		0.000002	
-11.487500	6.078789		0.000003	
-11.412500	6.277356		0.000002	
-11.337500	6.084878		0.000003	
-11.262500	5.994807		0.000003	
-11.187500	6.171746		0.000002	
-11.112500	6.297120		0.000002	
-11.037500	6.094490		0.000003	
-10.962500	5.947625		0.000003	
-10.887500	6.245302		0.000002	
-10.812500	6.050985		0.000003	
-10.737500	6.541497		0.000001	
-10.662500	6.216295		0.000002	
-10.587500	6.240809		0.000002	
-10.512500	6.213617		0.000002	
-10.437500	6.187775		0.000002	
-10.362500	6.518700		0.000001	
-10.287500	6.139276		0.000003	
-10.212500	6.235619		0.000002	
-10.137500	6.433209		0.000002	
-10.062500	6.313010		0.000002	
-9.987500	6.353995		0.000002	
-9.912500	6.127978		0.000003	
-9.837500	6.337295		0.000002	
-9.762500	6.300216		0.000002	
-9.687500	6.264395		0.000002	
-9.612500	6.334789		0.000002	
-9.537500	6.276998		0.000002	
-9.462500	6.147363		0.000002	
-9.387500	6.250740		0.000002	
-9.312500	6.244455		0.000002	
-9.237500	6.486671		0.000001	
-9.162500	6.245295		0.000002	
-9.087500	6.467583		0.000001	
-9.012500	6.126736		0.000003	
-8.937500	6.697081		0.000001	
-8.862500	6.290255		0.000002	
-8.787500	6.253854		0.000002	
-8.712500	6.368734		0.000002	
-8.637500	6.590395		0.000001	
-8.562500	6.236228		0.000002	
-8.487500	6.546096		0.000001	
-8.412500	6.559640		0.000001	
-8.337500	6.717438		0.000001	
-8.262500	6.589458		0.000001	
-8.187500	6.777668		0.000001	
-8.112500	6.815218		0.000001	
-8.037500	6.491871		0.000001	
