# Time-averaged data for fix myat1
# TimeStep v_zave v_zdes
11052000 -9.10757 -10
11054000 -9.24302 -10
11056000 -8.98484 -10
11058000 -9.29798 -10
11060000 -8.96799 -10
11062000 -8.46235 -10
11064000 -8.96231 -10
11066000 -9.41384 -10
11068000 -9.43873 -10
11070000 -9.76608 -10
11072000 -9.82227 -10
11074000 -9.48173 -10
11076000 -9.70126 -10
11078000 -9.20527 -10
11080000 -8.5626 -10
11082000 -8.8459 -10
11084000 -9.66509 -10
11086000 -9.84376 -10
11088000 -10.114 -10
11090000 -9.32966 -10
11092000 -9.63506 -10
11094000 -10.5179 -10
11096000 -11.0422 -10
11098000 -11.1257 -10
11100000 -10.4153 -10
11102000 -10.1076 -10
11104000 -10.9861 -10
11106000 -11.2336 -10
11108000 -10.8213 -10
11110000 -9.74651 -10
11112000 -10.8678 -10
11114000 -10.7877 -10
11116000 -9.64461 -10
11118000 -10.1621 -10
11120000 -11.7618 -10
11122000 -10.9997 -10
11124000 -10.9283 -10
11126000 -11.1318 -10
11128000 -11.5143 -10
11130000 -12.4993 -10
11132000 -12.6543 -10
11134000 -12.1151 -10
11136000 -11.7037 -10
11138000 -11.4787 -10
11140000 -11.0985 -10
11142000 -10.2642 -10
11144000 -11.1426 -10
11146000 -10.7899 -10
11148000 -10.5378 -10
11150000 -11.0902 -10
11152000 -10.8829 -10
11154000 -10.6621 -10
11156000 -10.9585 -10
11158000 -10.8199 -10
11160000 -11.3583 -10
11162000 -11.2783 -10
11164000 -11.0385 -10
11166000 -10.4136 -10
11168000 -10.902 -10
11170000 -10.6451 -10
11172000 -10.3786 -10
11174000 -9.77364 -10
11176000 -10.5033 -10
11178000 -11.22 -10
11180000 -10.6759 -10
11182000 -10.0629 -10
11184000 -9.24674 -10
11186000 -9.03474 -10
11188000 -9.81209 -10
11190000 -9.79034 -10
11192000 -10.4555 -10
11194000 -11.2696 -10
11196000 -11.1283 -10
11198000 -11.0374 -10
11200000 -10.8184 -10
11202000 -10.0033 -10
11204000 -9.35864 -10
11206000 -9.77866 -10
11208000 -11.2494 -10
11210000 -11.7817 -10
11212000 -10.2576 -10
11214000 -10.5652 -10
11216000 -10.8248 -10
11218000 -10.8904 -10
11220000 -10.4825 -10
11222000 -9.92619 -10
11224000 -9.95327 -10
11226000 -9.85158 -10
11228000 -11.2843 -10
11230000 -11.6084 -10
11232000 -12.1297 -10
11234000 -11.9046 -10
11236000 -11.7245 -10
11238000 -11.6971 -10
11240000 -11.4753 -10
11242000 -11.3357 -10
11244000 -10.4003 -10
11246000 -10.5592 -10
11248000 -9.95877 -10
11250000 -10.5972 -10
11252000 -10.7206 -10
11254000 -10.4887 -10
11256000 -10.4892 -10
11258000 -9.87767 -10
11260000 -10.0034 -10
11262000 -10.9251 -10
11264000 -11.3624 -10
11266000 -11.5793 -10
11268000 -11.1549 -10
11270000 -10.9703 -10
11272000 -11.7176 -10
11274000 -12.2493 -10
11276000 -11.6673 -10
11278000 -10.7453 -10
11280000 -10.1619 -10
11282000 -10.0457 -10
11284000 -10.0673 -10
11286000 -9.62673 -10
11288000 -10.0381 -10
11290000 -10.8137 -10
11292000 -10.9629 -10
11294000 -10.2759 -10
11296000 -10.3258 -10
11298000 -10.6298 -10
11300000 -10.7916 -10
11302000 -10.9795 -10
11304000 -10.5121 -10
11306000 -10.6873 -10
11308000 -10.6316 -10
11310000 -10.6124 -10
11312000 -9.40634 -10
11314000 -11.3605 -10
11316000 -11.4734 -10
11318000 -11.7242 -10
11320000 -11.4972 -10
11322000 -10.302 -10
11324000 -9.79905 -10
11326000 -10.8358 -10
11328000 -10.8818 -10
11330000 -10.1625 -10
11332000 -10.0206 -10
11334000 -9.95559 -10
11336000 -8.90585 -10
11338000 -8.70261 -10
11340000 -8.39147 -10
11342000 -8.77059 -10
11344000 -8.57224 -10
11346000 -8.53539 -10
11348000 -8.03383 -10
11350000 -7.8805 -10
11352000 -8.1347 -10
11354000 -8.84352 -10
11356000 -9.11617 -10
11358000 -8.88505 -10
11360000 -8.6978 -10
11362000 -8.83426 -10
11364000 -7.64958 -10
11366000 -7.83108 -10
11368000 -8.6002 -10
