# Time-averaged data for fix at3
# TimeStep f_mysf1[1] f_mysf2[1]
6000 -170.079 179.924
7000 -222.551 219.528
8000 -267.428 267.957
9000 -309.399 314.675
10000 -356.202 349.925
11000 -401.482 404.87
12000 -440.771 438.706
13000 -495.773 492.408
14000 -532.78 530.698
15000 -576.07 585.109
16000 -627.161 624.792
17000 -666.34 664.792
18000 -711.592 719.488
19000 -761.212 752.375
20000 -804.07 802.618
21000 -846.067 848.68
22000 -890.143 889.803
23000 -933.851 940.634
24000 -981.833 979.219
25000 -1027.63 1024.18
26000 -1070.19 1071.76
27000 -1117.45 1110.02
28000 -1154.92 1166.99
29000 -1198.57 1198.92
30000 -1254.99 1246.35
31000 -1287.05 1294.89
32000 -1347.28 1333.57
33000 -1376.64 1387.05
34000 -1424.61 1429.5
35000 -1474.41 1468.5
36000 -1517.81 1513.47
37000 -1560.32 1563.66
38000 -1607.38 1604.05
39000 -1645.69 1652.71
40000 -1693.51 1695.69
41000 -1748.42 1732.98
42000 -1778.23 1789.22
43000 -1830.64 1832.12
44000 -1876.84 1877.15
45000 -1926.52 1918.39
46000 -1962.54 1964.3
47000 -2008.01 2010.33
48000 -2053.38 2055.78
49000 -2098.57 2097.34
50000 -2147.02 2142.29
51000 -2185.49 2187.31
52000 -2229.79 2238.36
53000 -2281.19 2275.01
54000 -2328.35 2319.76
55000 -2362.13 2377.06
56000 -2415.11 2414.43
57000 -2466.07 2452.07
58000 -2504.19 2510.97
59000 -2543.24 2552.82
60000 -2601.39 2590.58
61000 -2641.53 2640.21
62000 -2681.4 2691.63
63000 -2734.18 2730.91
64000 -2781.93 2773.62
65000 -2820.32 2828.27
66000 -2866.65 2869.12
67000 -2918.16 2907.7
68000 -2959.16 2964.8
69000 -3000.33 3006.16
70000 -3055.87 3047.13
71000 -3096.28 3094.19
72000 -3137.52 3149.01
73000 -3191.07 3183.59
74000 -3233.83 3229.27
75000 -3273.78 3284.36
76000 -3328.18 3322.69
77000 -3373.9 3370.76
78000 -3412.6 3418.58
79000 -3465.73 3462.16
80000 -3508.85 3508.25
81000 -3553.67 3556.42
82000 -3604 3598.58
83000 -3646.09 3649.14
84000 -3687.71 3698.1
85000 -3746.41 3734.42
86000 -3784.07 3786.18
87000 -3831.12 3834.86
88000 -3881.86 3876.55
89000 -3921.21 3926.62
90000 -3975.08 3969.92
91000 -4018.24 4017.86
92000 -4062.21 4068.92
93000 -4115.02 4105.54
94000 -4155.19 4159.49
95000 -4204.88 4205.44
96000 -4251.82 4249.37
97000 -4294.13 4302.7
98000 -4349.87 4338.43
99000 -4387.82 4391.93
100000 -4437.19 4441.4
101000 -4488.73 4481.09
102000 -4526 4536.66
103000 -4584.39 4573.26
104000 -4622.44 4627.82
105000 -4673.07 4673.63
106000 -4721.63 4718.32
107000 -4764.07 4770.85
108000 -4819.32 4810.05
109000 -4857.79 4866.53
110000 -4913.21 4904.94
111000 -4954.39 4959.91
112000 -5003.53 5005.51
113000 -5054.69 5048.11
114000 -5095.57 5105.63
115000 -5150.76 5140.59
116000 -5191.03 5197.52
117000 -5244.46 5238.96
118000 -5285.92 5291.13
119000 -5336.32 5333.58
120000 -5383.33 5384.99
121000 -5430.19 5432.51
122000 -5480.79 5476.11
123000 -5526.88 5528.47
124000 -5579.98 5573.22
125000 -5618.99 5631.56
126000 -5676.58 5667.15
127000 -5715.95 5725.4
128000 -5772.16 5763.75
129000 -5811.01 5819.69
130000 -5865.55 5859.51
131000 -5910.84 5911.57
132000 -5959.99 5958.77
133000 -6010.19 6009.95
134000 -6054.9 6057.52
135000 -6107.95 6103.54
136000 -6152.98 6154.96
137000 -6204.19 6200.33
138000 -6247.49 6256.22
139000 -6303.09 6295.15
140000 -6342.81 6351.45
141000 -6399.7 6390.2
142000 -6440.2 6447.41
143000 -6495.44 6492.91
144000 -6543.04 6545.28
145000 -6595.8 6592.09
146000 -6637.78 6643.23
147000 -6689.54 6683.63
148000 -6731.57 6739.66
149000 -6791.15 6779.97
150000 -6830.03 6840.77
151000 -6891.4 6881.1
152000 -6931.18 6938.25
153000 -6984.35 6982.13
154000 -7030.98 7033.3
155000 -7080.53 7080.58
156000 -7129.08 7128.44
157000 -7178.21 7176.57
158000 -7228.97 7228.41
159000 -7279.43 7282.27
160000 -7331.99 7326.02
161000 -7371.55 7379.48
162000 -7430.2 7420.83
163000 -7470.84 7479.41
164000 -7528.54 7522.01
165000 -7571.12 7578.28
166000 -7631.25 7621.25
167000 -7669.51 7681.99
168000 -7728.59 7717.88
169000 -7767.9 7773.8
170000 -7825.12 7821.93
171000 -7873.01 7876
172000 -7926.24 7920.6
173000 -7973.25 7975.51
174000 -8020.56 8025.01
175000 -8073.67 8065.69
176000 -8116.06 8127
177000 -8178.86 8170.36
178000 -8219.84 8228.85
179000 -8278.63 8265.35
180000 -8316.71 8328.49
181000 -8373.98 8367.9
182000 -8422.16 8421.89
183000 -8475.91 8477.23
184000 -8525 8523.48
185000 -8569.4 8576.23
186000 -8627.74 8618.54
187000 -8668.58 8680.27
188000 -8731.48 8720.73
189000 -8774.35 8779.03
190000 -8830.2 8823.96
191000 -8871.11 8876.19
192000 -8921.68 8928.02
193000 -8985.93 8974.42
194000 -9023.79 9033.07
195000 -9085.02 9074.66
196000 -9120.25 9132.79
197000 -9184.26 9175.85
198000 -9230.72 9233.07
199000 -9279.91 9284.06
200000 -9335.72 9328.52
201000 -9377.36 9386.9
202000 -9438.61 9424.26
203000 -9481.84 9494.33
204000 -9540.54 9535.62
205000 -9583.71 9583.54
