# Time-averaged data for fix at1
# TimeStep v_L
13100 56.0753
13200 56.0828
13300 56.0903
13400 56.0978
13500 56.1053
13600 56.1128
13700 56.1203
13800 56.1278
13900 56.1353
14000 56.1428
14100 56.1503
14200 56.1578
14300 56.1653
14400 56.1728
14500 56.1803
14600 56.1878
14700 56.1953
14800 56.2028
14900 56.2103
15000 56.2178
15100 56.2253
15200 56.2328
15300 56.2403
15400 56.2478
15500 56.2553
15600 56.2628
15700 56.2703
15800 56.2778
15900 56.2853
16000 56.2928
16100 56.3003
16200 56.3078
16300 56.3153
16400 56.3228
16500 56.3303
16600 56.3378
16700 56.3453
16800 56.3528
16900 56.3603
17000 56.3678
17100 56.3753
17200 56.3828
17300 56.3903
17400 56.3978
17500 56.4053
17600 56.4128
17700 56.4203
17800 56.4278
17900 56.4353
18000 56.4428
18100 56.4503
18200 56.4578
18300 56.4653
18400 56.4728
18500 56.4803
18600 56.4878
18700 56.4953
18800 56.5028
18900 56.5103
19000 56.5178
19100 56.5253
19200 56.5328
19300 56.5403
19400 56.5478
19500 56.5553
19600 56.5628
19700 56.5703
19800 56.5778
19900 56.5853
20000 56.5928
20100 56.6003
20200 56.6078
20300 56.6153
20400 56.6228
20500 56.6303
20600 56.6378
20700 56.6453
20800 56.6528
20900 56.6603
21000 56.6678
21100 56.6753
21200 56.6828
21300 56.6903
21400 56.6978
21500 56.7053
21600 56.7128
21700 56.7203
21800 56.7278
21900 56.7353
22000 56.7428
22100 56.7503
22200 56.7578
22300 56.7653
22400 56.7728
22500 56.7803
22600 56.7878
22700 56.7953
22800 56.8028
22900 56.8103
23000 56.8178
23100 56.8253
23200 56.8328
23300 56.8403
23400 56.8478
23500 56.8553
23600 56.8628
23700 56.8703
23800 56.8778
23900 56.8853
24000 56.8928
24100 56.9003
24200 56.9078
24300 56.9153
24400 56.9228
24500 56.9303
24600 56.9378
24700 56.9453
24800 56.9528
24900 56.9603
25000 56.9678
25100 56.9753
25200 56.9828
25300 56.9903
25400 56.9978
25500 57.0053
25600 57.0128
25700 57.0203
25800 57.0278
25900 57.0353
26000 57.0428
26100 57.0503
26200 57.0578
26300 57.0653
26400 57.0728
26500 57.0803
26600 57.0878
26700 57.0953
26800 57.1028
26900 57.1103
27000 57.1178
27100 57.1253
27200 57.1328
27300 57.1403
27400 57.1478
27500 57.1553
27600 57.1628
27700 57.1703
27800 57.1778
27900 57.1853
28000 57.1928
28100 57.2003
28200 57.2078
28300 57.2153
28400 57.2228
28500 57.2303
28600 57.2378
28700 57.2453
28800 57.2528
28900 57.2603
29000 57.2678
29100 57.2753
29200 57.2828
29300 57.2903
29400 57.2978
29500 57.3053
29600 57.3128
29700 57.3203
29800 57.3278
29900 57.3353
30000 57.3428
30100 57.3503
30200 57.3578
30300 57.3653
30400 57.3728
30500 57.3803
30600 57.3878
30700 57.3953
30800 57.4028
30900 57.4103
31000 57.4178
31100 57.4253
31200 57.4328
31300 57.4403
31400 57.4478
31500 57.4553
31600 57.4628
31700 57.4703
31800 57.4778
31900 57.4853
32000 57.4928
32100 57.5003
32200 57.5078
32300 57.5153
32400 57.5228
32500 57.5303
32600 57.5378
32700 57.5453
32800 57.5528
32900 57.5603
33000 57.5678
33100 57.5753
33200 57.5828
33300 57.5903
33400 57.5978
33500 57.6053
33600 57.6128
33700 57.6203
33800 57.6278
33900 57.6353
34000 57.6428
34100 57.6503
34200 57.6578
34300 57.6653
34400 57.6728
34500 57.6803
34600 57.6878
34700 57.6953
34800 57.7028
34900 57.7103
35000 57.7178
35100 57.7253
35200 57.7328
35300 57.7403
35400 57.7478
35500 57.7553
35600 57.7628
35700 57.7703
35800 57.7778
35900 57.7853
36000 57.7928
36100 57.8003
36200 57.8078
36300 57.8153
36400 57.8228
36500 57.8303
36600 57.8378
36700 57.8453
36800 57.8528
36900 57.8603
37000 57.8678
37100 57.8753
37200 57.8828
37300 57.8903
37400 57.8978
37500 57.9053
37600 57.9128
37700 57.9203
37800 57.9278
37900 57.9353
38000 57.9428
38100 57.9503
38200 57.9578
38300 57.9653
38400 57.9728
38500 57.9803
38600 57.9878
38700 57.9953
38800 58.0028
38900 58.0103
39000 58.0178
39100 58.0253
39200 58.0328
39300 58.0403
39400 58.0478
39500 58.0553
39600 58.0628
39700 58.0703
39800 58.0778
39900 58.0853
40000 58.0928
40100 58.1003
40200 58.1078
40300 58.1153
40400 58.1228
40500 58.1303
40600 58.1378
40700 58.1453
40800 58.1528
40900 58.1603
41000 58.1678
41100 58.1753
41200 58.1828
41300 58.1903
41400 58.1978
41500 58.2053
41600 58.2128
41700 58.2203
41800 58.2278
41900 58.2353
42000 58.2428
42100 58.2503
42200 58.2578
42300 58.2653
42400 58.2728
42500 58.2803
42600 58.2878
42700 58.2953
42800 58.3028
42900 58.3103
43000 58.3178
43100 58.3253
43200 58.3328
43300 58.3403
43400 58.3478
43500 58.3553
43600 58.3628
43700 58.3703
43800 58.3778
43900 58.3853
44000 58.3928
44100 58.4003
44200 58.4078
44300 58.4153
44400 58.4228
44500 58.4303
44600 58.4378
44700 58.4453
44800 58.4528
44900 58.4603
45000 58.4678
45100 58.4753
45200 58.4828
45300 58.4903
45400 58.4978
45500 58.5053
45600 58.5128
45700 58.5203
45800 58.5278
45900 58.5353
46000 58.5428
46100 58.5503
46200 58.5578
46300 58.5653
46400 58.5728
46500 58.5803
46600 58.5878
46700 58.5953
46800 58.6028
46900 58.6103
47000 58.6178
47100 58.6253
47200 58.6328
47300 58.6403
47400 58.6478
47500 58.6553
47600 58.6628
47700 58.6703
47800 58.6778
47900 58.6853
48000 58.6928
48100 58.7003
48200 58.7078
48300 58.7153
48400 58.7228
48500 58.7303
48600 58.7378
48700 58.7453
48800 58.7528
48900 58.7603
49000 58.7678
49100 58.7753
49200 58.7828
49300 58.7903
49400 58.7978
49500 58.8053
49600 58.8128
49700 58.8203
49800 58.8278
49900 58.8353
50000 58.8428
50100 58.8503
50200 58.8578
50300 58.8653
50400 58.8728
50500 58.8803
50600 58.8878
50700 58.8953
50800 58.9028
50900 58.9103
51000 58.9178
51100 58.9253
51200 58.9328
51300 58.9403
51400 58.9478
51500 58.9553
51600 58.9628
51700 58.9703
51800 58.9778
51900 58.9853
52000 58.9928
52100 59.0003
52200 59.0078
52300 59.0153
52400 59.0228
52500 59.0303
52600 59.0378
52700 59.0453
52800 59.0528
52900 59.0603
53000 59.0678
53100 59.0753
53200 59.0828
53300 59.0903
53400 59.0978
53500 59.1053
53600 59.1128
53700 59.1203
53800 59.1278
53900 59.1353
54000 59.1428
54100 59.1503
54200 59.1578
54300 59.1653
54400 59.1728
54500 59.1803
54600 59.1878
54700 59.1953
54800 59.2028
54900 59.2103
55000 59.2178
55100 59.2253
55200 59.2328
55300 59.2403
55400 59.2478
55500 59.2553
55600 59.2628
55700 59.2703
55800 59.2778
55900 59.2853
56000 59.2928
56100 59.3003
56200 59.3078
56300 59.3153
56400 59.3228
56500 59.3303
56600 59.3378
56700 59.3453
56800 59.3528
56900 59.3603
57000 59.3678
57100 59.3753
57200 59.3828
57300 59.3903
57400 59.3978
57500 59.4053
57600 59.4128
57700 59.4203
57800 59.4278
57900 59.4353
58000 59.4428
58100 59.4503
58200 59.4578
58300 59.4653
58400 59.4728
58500 59.4803
58600 59.4878
58700 59.4953
58800 59.5028
58900 59.5103
59000 59.5178
59100 59.5253
59200 59.5328
59300 59.5403
59400 59.5478
59500 59.5553
59600 59.5628
59700 59.5703
59800 59.5778
59900 59.5853
60000 59.5928
60100 59.6003
60200 59.6078
60300 59.6153
60400 59.6228
60500 59.6303
60600 59.6378
60700 59.6453
60800 59.6528
60900 59.6603
61000 59.6678
61100 59.6753
61200 59.6828
61300 59.6903
61400 59.6978
61500 59.7053
61600 59.7128
61700 59.7203
61800 59.7278
61900 59.7353
62000 59.7428
62100 59.7503
62200 59.7578
62300 59.7653
62400 59.7728
62500 59.7803
62600 59.7878
62700 59.7953
62800 59.8028
62900 59.8103
63000 59.8178
63100 59.8253
63200 59.8328
63300 59.8403
63400 59.8478
63500 59.8553
63600 59.8628
63700 59.8703
63800 59.8778
63900 59.8853
64000 59.8928
64100 59.9003
64200 59.9078
64300 59.9153
64400 59.9228
64500 59.9303
64600 59.9378
64700 59.9453
64800 59.9528
64900 59.9603
65000 59.9678
65100 59.9753
65200 59.9828
65300 59.9903
65400 59.9978
65500 60.0053
65600 60.0128
65700 60.0203
65800 60.0278
65900 60.0353
66000 60.0428
66100 60.0503
66200 60.0578
66300 60.0653
66400 60.0728
66500 60.0803
66600 60.0878
66700 60.0953
66800 60.1028
66900 60.1103
67000 60.1178
67100 60.1253
67200 60.1328
67300 60.1403
67400 60.1478
67500 60.1553
67600 60.1628
67700 60.1703
67800 60.1778
67900 60.1853
68000 60.1928
68100 60.2003
68200 60.2078
68300 60.2153
68400 60.2228
68500 60.2303
68600 60.2378
68700 60.2453
68800 60.2528
68900 60.2603
69000 60.2678
69100 60.2753
69200 60.2828
69300 60.2903
69400 60.2978
69500 60.3053
69600 60.3128
69700 60.3203
69800 60.3278
69900 60.3353
70000 60.3428
70100 60.3503
70200 60.3578
70300 60.3653
70400 60.3728
70500 60.3803
70600 60.3878
70700 60.3953
70800 60.4028
70900 60.4103
71000 60.4178
71100 60.4253
71200 60.4328
71300 60.4403
71400 60.4478
71500 60.4553
71600 60.4628
71700 60.4703
71800 60.4778
71900 60.4853
72000 60.4928
72100 60.5003
72200 60.5078
72300 60.5153
72400 60.5228
72500 60.5303
72600 60.5378
72700 60.5453
72800 60.5528
72900 60.5603
73000 60.5678
73100 60.5753
73200 60.5828
73300 60.5903
73400 60.5978
73500 60.6053
73600 60.6128
73700 60.6203
73800 60.6278
73900 60.6353
74000 60.6428
74100 60.6503
74200 60.6578
74300 60.6653
74400 60.6728
74500 60.6803
74600 60.6878
74700 60.6953
74800 60.7028
74900 60.7103
75000 60.7178
75100 60.7253
75200 60.7328
75300 60.7403
75400 60.7478
75500 60.7553
75600 60.7628
75700 60.7703
75800 60.7778
75900 60.7853
76000 60.7928
76100 60.8003
76200 60.8078
76300 60.8153
76400 60.8228
76500 60.8303
76600 60.8378
76700 60.8453
76800 60.8528
76900 60.8603
77000 60.8678
77100 60.8753
77200 60.8828
77300 60.8903
77400 60.8978
77500 60.9053
77600 60.9128
77700 60.9203
77800 60.9278
77900 60.9353
78000 60.9428
78100 60.9503
78200 60.9578
78300 60.9653
78400 60.9728
78500 60.9803
78600 60.9878
78700 60.9953
78800 61.0028
78900 61.0103
79000 61.0178
79100 61.0253
79200 61.0328
79300 61.0403
79400 61.0478
79500 61.0553
79600 61.0628
79700 61.0703
79800 61.0778
79900 61.0853
80000 61.0928
80100 61.1003
80200 61.1078
80300 61.1153
80400 61.1228
80500 61.1303
80600 61.1378
80700 61.1453
80800 61.1528
80900 61.1603
81000 61.1678
81100 61.1753
81200 61.1828
81300 61.1903
81400 61.1978
81500 61.2053
81600 61.2128
81700 61.2203
81800 61.2278
81900 61.2353
82000 61.2428
82100 61.2503
82200 61.2578
82300 61.2653
82400 61.2728
82500 61.2803
82600 61.2878
82700 61.2953
82800 61.3028
82900 61.3103
83000 61.3178
83100 61.3253
83200 61.3328
83300 61.3403
83400 61.3478
83500 61.3553
83600 61.3628
83700 61.3703
83800 61.3778
83900 61.3853
84000 61.3928
84100 61.4003
84200 61.4078
84300 61.4153
84400 61.4228
84500 61.4303
84600 61.4378
84700 61.4453
84800 61.4528
84900 61.4603
85000 61.4678
85100 61.4753
85200 61.4828
85300 61.4903
85400 61.4978
85500 61.5053
85600 61.5128
85700 61.5203
85800 61.5278
85900 61.5353
86000 61.5428
86100 61.5503
86200 61.5578
86300 61.5653
86400 61.5728
86500 61.5803
86600 61.5878
86700 61.5953
86800 61.6028
86900 61.6103
87000 61.6178
87100 61.6253
87200 61.6328
87300 61.6403
87400 61.6478
87500 61.6553
87600 61.6628
87700 61.6703
87800 61.6778
87900 61.6853
88000 61.6928
88100 61.7003
88200 61.7078
88300 61.7153
88400 61.7228
88500 61.7303
88600 61.7378
88700 61.7453
88800 61.7528
88900 61.7603
89000 61.7678
89100 61.7753
89200 61.7828
89300 61.7903
89400 61.7978
89500 61.8053
89600 61.8128
89700 61.8203
89800 61.8278
89900 61.8353
90000 61.8428
90100 61.8503
90200 61.8578
90300 61.8653
90400 61.8728
90500 61.8803
90600 61.8878
90700 61.8953
90800 61.9028
90900 61.9103
91000 61.9178
91100 61.9253
91200 61.9328
91300 61.9403
91400 61.9478
91500 61.9553
91600 61.9628
91700 61.9703
91800 61.9778
91900 61.9853
92000 61.9928
92100 62.0003
92200 62.0078
92300 62.0153
92400 62.0228
92500 62.0303
92600 62.0378
92700 62.0453
92800 62.0528
92900 62.0603
93000 62.0678
93100 62.0753
93200 62.0828
93300 62.0903
93400 62.0978
93500 62.1053
93600 62.1128
93700 62.1203
93800 62.1278
93900 62.1353
94000 62.1428
94100 62.1503
94200 62.1578
94300 62.1653
94400 62.1728
94500 62.1803
94600 62.1878
94700 62.1953
94800 62.2028
94900 62.2103
95000 62.2178
95100 62.2253
95200 62.2328
95300 62.2403
95400 62.2478
95500 62.2553
95600 62.2628
95700 62.2703
95800 62.2778
95900 62.2853
96000 62.2928
96100 62.3003
96200 62.3078
96300 62.3153
96400 62.3228
96500 62.3303
96600 62.3378
96700 62.3453
96800 62.3528
96900 62.3603
97000 62.3678
97100 62.3753
97200 62.3828
97300 62.3903
97400 62.3978
97500 62.4053
97600 62.4128
97700 62.4203
97800 62.4278
97900 62.4353
98000 62.4428
98100 62.4503
98200 62.4578
98300 62.4653
98400 62.4728
98500 62.4803
98600 62.4878
98700 62.4953
98800 62.5028
98900 62.5103
99000 62.5178
99100 62.5253
99200 62.5328
99300 62.5403
99400 62.5478
99500 62.5553
99600 62.5628
99700 62.5703
99800 62.5778
99900 62.5853
100000 62.5928
100100 62.6003
100200 62.6078
100300 62.6153
100400 62.6228
100500 62.6303
100600 62.6378
100700 62.6453
100800 62.6528
100900 62.6603
101000 62.6678
101100 62.6753
101200 62.6828
101300 62.6903
101400 62.6978
101500 62.7053
101600 62.7128
101700 62.7203
101800 62.7278
101900 62.7353
102000 62.7428
102100 62.7503
102200 62.7578
102300 62.7653
102400 62.7728
102500 62.7803
102600 62.7878
102700 62.7953
102800 62.8028
102900 62.8103
103000 62.8178
103100 62.8253
103200 62.8328
103300 62.8403
103400 62.8478
103500 62.8553
103600 62.8628
103700 62.8703
103800 62.8778
103900 62.8853
104000 62.8928
104100 62.9003
104200 62.9078
104300 62.9153
104400 62.9228
104500 62.9303
104600 62.9378
104700 62.9453
104800 62.9528
104900 62.9603
105000 62.9678
105100 62.9753
105200 62.9828
105300 62.9903
105400 62.9978
105500 63.0053
105600 63.0128
105700 63.0203
105800 63.0278
105900 63.0353
106000 63.0428
106100 63.0503
106200 63.0578
106300 63.0653
106400 63.0728
106500 63.0803
106600 63.0878
106700 63.0953
106800 63.1028
106900 63.1103
107000 63.1178
107100 63.1253
107200 63.1328
107300 63.1403
107400 63.1478
107500 63.1553
107600 63.1628
107700 63.1703
107800 63.1778
107900 63.1853
108000 63.1928
108100 63.2003
108200 63.2078
108300 63.2153
108400 63.2228
108500 63.2303
108600 63.2378
108700 63.2453
108800 63.2528
108900 63.2603
109000 63.2678
109100 63.2753
109200 63.2828
109300 63.2903
109400 63.2978
109500 63.3053
109600 63.3128
109700 63.3203
109800 63.3278
109900 63.3353
110000 63.3428
110100 63.3503
110200 63.3578
110300 63.3653
110400 63.3728
110500 63.3803
110600 63.3878
110700 63.3953
110800 63.4028
110900 63.4103
111000 63.4178
111100 63.4253
111200 63.4328
111300 63.4403
111400 63.4478
111500 63.4553
111600 63.4628
111700 63.4703
111800 63.4778
111900 63.4853
112000 63.4928
112100 63.5003
112200 63.5078
112300 63.5153
112400 63.5228
112500 63.5303
112600 63.5378
112700 63.5453
112800 63.5528
112900 63.5603
113000 63.5678
113100 63.5753
113200 63.5828
113300 63.5903
113400 63.5978
113500 63.6053
113600 63.6128
113700 63.6203
113800 63.6278
113900 63.6353
114000 63.6428
114100 63.6503
114200 63.6578
114300 63.6653
114400 63.6728
114500 63.6803
114600 63.6878
114700 63.6953
114800 63.7028
114900 63.7103
115000 63.7178
115100 63.7253
115200 63.7328
115300 63.7403
115400 63.7478
115500 63.7553
115600 63.7628
115700 63.7703
115800 63.7778
115900 63.7853
116000 63.7928
116100 63.8003
116200 63.8078
116300 63.8153
116400 63.8228
116500 63.8303
116600 63.8378
116700 63.8453
116800 63.8528
116900 63.8603
117000 63.8678
117100 63.8753
117200 63.8828
117300 63.8903
117400 63.8978
117500 63.9053
117600 63.9128
117700 63.9203
117800 63.9278
117900 63.9353
118000 63.9428
118100 63.9503
118200 63.9578
118300 63.9653
118400 63.9728
118500 63.9803
118600 63.9878
118700 63.9953
118800 64.0028
118900 64.0103
119000 64.0178
119100 64.0253
119200 64.0328
119300 64.0403
119400 64.0478
119500 64.0553
119600 64.0628
119700 64.0703
119800 64.0778
119900 64.0853
120000 64.0928
120100 64.1003
120200 64.1078
120300 64.1153
120400 64.1228
120500 64.1303
120600 64.1378
120700 64.1453
120800 64.1528
120900 64.1603
121000 64.1678
121100 64.1753
121200 64.1828
121300 64.1903
121400 64.1978
121500 64.2053
121600 64.2128
121700 64.2203
121800 64.2278
121900 64.2353
122000 64.2428
122100 64.2503
122200 64.2578
122300 64.2653
122400 64.2728
122500 64.2803
122600 64.2878
122700 64.2953
122800 64.3028
122900 64.3103
123000 64.3178
123100 64.3253
123200 64.3328
123300 64.3403
123400 64.3478
123500 64.3553
123600 64.3628
123700 64.3703
123800 64.3778
123900 64.3853
124000 64.3928
124100 64.4003
124200 64.4078
124300 64.4153
124400 64.4228
124500 64.4303
124600 64.4378
124700 64.4453
124800 64.4528
124900 64.4603
125000 64.4678
125100 64.4753
125200 64.4828
125300 64.4903
125400 64.4978
125500 64.5053
125600 64.5128
125700 64.5203
125800 64.5278
125900 64.5353
126000 64.5428
126100 64.5503
126200 64.5578
126300 64.5653
126400 64.5728
126500 64.5803
126600 64.5878
126700 64.5953
126800 64.6028
126900 64.6103
127000 64.6178
127100 64.6253
127200 64.6328
127300 64.6403
127400 64.6478
127500 64.6553
127600 64.6628
127700 64.6703
127800 64.6778
127900 64.6853
128000 64.6928
128100 64.7003
128200 64.7078
128300 64.7153
128400 64.7228
128500 64.7303
128600 64.7378
128700 64.7453
128800 64.7528
128900 64.7603
129000 64.7678
129100 64.7753
129200 64.7828
129300 64.7903
129400 64.7978
129500 64.8053
129600 64.8128
129700 64.8203
129800 64.8278
129900 64.8353
130000 64.8428
130100 64.8503
130200 64.8578
130300 64.8653
130400 64.8728
130500 64.8803
130600 64.8878
130700 64.8953
130800 64.9028
130900 64.9103
131000 64.9178
131100 64.9253
131200 64.9328
131300 64.9403
131400 64.9478
131500 64.9553
131600 64.9628
131700 64.9703
131800 64.9778
131900 64.9853
132000 64.9928
132100 65.0003
132200 65.0078
132300 65.0153
132400 65.0228
132500 65.0303
132600 65.0378
132700 65.0453
132800 65.0528
132900 65.0603
133000 65.0678
133100 65.0753
133200 65.0828
133300 65.0903
133400 65.0978
133500 65.1053
133600 65.1128
133700 65.1203
133800 65.1278
133900 65.1353
134000 65.1428
134100 65.1503
134200 65.1578
134300 65.1653
134400 65.1728
134500 65.1803
134600 65.1878
134700 65.1953
134800 65.2028
134900 65.2103
135000 65.2178
135100 65.2253
135200 65.2328
135300 65.2403
135400 65.2478
135500 65.2553
135600 65.2628
135700 65.2703
135800 65.2778
135900 65.2853
136000 65.2928
136100 65.3003
136200 65.3078
136300 65.3153
136400 65.3228
136500 65.3303
136600 65.3378
136700 65.3453
136800 65.3528
136900 65.3603
137000 65.3678
137100 65.3753
137200 65.3828
137300 65.3903
137400 65.3978
137500 65.4053
137600 65.4128
137700 65.4203
137800 65.4278
137900 65.4353
138000 65.4428
138100 65.4503
138200 65.4578
138300 65.4653
138400 65.4728
138500 65.4803
138600 65.4878
138700 65.4953
138800 65.5028
138900 65.5103
139000 65.5178
139100 65.5253
139200 65.5328
139300 65.5403
139400 65.5478
139500 65.5553
139600 65.5628
139700 65.5703
139800 65.5778
139900 65.5853
140000 65.5928
140100 65.6003
140200 65.6078
140300 65.6153
140400 65.6228
140500 65.6303
140600 65.6378
140700 65.6453
140800 65.6528
140900 65.6603
141000 65.6678
141100 65.6753
141200 65.6828
141300 65.6903
141400 65.6978
141500 65.7053
141600 65.7128
141700 65.7203
141800 65.7278
141900 65.7353
142000 65.7428
142100 65.7503
142200 65.7578
142300 65.7653
142400 65.7728
142500 65.7803
142600 65.7878
142700 65.7953
142800 65.8028
142900 65.8103
143000 65.8178
143100 65.8253
143200 65.8328
143300 65.8403
143400 65.8478
143500 65.8553
143600 65.8628
143700 65.8703
143800 65.8778
143900 65.8853
144000 65.8928
144100 65.9003
144200 65.9078
144300 65.9153
144400 65.9228
144500 65.9303
144600 65.9378
144700 65.9453
144800 65.9528
144900 65.9603
145000 65.9678
145100 65.9753
145200 65.9828
145300 65.9903
145400 65.9978
145500 66.0053
145600 66.0128
145700 66.0203
145800 66.0278
145900 66.0353
146000 66.0428
146100 66.0503
146200 66.0578
146300 66.0653
146400 66.0728
146500 66.0803
146600 66.0878
146700 66.0953
146800 66.1028
146900 66.1103
147000 66.1178
147100 66.1253
147200 66.1328
147300 66.1403
147400 66.1478
147500 66.1553
147600 66.1628
147700 66.1703
147800 66.1778
147900 66.1853
148000 66.1928
148100 66.2003
148200 66.2078
148300 66.2153
148400 66.2228
148500 66.2303
148600 66.2378
148700 66.2453
148800 66.2528
148900 66.2603
149000 66.2678
149100 66.2753
149200 66.2828
149300 66.2903
149400 66.2978
149500 66.3053
149600 66.3128
149700 66.3203
149800 66.3278
149900 66.3353
150000 66.3428
150100 66.3503
150200 66.3578
150300 66.3653
150400 66.3728
150500 66.3803
150600 66.3878
150700 66.3953
150800 66.4028
150900 66.4103
151000 66.4178
151100 66.4253
151200 66.4328
151300 66.4403
151400 66.4478
151500 66.4553
151600 66.4628
151700 66.4703
151800 66.4778
151900 66.4853
152000 66.4928
152100 66.5003
152200 66.5078
152300 66.5153
152400 66.5228
152500 66.5303
152600 66.5378
152700 66.5453
152800 66.5528
152900 66.5603
153000 66.5678
153100 66.5753
153200 66.5828
153300 66.5903
153400 66.5978
153500 66.6053
153600 66.6128
153700 66.6203
153800 66.6278
153900 66.6353
154000 66.6428
154100 66.6503
154200 66.6578
154300 66.6653
154400 66.6728
154500 66.6803
154600 66.6878
154700 66.6953
154800 66.7028
154900 66.7103
155000 66.7178
155100 66.7253
155200 66.7328
155300 66.7403
155400 66.7478
155500 66.7553
155600 66.7628
155700 66.7703
155800 66.7778
155900 66.7853
156000 66.7928
156100 66.8003
156200 66.8078
156300 66.8153
156400 66.8228
156500 66.8303
156600 66.8378
156700 66.8453
156800 66.8528
156900 66.8603
157000 66.8678
157100 66.8753
157200 66.8828
157300 66.8903
157400 66.8978
157500 66.9053
157600 66.9128
157700 66.9203
157800 66.9278
157900 66.9353
158000 66.9428
158100 66.9503
158200 66.9578
158300 66.9653
158400 66.9728
158500 66.9803
158600 66.9878
158700 66.9953
158800 67.0028
158900 67.0103
159000 67.0178
159100 67.0253
159200 67.0328
159300 67.0403
159400 67.0478
159500 67.0553
159600 67.0628
159700 67.0703
159800 67.0778
159900 67.0853
160000 67.0928
160100 67.1003
160200 67.1078
160300 67.1153
160400 67.1228
160500 67.1303
160600 67.1378
160700 67.1453
160800 67.1528
160900 67.1603
161000 67.1678
161100 67.1753
161200 67.1828
161300 67.1903
161400 67.1978
161500 67.2053
161600 67.2128
161700 67.2203
161800 67.2278
161900 67.2353
162000 67.2428
162100 67.2503
162200 67.2578
162300 67.2653
162400 67.2728
162500 67.2803
162600 67.2878
162700 67.2953
162800 67.3028
162900 67.3103
163000 67.3178
163100 67.3253
163200 67.3328
163300 67.3403
163400 67.3478
163500 67.3553
163600 67.3628
163700 67.3703
163800 67.3778
163900 67.3853
164000 67.3928
164100 67.4003
164200 67.4078
164300 67.4153
164400 67.4228
164500 67.4303
164600 67.4378
164700 67.4453
164800 67.4528
164900 67.4603
165000 67.4678
165100 67.4753
165200 67.4828
165300 67.4903
165400 67.4978
165500 67.5053
165600 67.5128
165700 67.5203
165800 67.5278
165900 67.5353
166000 67.5428
166100 67.5503
166200 67.5578
166300 67.5653
166400 67.5728
166500 67.5803
166600 67.5878
166700 67.5953
166800 67.6028
166900 67.6103
167000 67.6178
167100 67.6253
167200 67.6328
167300 67.6403
167400 67.6478
167500 67.6553
167600 67.6628
167700 67.6703
167800 67.6778
167900 67.6853
168000 67.6928
168100 67.7003
168200 67.7078
168300 67.7153
168400 67.7228
168500 67.7303
168600 67.7378
168700 67.7453
168800 67.7528
168900 67.7603
169000 67.7678
169100 67.7753
169200 67.7828
169300 67.7903
169400 67.7978
169500 67.8053
169600 67.8128
169700 67.8203
169800 67.8278
169900 67.8353
170000 67.8428
170100 67.8503
170200 67.8578
170300 67.8653
170400 67.8728
170500 67.8803
170600 67.8878
170700 67.8953
170800 67.9028
170900 67.9103
171000 67.9178
171100 67.9253
171200 67.9328
171300 67.9403
171400 67.9478
171500 67.9553
171600 67.9628
171700 67.9703
171800 67.9778
171900 67.9853
172000 67.9928
172100 68.0003
172200 68.0078
172300 68.0153
172400 68.0228
172500 68.0303
172600 68.0378
172700 68.0453
172800 68.0528
172900 68.0603
173000 68.0678
173100 68.0753
173200 68.0828
173300 68.0903
173400 68.0978
173500 68.1053
173600 68.1128
173700 68.1203
173800 68.1278
173900 68.1353
174000 68.1428
174100 68.1503
174200 68.1578
174300 68.1653
174400 68.1728
174500 68.1803
