# Time-averaged data for fix myat1
# TimeStep v_mytemp
100 11.6645
200 51.5744
300 91.173
400 118.905
500 148.811
600 192.392
700 238.115
800 274.734
900 301.953
1000 311.452
1100 312.358
1200 299.688
1300 286.963
1400 302.313
1500 304.093
1600 300.924
1700 298.816
1800 301.775
1900 301.574
2000 292.299
2100 306.178
2200 302.262
2300 295.509
2400 298.031
2500 294.367
2600 300.315
2700 312.044
2800 309.142
2900 294.779
3000 288.962
3100 295.024
3200 304.154
3300 313.237
3400 295.931
3500 287.588
3600 303.008
3700 312.128
3800 306.834
3900 292.824
4000 288.566
4100 303.448
4200 309.795
4300 301.189
4400 293.559
4500 286.966
4600 297.969
4700 307.495
4800 316.574
4900 305.69
5000 285.242
5100 292.234
5200 308.433
5300 300.72
5400 303.633
5500 301.418
5600 295.577
5700 295.288
5800 301.161
5900 308.577
6000 301.24
6100 300.576
6200 295.977
6300 297.527
6400 300.57
6500 298.752
6600 305.242
6700 302.808
6800 304.418
6900 289.754
7000 299.401
7100 299.66
7200 307.705
7300 303.27
7400 297.406
7500 298.344
7600 298.499
7700 299.508
7800 301.808
7900 307.259
8000 302.42
8100 301.064
8200 300.982
8300 299.063
8400 297.204
8500 309.142
8600 310.304
8700 310.403
8800 299.821
8900 295.998
9000 293.31
9100 300.656
9200 304.995
9300 306.108
9400 301.473
9500 299.145
9600 300.849
9700 300.789
9800 287.257
9900 286.556
10000 310.124
10100 302.911
10200 296.154
10300 297.14
10400 307.96
10500 300.621
10600 297.922
10700 296.061
10800 294.051
10900 300.987
11000 303.946
11100 307.663
11200 302.824
11300 290.298
11400 295.431
11500 296.059
11600 302.946
11700 303.772
11800 294.728
11900 302.782
12000 306.751
12100 301.881
12200 292.867
12300 297.384
12400 310.025
12500 310.566
12600 301.758
12700 295.733
12800 297.354
12900 299.412
13000 295.418
13100 288.664
13200 301.27
13300 310.429
13400 307.318
13500 299.231
13600 297.235
13700 304.265
13800 301.722
13900 309.422
14000 312.519
14100 295.158
14200 290.317
14300 295.337
14400 304.607
14500 307.254
14600 294.782
14700 298.397
14800 306.605
14900 313.298
15000 306.942
15100 298.62
15200 297.872
15300 294.453
15400 299.423
15500 290.315
15600 301.141
15700 307.483
15800 296.139
15900 294.822
16000 293.711
16100 294.134
16200 302.151
16300 305.967
16400 306.819
16500 298.423
16600 290.694
16700 300.305
16800 299.451
16900 298.652
17000 301.481
17100 301.667
17200 301.751
17300 301.197
17400 298.378
17500 296.422
17600 293.721
17700 290.403
17800 305.197
17900 305.438
18000 305.283
18100 298.37
18200 297.694
18300 298.901
18400 301.573
18500 307.179
18600 302.949
18700 289.718
18800 292.438
18900 308.003
19000 307.953
19100 297.538
19200 296.724
19300 301.099
19400 305.936
19500 297.939
19600 296.824
19700 296.868
19800 296.53
19900 302.36
20000 305.686
20100 307.086
20200 315.7
20300 310.896
20400 300.027
20500 300.255
20600 295.342
20700 302.386
20800 312.576
20900 301.877
21000 295.914
21100 302.193
21200 302.704
21300 298.949
21400 297.956
21500 293.772
21600 297.752
21700 305.053
21800 304.493
21900 307.353
22000 298.137
22100 294.089
22200 296.042
22300 301.409
22400 307.79
22500 298.867
22600 285.892
22700 296.715
22800 300.839
22900 306.205
23000 300.501
23100 295.154
23200 294.955
23300 306.056
23400 302.006
