# Time-averaged data for fix at3
# TimeStep f_mysf1[1] f_mysf2[1]
1000 -149.398 149.684
2000 -147.349 148.796
3000 -154.405 153.4
4000 -145.201 151.413
5000 -160.974 146.768
6000 -373.762 384.106
7000 -824.976 825.952
