# Time-averaged data for fix myat1
# TimeStep v_mytemp
100 306.888
200 307.698
300 301.792
400 299.168
500 295.341
600 295.666
700 299.659
800 300.627
900 302.753
1000 303.084
1100 302.306
1200 297.186
1300 298.425
1400 302.887
1500 305.158
1600 299.083
1700 297.254
1800 297.562
1900 299.428
2000 302.954
2100 303.247
2200 298.512
2300 293.028
2400 297.543
2500 305.208
2600 303.46
2700 295.59
2800 298.852
2900 301.352
3000 303.882
3100 297.561
3200 300.244
3300 303.078
3400 303.044
3500 298.663
3600 298.682
3700 296.153
3800 296.467
3900 302.381
4000 299.698
4100 301.776
4200 301.459
4300 298.713
4400 299.423
4500 298.481
4600 302.942
4700 304.903
4800 303.486
4900 301.271
5000 299.586
5100 300.208
5200 296.731
5300 297.568
5400 302.136
5500 307.757
5600 300.378
5700 298.97
5800 298.964
5900 299.995
6000 301.569
6100 306.232
6200 302.558
6300 300.131
6400 295.31
6500 299.066
6600 301.868
6700 301.465
6800 299.401
6900 299.474
7000 296.514
7100 294.172
7200 299.676
7300 301.314
7400 300.427
7500 297.908
7600 296.141
7700 297.463
7800 300.25
7900 303.468
8000 301.34
8100 295.027
8200 294.776
8300 301.138
8400 302.803
8500 302.718
8600 296.932
8700 296.773
8800 297.999
8900 303.729
9000 302.307
9100 302.755
9200 306
9300 301.991
9400 297.131
9500 300.272
9600 303.182
9700 304.734
9800 305.836
9900 302.363
10000 299.615
