# Time-averaged data for fix at2
# TimeStep v_L
1000 -2e-07
2000 -2e-07
3000 -2e-07
4000 -2e-07
5000 -2e-07
6000 -2e-07
7000 -2e-07
8000 -2e-07
9000 -2e-07
10000 -2e-07
11000 -2e-07
12000 -2e-07
13000 -2e-07
14000 -2e-07
15000 -2e-07
