8.000000000000000000e+03 1.844260000000000066e-01
1.000000000000000000e+04 3.679339999999999833e-01
1.200000000000000000e+04 5.514419999999999877e-01
1.400000000000000000e+04 7.349510000000000209e-01
1.600000000000000000e+04 9.184590000000000254e-01
1.800000000000000000e+04 1.101969999999999894e+00
2.000000000000000000e+04 1.285479999999999956e+00
2.200000000000000000e+04 1.468979999999999952e+00
2.400000000000000000e+04 1.652490000000000014e+00
2.600000000000000000e+04 1.836000000000000076e+00
2.800000000000000000e+04 2.019509999999999916e+00
3.000000000000000000e+04 2.203019999999999978e+00
3.200000000000000000e+04 2.386519999999999975e+00
3.400000000000000000e+04 2.570030000000000037e+00
3.600000000000000000e+04 2.753540000000000099e+00
3.800000000000000000e+04 2.937050000000000161e+00
4.000000000000000000e+04 3.120559999999999778e+00
4.200000000000000000e+04 3.304069999999999840e+00
4.400000000000000000e+04 3.487569999999999837e+00
4.600000000000000000e+04 3.671079999999999899e+00
4.800000000000000000e+04 3.854589999999999961e+00
5.000000000000000000e+04 4.038100000000000023e+00
5.200000000000000000e+04 4.221610000000000085e+00
5.400000000000000000e+04 4.405120000000000147e+00
5.600000000000000000e+04 4.588619999999999699e+00
5.800000000000000000e+04 4.772129999999999761e+00
6.000000000000000000e+04 4.955639999999999823e+00
6.200000000000000000e+04 5.139149999999999885e+00
6.400000000000000000e+04 5.322659999999999947e+00
6.600000000000000000e+04 5.506160000000000387e+00
6.800000000000000000e+04 5.689669999999999561e+00
7.000000000000000000e+04 5.873179999999999623e+00
7.200000000000000000e+04 6.056689999999999685e+00
7.400000000000000000e+04 6.240199999999999747e+00
7.600000000000000000e+04 6.423709999999999809e+00
7.800000000000000000e+04 6.607210000000000250e+00
8.000000000000000000e+04 6.790720000000000312e+00
8.200000000000000000e+04 6.974230000000000373e+00
8.400000000000000000e+04 7.157740000000000435e+00
8.600000000000000000e+04 7.341249999999999609e+00
8.800000000000000000e+04 7.524759999999999671e+00
9.000000000000000000e+04 7.708260000000000112e+00
9.200000000000000000e+04 7.891770000000000174e+00
9.400000000000000000e+04 8.075279999999999347e+00
9.600000000000000000e+04 8.258789999999999409e+00
9.800000000000000000e+04 8.442299999999999471e+00
1.000000000000000000e+05 8.625809999999999533e+00
1.020000000000000000e+05 8.809309999999999974e+00
1.040000000000000000e+05 8.992820000000000036e+00
1.060000000000000000e+05 9.176330000000000098e+00
1.080000000000000000e+05 9.359840000000000160e+00
1.100000000000000000e+05 9.543350000000000222e+00
1.120000000000000000e+05 9.726850000000000662e+00
1.140000000000000000e+05 9.910360000000000724e+00
1.160000000000000000e+05 1.009389999999999965e+01
1.180000000000000000e+05 1.027740000000000009e+01
1.200000000000000000e+05 1.046090000000000053e+01
1.220000000000000000e+05 1.064439999999999920e+01
1.240000000000000000e+05 1.082789999999999964e+01
1.260000000000000000e+05 1.101140000000000008e+01
1.280000000000000000e+05 1.119490000000000052e+01
1.300000000000000000e+05 1.137839999999999918e+01
1.320000000000000000e+05 1.156189999999999962e+01
1.340000000000000000e+05 1.174540000000000006e+01
1.360000000000000000e+05 1.192900000000000027e+01
1.380000000000000000e+05 1.211250000000000071e+01
1.400000000000000000e+05 1.229599999999999937e+01
1.420000000000000000e+05 1.247949999999999982e+01
1.440000000000000000e+05 1.266300000000000026e+01
1.460000000000000000e+05 1.284650000000000070e+01
1.480000000000000000e+05 1.302999999999999936e+01
1.500000000000000000e+05 1.321349999999999980e+01
1.520000000000000000e+05 1.339700000000000024e+01
1.540000000000000000e+05 1.358050000000000068e+01
1.560000000000000000e+05 1.376399999999999935e+01
1.580000000000000000e+05 1.394749999999999979e+01
1.600000000000000000e+05 1.413109999999999999e+01
1.620000000000000000e+05 1.431460000000000043e+01
1.640000000000000000e+05 1.449810000000000088e+01
1.660000000000000000e+05 1.468159999999999954e+01
1.680000000000000000e+05 1.486509999999999998e+01
1.700000000000000000e+05 1.504860000000000042e+01
1.720000000000000000e+05 1.523210000000000086e+01
1.740000000000000000e+05 1.541559999999999953e+01
1.760000000000000000e+05 1.559909999999999997e+01
1.780000000000000000e+05 1.578260000000000041e+01
1.800000000000000000e+05 1.596610000000000085e+01
1.820000000000000000e+05 1.614959999999999951e+01
1.840000000000000000e+05 1.633320000000000149e+01
1.860000000000000000e+05 1.651670000000000016e+01
1.880000000000000000e+05 1.670019999999999882e+01
1.900000000000000000e+05 1.688370000000000104e+01
1.920000000000000000e+05 1.706719999999999970e+01
1.940000000000000000e+05 1.725069999999999837e+01
1.960000000000000000e+05 1.743420000000000059e+01
1.980000000000000000e+05 1.761769999999999925e+01
2.000000000000000000e+05 1.780120000000000147e+01
2.020000000000000000e+05 1.798470000000000013e+01
2.040000000000000000e+05 1.816819999999999879e+01
2.060000000000000000e+05 1.835170000000000101e+01
2.080000000000000000e+05 1.853529999999999944e+01
2.100000000000000000e+05 1.871880000000000166e+01
2.120000000000000000e+05 1.890230000000000032e+01
2.140000000000000000e+05 1.908579999999999899e+01
2.160000000000000000e+05 1.926930000000000121e+01
2.180000000000000000e+05 1.945279999999999987e+01
2.200000000000000000e+05 1.963629999999999853e+01
2.220000000000000000e+05 1.981980000000000075e+01
2.240000000000000000e+05 2.000329999999999941e+01
2.260000000000000000e+05 2.018680000000000163e+01
2.280000000000000000e+05 2.037030000000000030e+01
2.300000000000000000e+05 2.055379999999999896e+01
2.320000000000000000e+05 2.073730000000000118e+01
2.340000000000000000e+05 2.092089999999999961e+01
2.360000000000000000e+05 2.110439999999999827e+01
2.380000000000000000e+05 2.128790000000000049e+01
2.400000000000000000e+05 2.147139999999999915e+01
2.420000000000000000e+05 2.165490000000000137e+01
2.440000000000000000e+05 2.183840000000000003e+01
2.460000000000000000e+05 2.202189999999999870e+01
2.480000000000000000e+05 2.220540000000000092e+01
2.500000000000000000e+05 2.238889999999999958e+01
2.520000000000000000e+05 2.257239999999999824e+01
2.540000000000000000e+05 2.275590000000000046e+01
2.560000000000000000e+05 2.293939999999999912e+01
2.580000000000000000e+05 2.312300000000000111e+01
2.600000000000000000e+05 2.330649999999999977e+01
2.620000000000000000e+05 2.348999999999999844e+01
2.640000000000000000e+05 2.367350000000000065e+01
2.660000000000000000e+05 2.385699999999999932e+01
2.680000000000000000e+05 2.404050000000000153e+01
2.700000000000000000e+05 2.422400000000000020e+01
