# Time-averaged data for fix myat1
# TimeStep v_zave v_zdes
2070100 -19.0431 -17.5
2070200 -18.7781 -17.5
2070300 -18.7233 -17.5
2070400 -19.0775 -17.5
2070500 -19.2373 -17.5
2070600 -19.1768 -17.5
2070700 -18.9097 -17.5
2070800 -18.604 -17.5
2070900 -18.8213 -17.5
2071000 -19.2844 -17.5
2071100 -19.2372 -17.5
2071200 -18.7565 -17.5
2071300 -18.7373 -17.5
2071400 -18.9104 -17.5
2071500 -19.266 -17.5
2071600 -19.0341 -17.5
2071700 -18.8142 -17.5
2071800 -18.8003 -17.5
2071900 -18.98 -17.5
2072000 -19.1241 -17.5
2072100 -19.2128 -17.5
2072200 -19.0879 -17.5
2072300 -18.9804 -17.5
2072400 -18.9544 -17.5
2072500 -19.0124 -17.5
2072600 -19.1074 -17.5
2072700 -19.151 -17.5
2072800 -19.1642 -17.5
2072900 -19.0682 -17.5
2073000 -18.9877 -17.5
2073100 -18.948 -17.5
2073200 -18.7596 -17.5
2073300 -18.9193 -17.5
2073400 -19.0726 -17.5
2073500 -19.1318 -17.5
2073600 -19.0827 -17.5
2073700 -19.0417 -17.5
2073800 -18.9058 -17.5
2073900 -18.9748 -17.5
2074000 -19.1646 -17.5
2074100 -19.0907 -17.5
2074200 -18.7987 -17.5
2074300 -18.8161 -17.5
2074400 -19.0001 -17.5
2074500 -19.1946 -17.5
2074600 -18.9051 -17.5
2074700 -18.7664 -17.5
2074800 -18.8343 -17.5
2074900 -19.1959 -17.5
2075000 -19.1504 -17.5
2075100 -18.8059 -17.5
2075200 -18.9002 -17.5
2075300 -19.138 -17.5
2075400 -18.9783 -17.5
2075500 -18.8553 -17.5
2075600 -18.8734 -17.5
2075700 -19.1034 -17.5
2075800 -19.0028 -17.5
2075900 -19.0223 -17.5
2076000 -19.0237 -17.5
2076100 -18.8601 -17.5
2076200 -18.9147 -17.5
2076300 -18.9814 -17.5
2076400 -19.0806 -17.5
2076500 -19.1129 -17.5
2076600 -18.7268 -17.5
2076700 -18.4059 -17.5
2076800 -18.927 -17.5
2076900 -19.2222 -17.5
2077000 -18.8932 -17.5
2077100 -18.7228 -17.5
2077200 -18.9082 -17.5
2077300 -19.0877 -17.5
2077400 -19.2259 -17.5
2077500 -19.0111 -17.5
2077600 -18.672 -17.5
2077700 -18.6956 -17.5
2077800 -19.0897 -17.5
2077900 -19.2748 -17.5
2078000 -19.0158 -17.5
2078100 -18.8604 -17.5
2078200 -18.9749 -17.5
2078300 -19.0399 -17.5
2078400 -18.812 -17.5
2078500 -18.88 -17.5
2078600 -19.0602 -17.5
2078700 -19.0655 -17.5
2078800 -18.9755 -17.5
2078900 -18.96 -17.5
2079000 -18.7443 -17.5
2079100 -19.0369 -17.5
2079200 -19.044 -17.5
2079300 -18.8212 -17.5
2079400 -18.8504 -17.5
2079500 -19.0386 -17.5
2079600 -19.1789 -17.5
2079700 -19.1848 -17.5
2079800 -19.0302 -17.5
2079900 -18.8989 -17.5
2080000 -18.743 -17.5
2080100 -19.039 -17.5
2080200 -19.2454 -17.5
2080300 -19.178 -17.5
2080400 -19.0215 -17.5
2080500 -18.8468 -17.5
2080600 -18.871 -17.5
2080700 -19.0975 -17.5
2080800 -19.1428 -17.5
2080900 -18.952 -17.5
2081000 -18.9331 -17.5
2081100 -19.1829 -17.5
2081200 -19.2514 -17.5
2081300 -18.8338 -17.5
2081400 -18.6779 -17.5
2081500 -18.9301 -17.5
2081600 -18.9763 -17.5
2081700 -19.0644 -17.5
2081800 -19.0105 -17.5
2081900 -18.8404 -17.5
2082000 -18.6063 -17.5
2082100 -18.9375 -17.5
2082200 -18.6555 -17.5
2082300 -18.8319 -17.5
2082400 -18.9144 -17.5
2082500 -18.9102 -17.5
2082600 -19.0552 -17.5
2082700 -19.2357 -17.5
2082800 -18.9347 -17.5
2082900 -18.7422 -17.5
2083000 -18.6309 -17.5
2083100 -18.8898 -17.5
2083200 -19.1351 -17.5
2083300 -18.952 -17.5
2083400 -18.9712 -17.5
2083500 -18.9932 -17.5
2083600 -19.0122 -17.5
2083700 -18.9247 -17.5
2083800 -19.0921 -17.5
2083900 -19.0548 -17.5
2084000 -18.9103 -17.5
2084100 -19.0165 -17.5
2084200 -19.1018 -17.5
2084300 -19.057 -17.5
2084400 -18.8815 -17.5
2084500 -18.7206 -17.5
2084600 -18.9771 -17.5
2084700 -18.9717 -17.5
2084800 -18.9414 -17.5
2084900 -19.0748 -17.5
2085000 -19.0609 -17.5
2085100 -18.9476 -17.5
2085200 -19.0055 -17.5
2085300 -18.9874 -17.5
2085400 -18.976 -17.5
2085500 -19.0489 -17.5
2085600 -18.8509 -17.5
2085700 -18.9303 -17.5
2085800 -18.9954 -17.5
2085900 -19.0498 -17.5
2086000 -19.0304 -17.5
2086100 -19.1107 -17.5
2086200 -19.1459 -17.5
2086300 -19.0271 -17.5
2086400 -18.8873 -17.5
2086500 -18.8158 -17.5
2086600 -18.8911 -17.5
2086700 -19.1208 -17.5
2086800 -19.0819 -17.5
2086900 -18.8424 -17.5
2087000 -19.1354 -17.5
2087100 -19.1292 -17.5
2087200 -18.8634 -17.5
2087300 -18.8331 -17.5
2087400 -19.1353 -17.5
2087500 -19.0268 -17.5
2087600 -18.8117 -17.5
2087700 -18.8773 -17.5
2087800 -19.1387 -17.5
2087900 -19.0735 -17.5
2088000 -18.748 -17.5
2088100 -18.799 -17.5
2088200 -18.9968 -17.5
2088300 -18.9578 -17.5
2088400 -18.721 -17.5
2088500 -18.865 -17.5
2088600 -19.1283 -17.5
2088700 -19.2386 -17.5
2088800 -18.891 -17.5
2088900 -18.8316 -17.5
2089000 -19.0253 -17.5
2089100 -19.156 -17.5
2089200 -19.1804 -17.5
2089300 -19.0719 -17.5
2089400 -18.9289 -17.5
2089500 -18.9217 -17.5
2089600 -19.0143 -17.5
2089700 -18.9231 -17.5
2089800 -18.7988 -17.5
2089900 -18.8487 -17.5
2090000 -19.096 -17.5
2090100 -19.237 -17.5
2090200 -19.0004 -17.5
2090300 -18.8053 -17.5
2090400 -18.8079 -17.5
2090500 -19.0179 -17.5
2090600 -19.25 -17.5
2090700 -18.9745 -17.5
2090800 -18.8841 -17.5
2090900 -19.0173 -17.5
2091000 -19.0574 -17.5
2091100 -18.9711 -17.5
2091200 -19.1635 -17.5
2091300 -19.0174 -17.5
2091400 -18.9851 -17.5
2091500 -18.991 -17.5
2091600 -19.2693 -17.5
2091700 -19.2308 -17.5
2091800 -18.9535 -17.5
2091900 -18.8694 -17.5
2092000 -18.8441 -17.5
2092100 -19.0404 -17.5
2092200 -19.1286 -17.5
2092300 -19.0678 -17.5
2092400 -18.8542 -17.5
2092500 -18.9155 -17.5
2092600 -18.7432 -17.5
2092700 -19.1475 -17.5
2092800 -19.2963 -17.5
2092900 -18.9889 -17.5
2093000 -18.8934 -17.5
2093100 -18.8181 -17.5
2093200 -19.0385 -17.5
2093300 -19.2422 -17.5
2093400 -19.0375 -17.5
2093500 -19.0574 -17.5
2093600 -19.0483 -17.5
2093700 -19.0828 -17.5
2093800 -19.2451 -17.5
2093900 -19.062 -17.5
2094000 -18.82 -17.5
2094100 -18.8684 -17.5
2094200 -18.8271 -17.5
2094300 -18.8738 -17.5
2094400 -19.1656 -17.5
2094500 -19.1728 -17.5
2094600 -18.9786 -17.5
2094700 -18.9206 -17.5
