# Time-averaged data for fix myat1
# TimeStep v_zave v_zdes
11760100 -10.7979 -12.75
11760200 -11.2187 -12.75
11760300 -11.8455 -12.75
11760400 -12.7561 -12.75
11760500 -13.4374 -12.75
11760600 -13.8518 -12.75
11760700 -14.0144 -12.75
11760800 -14.0379 -12.75
11760900 -13.9229 -12.75
11761000 -13.7576 -12.75
11761100 -13.5079 -12.75
11761200 -13.3038 -12.75
11761300 -13.0132 -12.75
11761400 -12.5803 -12.75
11761500 -12.1071 -12.75
11761600 -11.7034 -12.75
11761700 -11.5844 -12.75
11761800 -11.6114 -12.75
11761900 -11.8018 -12.75
11762000 -11.9579 -12.75
11762100 -12.1941 -12.75
11762200 -12.3383 -12.75
11762300 -12.4809 -12.75
11762400 -12.6806 -12.75
11762500 -13.0319 -12.75
11762600 -13.4973 -12.75
11762700 -13.9926 -12.75
11762800 -14.4801 -12.75
11762900 -14.7897 -12.75
11763000 -14.889 -12.75
11763100 -14.7983 -12.75
11763200 -14.4977 -12.75
11763300 -14.1042 -12.75
11763400 -13.7854 -12.75
11763500 -13.4759 -12.75
11763600 -13.2601 -12.75
11763700 -13.0135 -12.75
11763800 -12.7915 -12.75
11763900 -12.501 -12.75
11764000 -12.283 -12.75
11764100 -12.075 -12.75
11764200 -11.9297 -12.75
11764300 -11.9546 -12.75
11764400 -12.0293 -12.75
11764500 -12.2717 -12.75
11764600 -12.5461 -12.75
11764700 -12.7752 -12.75
11764800 -12.9978 -12.75
11764900 -13.1036 -12.75
11765000 -13.136 -12.75
11765100 -13.0249 -12.75
11765200 -12.8938 -12.75
11765300 -12.722 -12.75
11765400 -12.5431 -12.75
11765500 -12.2862 -12.75
11765600 -12.1248 -12.75
11765700 -11.8783 -12.75
11765800 -11.8028 -12.75
11765900 -11.7668 -12.75
11766000 -11.7987 -12.75
11766100 -11.9228 -12.75
11766200 -12.1728 -12.75
11766300 -12.419 -12.75
11766400 -12.8261 -12.75
11766500 -13.317 -12.75
11766600 -13.9279 -12.75
11766700 -14.6141 -12.75
11766800 -15.1647 -12.75
11766900 -15.4087 -12.75
11767000 -15.505 -12.75
11767100 -15.4007 -12.75
11767200 -15.1114 -12.75
11767300 -14.593 -12.75
11767400 -13.8614 -12.75
11767500 -12.9723 -12.75
11767600 -12.2102 -12.75
11767700 -11.5532 -12.75
11767800 -11.0773 -12.75
11767900 -10.8843 -12.75
11768000 -10.9868 -12.75
11768100 -11.5212 -12.75
11768200 -12.2201 -12.75
11768300 -12.6472 -12.75
11768400 -12.6676 -12.75
11768500 -12.3959 -12.75
11768600 -11.978 -12.75
11768700 -11.6507 -12.75
11768800 -11.4468 -12.75
11768900 -11.3905 -12.75
11769000 -11.4844 -12.75
11769100 -11.728 -12.75
11769200 -12.043 -12.75
11769300 -12.4483 -12.75
11769400 -12.8368 -12.75
11769500 -13.2088 -12.75
11769600 -13.5217 -12.75
11769700 -13.8577 -12.75
11769800 -14.1548 -12.75
11769900 -14.4892 -12.75
11770000 -14.7591 -12.75
11770100 -14.9208 -12.75
11770200 -15.018 -12.75
11770300 -15.0264 -12.75
11770400 -14.9851 -12.75
11770500 -14.8894 -12.75
11770600 -14.7076 -12.75
11770700 -14.5384 -12.75
11770800 -14.3415 -12.75
11770900 -14.1992 -12.75
11771000 -14.0957 -12.75
11771100 -13.9676 -12.75
11771200 -13.8955 -12.75
11771300 -13.7918 -12.75
11771400 -13.6141 -12.75
11771500 -13.4148 -12.75
11771600 -13.1327 -12.75
11771700 -12.8915 -12.75
11771800 -12.7225 -12.75
11771900 -12.615 -12.75
11772000 -12.5173 -12.75
11772100 -12.5067 -12.75
11772200 -12.3909 -12.75
11772300 -12.2469 -12.75
11772400 -12.0466 -12.75
11772500 -11.8132 -12.75
11772600 -11.5286 -12.75
11772700 -11.2582 -12.75
11772800 -11.0232 -12.75
11772900 -10.9082 -12.75
11773000 -10.9965 -12.75
11773100 -11.1479 -12.75
11773200 -11.3511 -12.75
11773300 -11.499 -12.75
11773400 -11.6864 -12.75
11773500 -11.8956 -12.75
11773600 -12.2598 -12.75
11773700 -12.604 -12.75
11773800 -13.0683 -12.75
11773900 -13.6043 -12.75
11774000 -14.0794 -12.75
11774100 -14.5257 -12.75
11774200 -14.8743 -12.75
11774300 -15.1688 -12.75
11774400 -15.1759 -12.75
11774500 -15.0654 -12.75
11774600 -15.0801 -12.75
11774700 -15.1876 -12.75
11774800 -15.4134 -12.75
11774900 -15.5492 -12.75
11775000 -15.6067 -12.75
11775100 -15.4314 -12.75
11775200 -15.0386 -12.75
11775300 -14.5194 -12.75
11775400 -13.8916 -12.75
11775500 -13.2457 -12.75
11775600 -12.5179 -12.75
11775700 -11.8169 -12.75
11775800 -11.3324 -12.75
11775900 -10.9833 -12.75
11776000 -10.7949 -12.75
11776100 -10.9905 -12.75
11776200 -11.269 -12.75
11776300 -11.5635 -12.75
11776400 -11.7127 -12.75
11776500 -11.7592 -12.75
11776600 -11.75 -12.75
11776700 -11.7315 -12.75
11776800 -11.7679 -12.75
11776900 -11.7831 -12.75
11777000 -11.8985 -12.75
11777100 -12.0644 -12.75
11777200 -12.234 -12.75
11777300 -12.3976 -12.75
11777400 -12.5095 -12.75
11777500 -12.7386 -12.75
11777600 -12.957 -12.75
11777700 -13.2188 -12.75
11777800 -13.5292 -12.75
11777900 -13.8278 -12.75
11778000 -14.0685 -12.75
11778100 -14.2144 -12.75
11778200 -14.2725 -12.75
11778300 -14.269 -12.75
11778400 -14.2553 -12.75
11778500 -14.24 -12.75
11778600 -14.223 -12.75
11778700 -14.3658 -12.75
