#  Timestep    No_Moles    No_Specs   Si192O384          O2
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14105           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14110           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14115           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14120           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14125           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14130           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14135           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14140           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14145           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14150           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14155           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14160           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14165           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14170           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14175           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14180           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14185           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14190           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14195           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14200           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14205           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14210           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14215           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14220           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14225           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14230           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14235           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14240           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14245           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14250           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14255           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14260           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14265           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14270           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14275           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14280           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14285           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14290           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14295           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14300           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14305           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14310           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14315           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14320           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14325           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14330           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14335           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14340           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14345           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14350           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14355           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14360           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14365           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14370           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14375           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14380           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14385           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14390           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14395           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14400           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14405           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14410           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14415           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14420           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14425           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14430           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14435           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14440           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14445           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14450           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14455           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14460           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14465           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14470           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14475           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14480           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14485           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14490           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14495           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14500           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14505           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14510           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14515           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14520           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14525           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14530           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14535           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14540           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14545           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14550           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14555           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14560           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14565           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14570           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14575           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14580           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14585           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14590           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14595           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14600           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14605           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14610           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14615           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14620           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14625           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14630           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14635           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14640           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14645           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14650           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14655           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14660           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14665           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14670           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14675           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14680           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14685           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14690           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14695           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14700           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14705           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14710           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14715           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14720           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14725           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14730           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14735           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14740           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14745           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14750           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14755           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14760           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14765           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14770           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14775           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14780           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14785           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14790           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14795           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14800           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14805           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14810           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14815           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14820           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14825           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14830           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14835           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14840           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14845           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14850           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14855           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14860           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14865           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14870           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14875           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14880           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14885           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14890           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14895           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14900           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14905           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14910           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14915           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14920           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14925           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14930           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14935           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14940           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14945           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14950           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14955           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14960           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14965           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14970           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14975           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14980           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14985           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14990           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      14995           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15000           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15005           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15010           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15015           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15020           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15025           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15030           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15035           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15040           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15045           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15050           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15055           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15060           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15065           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15070           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15075           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15080           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15085           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15090           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15095           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15100           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15105           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15110           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15115           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15120           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15125           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15130           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15135           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15140           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15145           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15150           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15155           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15160           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15165           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15170           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15175           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15180           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15185           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15190           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15195           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15200           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15205           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15210           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15215           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15220           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15225           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15230           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15235           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15240           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15245           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15250           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15255           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15260           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15265           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15270           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15275           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15280           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15285           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15290           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15295           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15300           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15305           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15310           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15315           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15320           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15325           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15330           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15335           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15340           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15345           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15350           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15355           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15360           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15365           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15370           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15375           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15380           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15385           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15390           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15395           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15400           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15405           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15410           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15415           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15420           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15425           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15430           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15435           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15440           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15445           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15450           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15455           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15460           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15465           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15470           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15475           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15480           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15485           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15490           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15495           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15500           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15505           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15510           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15515           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15520           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15525           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15530           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15535           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15540           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15545           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15550           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15555           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15560           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15565           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15570           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15575           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15580           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15585           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15590           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15595           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15600           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15605           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15610           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15615           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15620           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15625           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15630           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15635           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15640           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15645           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15650           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15655           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15660           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15665           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15670           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15675           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15680           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15685           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15690           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15695           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15700           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15705           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15710           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15715           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15720           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15725           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15730           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15735           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15740           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15745           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15750           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15755           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15760           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15765           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15770           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15775           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15780           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15785           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15790           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15795           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15800           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15805           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15810           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15815           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15820           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15825           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15830           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15835           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15840           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15845           9           2           1           8
