# Time-averaged data for fix myat1
# TimeStep v_zave v_zdes
25020100 -5.0198 -6.25
25020200 -5.49985 -6.25
25020300 -6.05864 -6.25
25020400 -6.66012 -6.25
25020500 -7.2498 -6.25
25020600 -7.74609 -6.25
25020700 -8.05479 -6.25
25020800 -8.20606 -6.25
25020900 -8.10249 -6.25
25021000 -7.79103 -6.25
25021100 -7.3421 -6.25
25021200 -6.87612 -6.25
25021300 -6.5419 -6.25
25021400 -6.43577 -6.25
25021500 -6.4646 -6.25
25021600 -6.55705 -6.25
25021700 -6.72684 -6.25
25021800 -6.8864 -6.25
25021900 -6.95475 -6.25
25022000 -7.0203 -6.25
25022100 -7.03445 -6.25
25022200 -6.88065 -6.25
25022300 -6.67985 -6.25
25022400 -6.23372 -6.25
25022500 -5.70379 -6.25
25022600 -5.1844 -6.25
25022700 -4.80626 -6.25
25022800 -4.45782 -6.25
25022900 -4.3056 -6.25
25023000 -4.28351 -6.25
25023100 -4.35759 -6.25
25023200 -4.67341 -6.25
25023300 -5.06001 -6.25
25023400 -5.64513 -6.25
25023500 -6.24597 -6.25
25023600 -6.90256 -6.25
25023700 -7.32583 -6.25
25023800 -7.69932 -6.25
25023900 -7.77725 -6.25
25024000 -7.66344 -6.25
25024100 -7.45974 -6.25
25024200 -7.01905 -6.25
25024300 -6.64714 -6.25
25024400 -6.40143 -6.25
25024500 -6.30304 -6.25
25024600 -6.31297 -6.25
25024700 -6.27395 -6.25
25024800 -6.24548 -6.25
25024900 -6.17756 -6.25
25025000 -6.08174 -6.25
25025100 -5.93448 -6.25
25025200 -5.77854 -6.25
25025300 -5.7176 -6.25
25025400 -5.7904 -6.25
25025500 -6.1612 -6.25
25025600 -6.75579 -6.25
25025700 -7.33417 -6.25
25025800 -7.80138 -6.25
25025900 -7.89922 -6.25
25026000 -7.77416 -6.25
25026100 -7.51081 -6.25
25026200 -7.1294 -6.25
25026300 -6.73521 -6.25
25026400 -6.23841 -6.25
25026500 -5.67197 -6.25
25026600 -5.28187 -6.25
25026700 -4.9566 -6.25
25026800 -4.6795 -6.25
25026900 -4.70488 -6.25
25027000 -4.84528 -6.25
25027100 -4.99455 -6.25
25027200 -5.12431 -6.25
25027300 -5.07685 -6.25
25027400 -4.93777 -6.25
25027500 -4.73714 -6.25
25027600 -4.6363 -6.25
25027700 -4.62969 -6.25
25027800 -4.825 -6.25
25027900 -5.14477 -6.25
25028000 -5.46669 -6.25
25028100 -5.94182 -6.25
25028200 -6.45647 -6.25
25028300 -6.90067 -6.25
25028400 -7.39972 -6.25
25028500 -7.88407 -6.25
25028600 -8.34841 -6.25
25028700 -8.72759 -6.25
25028800 -8.96097 -6.25
25028900 -9.1115 -6.25
25029000 -9.07213 -6.25
25029100 -8.84446 -6.25
25029200 -8.49147 -6.25
25029300 -8.05092 -6.25
25029400 -7.58114 -6.25
25029500 -7.03588 -6.25
25029600 -6.43024 -6.25
25029700 -5.85965 -6.25
25029800 -5.28352 -6.25
25029900 -4.76847 -6.25
25030000 -4.34084 -6.25
25030100 -3.99966 -6.25
25030200 -3.87929 -6.25
25030300 -3.89679 -6.25
25030400 -4.09936 -6.25
25030500 -4.62384 -6.25
25030600 -5.23454 -6.25
25030700 -5.79389 -6.25
25030800 -6.25354 -6.25
25030900 -6.45476 -6.25
25031000 -6.42423 -6.25
25031100 -6.23461 -6.25
25031200 -5.9509 -6.25
