# Time-averaged data for fix myat1
# TimeStep v_zave v_zdes
7202000 -17.7867 -13.5
7204000 -18.0598 -13.5
7206000 -17.7677 -13.5
7208000 -17.5721 -13.5
7210000 -17.8304 -13.5
7212000 -17.6774 -13.5
7214000 -17.6052 -13.5
7216000 -17.8814 -13.5
7218000 -17.7197 -13.5
7220000 -17.8689 -13.5
7222000 -17.7515 -13.5
7224000 -17.6962 -13.5
7226000 -17.1576 -13.5
7228000 -16.8713 -13.5
7230000 -16.8961 -13.5
7232000 -16.6194 -13.5
7234000 -16.8915 -13.5
7236000 -17.1297 -13.5
7238000 -16.6302 -13.5
7240000 -16.8447 -13.5
7242000 -16.8132 -13.5
7244000 -15.8694 -13.5
7246000 -16.073 -13.5
7248000 -16.4934 -13.5
7250000 -16.4389 -13.5
7252000 -16.4991 -13.5
7254000 -16.1745 -13.5
7256000 -14.997 -13.5
7258000 -15.7294 -13.5
7260000 -15.1175 -13.5
7262000 -14.6626 -13.5
7264000 -14.5556 -13.5
7266000 -15.0236 -13.5
7268000 -15.4179 -13.5
7270000 -14.858 -13.5
7272000 -13.5061 -13.5
7274000 -13.0789 -13.5
7276000 -13.5373 -13.5
7278000 -13.0828 -13.5
7280000 -13.5932 -13.5
7282000 -13.7883 -13.5
7284000 -13.2757 -13.5
7286000 -13.2493 -13.5
7288000 -12.7462 -13.5
7290000 -13.1707 -13.5
7292000 -12.0248 -13.5
7294000 -12.8459 -13.5
7296000 -13.4117 -13.5
7298000 -13.1148 -13.5
7300000 -12.6293 -13.5
7302000 -11.7252 -13.5
7304000 -12.4311 -13.5
7306000 -12.87 -13.5
7308000 -12.7578 -13.5
7310000 -12.3974 -13.5
7312000 -13.3999 -13.5
7314000 -13.8437 -13.5
7316000 -14.1032 -13.5
7318000 -13.2661 -13.5
7320000 -13.5583 -13.5
7322000 -14.0878 -13.5
7324000 -13.5171 -13.5
7326000 -13.1002 -13.5
7328000 -13.104 -13.5
7330000 -12.9976 -13.5
7332000 -12.7372 -13.5
7334000 -13.015 -13.5
7336000 -12.1812 -13.5
7338000 -12.0439 -13.5
7340000 -13.2125 -13.5
7342000 -14.2185 -13.5
7344000 -13.5468 -13.5
7346000 -12.5909 -13.5
7348000 -12.3115 -13.5
7350000 -12.0623 -13.5
7352000 -12.2275 -13.5
7354000 -11.9801 -13.5
7356000 -11.8327 -13.5
7358000 -12.5316 -13.5
7360000 -12.7686 -13.5
7362000 -12.5373 -13.5
7364000 -11.8929 -13.5
7366000 -11.5222 -13.5
7368000 -11.2925 -13.5
7370000 -11.427 -13.5
7372000 -11.6528 -13.5
7374000 -11.7642 -13.5
7376000 -12.0046 -13.5
7378000 -11.6241 -13.5
7380000 -11.9392 -13.5
7382000 -11.1774 -13.5
7384000 -11.8454 -13.5
7386000 -12.8655 -13.5
7388000 -12.1588 -13.5
7390000 -12.3166 -13.5
7392000 -12.6114 -13.5
7394000 -12.9534 -13.5
7396000 -13.067 -13.5
7398000 -13.2494 -13.5
7400000 -14.5372 -13.5
7402000 -14.203 -13.5
7404000 -14.134 -13.5
7406000 -13.5889 -13.5
7408000 -13.4939 -13.5
7410000 -14.1939 -13.5
7412000 -14.63 -13.5
