1 3 1 2 3 4
2 3 1 2 3 5
3 1 1 2 3 6
4 2 2 3 6 7
5 3 2 3 6 8
6 3 2 3 6 9
7 3 4 3 6 7
8 3 4 3 6 8
9 3 4 3 6 9
10 3 5 3 6 7
11 3 5 3 6 8
12 3 5 3 6 9
