# Time-averaged data for fix myat1
# TimeStep v_vcm_fluid
1000 0.000894134
2000 0.000336775
3000 8.13388e-05
4000 0.000426816
5000 0.00018377
6000 7.27865e-05
7000 0.000431435
8000 0.000225747
9000 0.00010621
10000 0.000202454
11000 0.000117406
12000 0.000236799
13000 0.000127372
14000 0.000376931
15000 0.000365699
16000 0.000466269
17000 0.000335701
18000 0.000614072
19000 0.000354973
20000 0.000352364
21000 0.000397469
22000 0.000515487
23000 0.000230492
24000 0.000441832
25000 0.000427721
26000 0.000256653
27000 0.000481918
28000 0.000450732
29000 0.000520958
30000 0.000835972
31000 0.00129124
32000 0.00097742
33000 0.000678164
34000 0.000727636
35000 0.000591718
36000 0.000837107
37000 0.000283451
38000 0.000497204
39000 0.000793386
40000 0.000907909
41000 0.000576074
42000 0.000696413
43000 0.000361012
44000 0.000370063
45000 0.000449163
46000 0.00055272
47000 0.000715388
48000 0.000770059
49000 0.000593254
50000 0.0005271
51000 0.000600157
52000 0.00047743
53000 0.000407254
54000 0.000636574
55000 0.000735973
56000 0.000501422
57000 0.000804041
58000 0.000895337
59000 0.00057912
60000 0.000404542
61000 0.000726938
62000 0.000690897
63000 0.000644586
64000 0.000751757
65000 0.00103963
66000 0.0008925
67000 0.00082909
68000 0.000661639
69000 0.000505244
70000 0.000221285
71000 0.000408126
72000 0.000528317
73000 0.000275019
74000 0.000298267
75000 0.000407458
76000 0.000433707
77000 0.000585228
78000 0.000591096
79000 0.000286064
80000 0.000566088
81000 0.00044757
82000 0.000217683
83000 0.000320506
84000 0.000277478
85000 0.000479965
86000 0.000542186
87000 0.000381925
88000 0.000421658
89000 0.000870841
90000 0.000968663
91000 0.000787594
92000 0.00016599
93000 0.000622888
94000 0.000680981
95000 0.000696557
96000 0.000575311
97000 0.000382168
98000 0.000413758
99000 0.000658872
100000 0.000603199
