# Time-averaged data for fix at3
# TimeStep c_Tmid
1000 283.254
2000 300.18
3000 299.505
4000 300.759
5000 299.259
6000 300.711
7000 300.539
8000 299.871
9000 301.102
10000 300.139
11000 299.621
12000 300.324
13000 300.003
14000 299.643
15000 300.567
