# Time-averaged data for fix at2
# TimeStep f_mysf1[1] f_mysf2[1]
1000 -1.18511 2.20029
2000 -1.13721 -0.608752
3000 -2.77922 3.81263
4000 -1.25985 0.945098
5000 -4.12291 2.84617
6000 4.03265 -0.410047
7000 -2.86207 1.56028
8000 -6.16433 5.51762
9000 -2.98616 4.06664
10000 -1.47225 -0.108571
11000 -4.3393 2.76264
12000 -1.00863 3.49948
13000 -6.03419 8.66632
14000 -7.44947 1.36871
15000 0.593468 4.09759
