# Time-averaged data for fix myat3
# TimeStep v_mydensity
100 0.00643508
200 0.00654246
300 0.00670986
400 0.00694929
500 0.00718746
600 0.00744662
700 0.00771062
800 0.0079846
900 0.0082473
1000 0.00848982
1100 0.00874267
1200 0.00901899
1300 0.00926666
1400 0.00954154
1500 0.00984829
1600 0.010152
1700 0.0103998
1800 0.0106208
1900 0.0108141
2000 0.011072
2100 0.0113755
2200 0.0116589
2300 0.0119028
2400 0.0121388
2500 0.0124293
2600 0.0127713
2700 0.013095
2800 0.0134479
2900 0.0137148
3000 0.0140262
3100 0.014403
3200 0.0146786
3300 0.0150202
3400 0.0154291
3500 0.0158763
3600 0.0164086
3700 0.0168668
3800 0.0171788
3900 0.0175075
4000 0.0179175
4100 0.018275
4200 0.0186941
4300 0.0190974
4400 0.0196201
4500 0.020039
4600 0.0204651
4700 0.0209283
4800 0.0212932
4900 0.0217829
5000 0.0222846
5100 0.0229437
5200 0.0236309
5300 0.0241443
5400 0.0244288
5500 0.0246934
5600 0.0250834
5700 0.0256322
5800 0.0259874
5900 0.0263313
6000 0.0267069
6100 0.0269628
6200 0.0272288
6300 0.0276097
6400 0.0281479
6500 0.0287785
6600 0.0291433
6700 0.0291808
6800 0.0294005
6900 0.0298068
7000 0.0301754
7100 0.0303815
7200 0.030336
7300 0.0305141
7400 0.0306768
7500 0.0306759
7600 0.0308363
7700 0.0309169
7800 0.0313265
7900 0.0314966
8000 0.0318171
8100 0.0320309
8200 0.0318375
8300 0.0319362
8400 0.0321475
8500 0.0321335
8600 0.0322724
8700 0.0326129
8800 0.0329341
8900 0.0327023
9000 0.0322075
9100 0.0320381
9200 0.031923
9300 0.0321416
9400 0.0323275
9500 0.0323486
9600 0.0325822
9700 0.032588
9800 0.0327038
9900 0.0326287
10000 0.0326546
10100 0.0328333
10200 0.0326585
10300 0.032541
10400 0.0322439
10500 0.0317421
10600 0.0316318
10700 0.0323038
10800 0.0327491
10900 0.0326482
11000 0.0327016
11100 0.0325458
11200 0.0322969
11300 0.0324433
11400 0.0326288
11500 0.0325051
11600 0.0322728
11700 0.0323027
11800 0.0318794
11900 0.0316895
12000 0.0319878
12100 0.0322858
12200 0.0322923
12300 0.0320061
12400 0.0319771
12500 0.0321196
12600 0.032262
12700 0.0323801
12800 0.0327085
12900 0.0327578
13000 0.0325645
13100 0.0324569
13200 0.032616
13300 0.0330628
13400 0.0330032
13500 0.0327411
13600 0.0327506
13700 0.0328031
13800 0.0328418
13900 0.0327708
14000 0.0328494
14100 0.0326736
14200 0.0322714
14300 0.0319671
14400 0.0319705
14500 0.032329
14600 0.0326964
14700 0.0325777
14800 0.0321701
14900 0.0320303
15000 0.032169
15100 0.0324326
15200 0.0327049
15300 0.0330074
15400 0.0328104
15500 0.0323636
15600 0.031902
15700 0.0316163
15800 0.0315649
15900 0.0316257
16000 0.0316601
16100 0.0320687
16200 0.0321522
16300 0.0316915
16400 0.0315069
16500 0.0316546
16600 0.0320346
16700 0.0321992
16800 0.0321581
16900 0.0320604
17000 0.0318749
17100 0.0319456
17200 0.0322607
17300 0.0320907
17400 0.0321699
17500 0.0324602
17600 0.0324201
17700 0.032311
17800 0.0319957
17900 0.0319677
18000 0.0318019
18100 0.0318754
18200 0.0319476
18300 0.0321863
18400 0.0323796
18500 0.0326676
18600 0.0326876
18700 0.0323348
18800 0.0322163
18900 0.0321023
19000 0.032074
19100 0.0322434
19200 0.0324325
19300 0.0320129
19400 0.0318228
19500 0.0318497
19600 0.0320918
19700 0.032162
19800 0.0320302
19900 0.0316016
20000 0.0315101
20100 0.0318788
20200 0.0319494
20300 0.0320283
20400 0.0319403
20500 0.0317921
20600 0.0319666
20700 0.0321642
20800 0.0320883
20900 0.0320185
21000 0.0319804
21100 0.0317773
21200 0.0316418
21300 0.0315436
21400 0.0318481
21500 0.0323265
21600 0.0326776
21700 0.0326516
21800 0.0323835
21900 0.032263
22000 0.0322073
22100 0.0321544
22200 0.0323628
22300 0.0324621
22400 0.0323208
22500 0.0324504
22600 0.0324971
22700 0.0322345
22800 0.0317235
22900 0.0317338
23000 0.0321779
23100 0.0325002
23200 0.0322396
23300 0.0320249
23400 0.0321873
23500 0.032314
23600 0.0325837
23700 0.0328798
23800 0.0330449
23900 0.0328384
24000 0.0319365
24100 0.0314973
24200 0.0316761
24300 0.0319469
24400 0.0322473
24500 0.0323376
24600 0.0322213
24700 0.0322869
24800 0.0325253
24900 0.0323411
25000 0.0321471
