# Time-averaged data for fix at2
# TimeStep f_mysf1[1] f_mysf2[1]
1000 -266.888 268.638
2000 -253.781 252.648
3000 -259.329 263.934
4000 -261.435 259.072
5000 -262.734 258.294
6000 -334.703 335.461
7000 -423.265 421.738
8000 -510.27 512.329
9000 -592.274 594.194
10000 -678.938 680.32
11000 -763.261 765.012
12000 -851.98 847.392
13000 -938.815 937.473
14000 -1024.81 1023.12
15000 -1110.55 1111.99
16000 -1197.63 1197.12
17000 -1282.51 1287.14
18000 -1375.63 1371.16
19000 -1457.47 1458.42
20000 -1548.46 1549.65
21000 -1633.38 1633.85
22000 -1723.19 1727.01
23000 -1813.15 1810.42
24000 -1899.52 1899.54
25000 -1987.32 1989.72
26000 -2077.26 2077.23
27000 -2162.13 2164.16
28000 -2252.81 2251.08
29000 -2342.03 2337.77
30000 -2426.56 2429.05
31000 -2520.93 2518.7
32000 -2611.41 2610.28
33000 -2699.97 2700.67
34000 -2789.72 2790.98
35000 -2881.17 2880.69
36000 -2970.76 2971.68
37000 -3060.42 3063.13
38000 -3153.5 3147.38
39000 -3239.18 3241.51
40000 -3330.57 3334.95
41000 -3426.47 3423.05
42000 -3517.78 3516.84
43000 -3606.26 3608.12
44000 -3701.8 3696.66
45000 -3789.27 3795.16
46000 -3884.2 3884.51
47000 -3974.91 3973.81
48000 -4071.65 4071.02
49000 -4161.17 4162.79
50000 -4256.65 4255.5
51000 -4349.49 4350.65
52000 -4444.68 4443.84
53000 -4537.93 4536.99
54000 -4631.86 4632.82
55000 -4726.1 4723.75
56000 -4819.12 4819.59
57000 -4911.41 4912.66
58000 -5006.97 5008.08
59000 -5101.33 5101.62
60000 -5196.73 5194.66
61000 -5289.01 5290.46
62000 -5382.97 5382
63000 -5477.6 5477.97
64000 -5573.5 5571.91
65000 -5665.88 5667.39
66000 -5761.42 5761.46
67000 -5855.62 5856.62
68000 -5951.09 5951.02
69000 -6050.29 6049.29
70000 -6145.14 6145.34
71000 -6243.05 6243.21
72000 -6340.23 6338.78
73000 -6435.4 6436.19
74000 -6531.68 6531.85
75000 -6627.62 6626.77
76000 -6723.17 6725.8
77000 -6825.09 6821.26
78000 -6920.79 6922.96
79000 -7021.15 7019.79
80000 -7119.67 7120.31
81000 -7219.21 7217.55
82000 -7314.14 7316.04
83000 -7412.62 7412.86
84000 -7512.63 7512.33
85000 -7610.34 7610.24
86000 -7707.79 7709.83
87000 -7808.13 7807.04
88000 -7907.46 7907.52
89000 -8008.56 8007.91
90000 -8104.87 8106.57
91000 -8207.38 8206.08
92000 -8310.61 8309.39
93000 -8410.55 8410.03
94000 -8505.57 8506.93
95000 -8607.56 8609.6
96000 -8708.18 8705.5
97000 -8804.33 8805.13
98000 -8909.46 8906.8
99000 -9009.4 9011.85
100000 -9112.99 9112.51
101000 -9211.48 9212.73
102000 -9315.13 9315.87
103000 -9414.37 9412.13
104000 -9515.72 9515.13
105000 -9619.16 9619.2
