# LAMMPS data file for peg 
# Created using atb2lammps 
# https://github.com/simongravelle/atb2lammps

101 atoms
100 bonds
183 angles
210 dihedrals

6 atom types
6 bond types
7 angle types
4 dihedral types

-25 25 xlo xhi
-25 25 ylo yhi
-25 25 zlo zhi

Atoms

1 1 4 0.211 21.060488 1.309528 -0.58221906 
2 1 6 -0.328 21.735731 0.66870195 -0.8398306 
3 1 5 -0.019 21.065296 -0.40239173 -1.4701047 
4 1 3 0.093 21.864147 -1.1592937 -1.6893682 
5 1 3 0.093 20.592129 -0.053317852 -2.426112 
6 1 2 -0.063 20.007313 -1.0178449 -0.5599448 
7 1 3 0.079 20.451572 -1.3043649 0.42948136 
8 1 3 0.079 19.547003 -1.9186624 -1.0431501 
9 1 1 -0.295 19.016548 -0.010866722 -0.3661706 
10 1 2 -0.021 17.96683 -0.44207343 0.49833202 
11 1 3 0.084 18.378716 -0.59016347 1.5313464 
12 1 3 0.084 17.528774 -1.4049773 0.12358457 
13 1 2 -0.023 16.919569 0.66648173 0.49641764 
14 1 3 0.082 17.333876 1.6070257 0.045056015 
15 1 3 0.082 16.567577 0.87274057 1.5415785 
16 1 1 -0.283 15.826467 0.18943322 -0.2849477 
17 1 2 -0.023 14.804004 1.1722001 -0.43636402 
18 1 3 0.083 15.199561 2.0249088 -1.0491 
19 1 3 0.083 14.47588 1.5474976 0.5689825 
20 1 2 -0.023 13.64953 0.49212202 -1.1636266 
21 1 3 0.082 13.999647 -0.4361011 -1.6881918 
22 1 3 0.082 13.191472 1.1974237 -1.9066198 
23 1 1 -0.283 12.681828 0.15885098 -0.17087962 
24 1 2 -0.023 11.583903 -0.5710077 -0.7144145 
25 1 3 0.082 11.947083 -1.56756 -1.0804702 
26 1 3 0.082 11.122992 -0.0004588254 -1.5638295 
27 1 2 -0.023 10.581157 -0.759567 0.41848755 
28 1 3 0.082 11.066064 -0.5841805 1.4151826 
29 1 3 0.082 10.149392 -1.7946444 0.38468948 
30 1 1 -0.283 9.541661 0.19278114 0.204749 
31 1 2 -0.023 8.570316 0.17274867 1.2484902 
32 1 3 0.082 9.045502 0.5230551 2.2025714 
33 1 3 0.082 8.168986 -0.8664279 1.3842635 
34 1 2 -0.023 7.460723 1.1307758 0.8298585 
35 1 3 0.082 7.822702 1.8385174 0.037920315 
36 1 3 0.082 7.094337 1.711105 1.7175044 
37 1 1 -0.284 6.3983245 0.32667696 0.32200167 
38 1 2 -0.023 5.3325663 1.1136693 -0.2057574 
39 1 3 0.082 5.70554 1.7041165 -1.0838591 
40 1 3 0.082 4.943482 1.8119233 0.58192664 
41 1 2 -0.023 4.249268 0.13659519 -0.6486999 
42 1 3 0.083 4.6589403 -0.9053699 -0.72338516 
43 1 3 0.083 3.8258798 0.4484586 -1.6398392 
44 1 1 -0.285 3.2212424 0.19320013 0.3378829 
45 1 2 -0.023 2.211345 -0.7899043 0.12020209 
46 1 3 0.083 2.649066 -1.8102638 0.28193328 
47 1 3 0.083 1.8123193 -0.7112837 -0.9258717 
48 1 2 -0.023 1.1120955 -0.5167657 1.1410153 
49 1 3 0.083 1.4764824 0.17841461 1.9430405 
50 1 3 0.083 0.76215166 -1.4771384 1.6035099 
51 1 1 -0.276 0.03267602 0.07981765 0.4251151 
52 1 2 -0.023 -1.0161396 0.5097506 1.2904334 
53 1 3 0.083 -0.64473116 1.3533878 1.9299022 
54 1 3 0.083 -1.3529185 -0.3391108 1.9427323 
55 1 2 -0.023 -2.1520553 0.98629344 0.39153323 
56 1 3 0.083 -1.7928691 1.1292446 -0.66200083 
57 1 3 0.083 -2.5789576 1.9486976 0.77918315 
