0.000000000000000000e+00 -2.828200300000000061e+04 2.000000000000000000e+03 -3.878328399999999965e+04 4.000000000000000000e+03 -3.804066300000000047e+04
1.000000000000000000e+02 -3.233691400000000067e+04 2.100000000000000000e+03 -3.808509300000000076e+04 4.100000000000000000e+03 -3.805940099999999802e+04
2.000000000000000000e+02 -3.461936499999999796e+04 2.200000000000000000e+03 -3.776970300000000134e+04 4.200000000000000000e+03 -3.806043699999999808e+04
3.000000000000000000e+02 -3.589069600000000355e+04 2.300000000000000000e+03 -3.763894600000000355e+04 4.300000000000000000e+03 -3.806889199999999983e+04
4.000000000000000000e+02 -3.670537599999999657e+04 2.400000000000000000e+03 -3.760928500000000349e+04 4.400000000000000000e+03 -3.808786899999999878e+04
5.000000000000000000e+02 -3.730394400000000314e+04 2.500000000000000000e+03 -3.763074300000000221e+04 4.500000000000000000e+03 -3.810476200000000244e+04
6.000000000000000000e+02 -3.773205900000000111e+04 2.600000000000000000e+03 -3.763063500000000204e+04 4.600000000000000000e+03 -3.812607899999999790e+04
7.000000000000000000e+02 -3.803181300000000192e+04 2.700000000000000000e+03 -3.763185700000000361e+04 4.700000000000000000e+03 -3.816426799999999639e+04
8.000000000000000000e+02 -3.824762299999999959e+04 2.800000000000000000e+03 -3.765379499999999825e+04 4.800000000000000000e+03 -3.817501499999999942e+04
9.000000000000000000e+02 -3.839109999999999854e+04 2.900000000000000000e+03 -3.769194499999999971e+04 4.900000000000000000e+03 -3.819151400000000285e+04
1.000000000000000000e+03 -3.849081599999999889e+04 3.000000000000000000e+03 -3.770962200000000303e+04 5.000000000000000000e+03 -3.820779099999999744e+04
1.100000000000000000e+03 -3.856171300000000338e+04 3.100000000000000000e+03 -3.774571199999999953e+04 5.100000000000000000e+03 -3.821695900000000256e+04
1.200000000000000000e+03 -3.862005299999999988e+04 3.200000000000000000e+03 -3.779007899999999790e+04 5.200000000000000000e+03 -3.822819499999999971e+04
1.300000000000000000e+03 -3.866440200000000186e+04 3.300000000000000000e+03 -3.781434599999999773e+04 5.300000000000000000e+03 -3.823903800000000047e+04
1.400000000000000000e+03 -3.869830900000000111e+04 3.400000000000000000e+03 -3.784758400000000256e+04 5.400000000000000000e+03 -3.823720100000000093e+04
1.500000000000000000e+03 -3.872342700000000332e+04 3.500000000000000000e+03 -3.788921600000000035e+04 5.500000000000000000e+03 -3.825276699999999983e+04
1.600000000000000000e+03 -3.874233200000000215e+04 3.600000000000000000e+03 -3.793543499999999767e+04 5.600000000000000000e+03 -3.825037400000000343e+04
1.700000000000000000e+03 -3.875614800000000105e+04 3.700000000000000000e+03 -3.796289199999999983e+04 5.700000000000000000e+03 -3.825283899999999994e+04
1.800000000000000000e+03 -3.876709500000000116e+04 3.800000000000000000e+03 -3.798700899999999820e+04 5.800000000000000000e+03 -3.824850400000000081e+04
1.900000000000000000e+03 -3.877555500000000029e+04 3.900000000000000000e+03 -3.801007699999999750e+04 5.900000000000000000e+03 -3.826026000000000204e+04
2.000000000000000000e+03 -3.878328399999999965e+04 4.000000000000000000e+03 -3.804066300000000047e+04 6.000000000000000000e+03 -3.827534399999999732e+04
