# Time-averaged data for fix myat4
# TimeStep c_sumcoor11
26400 12.6638
26500 12.67
26600 12.6593
26700 12.6486
26800 12.6399
26900 12.6644
27000 12.6405
27100 12.674
27200 12.6397
27300 12.6456
27400 12.6636
27500 12.6544
27600 12.6613
27700 12.6714
27800 12.6645
27900 12.6943
28000 12.6671
28100 12.7004
28200 12.6595
28300 12.6614
28400 12.688
28500 12.691
28600 12.669
28700 12.65
28800 12.6664
28900 12.6789
29000 12.6817
29100 12.6921
29200 12.7073
29300 12.6854
29400 12.69
29500 12.6984
29600 12.7059
29700 12.6849
29800 12.6817
29900 12.6821
30000 12.7275
30100 12.6881
30200 12.6949
30300 12.7291
30400 12.7067
30500 12.7058
30600 12.6724
30700 12.6811
30800 12.7164
30900 12.738
31000 12.7323
31100 12.7341
31200 12.7335
31300 12.732
31400 12.7219
31500 12.7178
31600 12.7446
31700 12.7233
31800 12.7581
31900 12.7256
32000 12.7457
32100 12.7308
32200 12.7491
32300 12.7573
32400 12.7336
32500 12.7278
32600 12.7479
32700 12.7489
32800 12.7446
32900 12.7408
33000 12.7399
33100 12.737
33200 12.7605
33300 12.7365
33400 12.7263
33500 12.7472
33600 12.7549
33700 12.7395
33800 12.7339
33900 12.7345
34000 12.7378
34100 12.783
34200 12.7854
34300 12.7761
34400 12.7984
34500 12.7484
34600 12.7733
34700 12.7781
34800 12.7965
34900 12.7859
35000 12.7869
35100 12.7951
35200 12.8034
35300 12.7755
35400 12.7744
35500 12.8014
35600 12.7811
35700 12.7814
35800 12.7846
35900 12.786
36000 12.7767
36100 12.7719
36200 12.789
36300 12.7635
36400 12.7846
36500 12.7796
36600 12.7931
36700 12.7965
36800 12.8003
36900 12.7905
37000 12.7585
37100 12.793
37200 12.8003
37300 12.751
37400 12.7859
37500 12.7836
37600 12.7924
37700 12.8136
37800 12.8064
37900 12.8033
38000 12.7993
38100 12.8294
38200 12.7858
38300 12.8008
38400 12.7939
38500 12.7974
38600 12.8036
38700 12.8246
38800 12.8214
38900 12.8074
39000 12.8033
39100 12.8205
39200 12.7964
39300 12.7822
39400 12.7855
39500 12.7948
39600 12.8285
39700 12.8329
39800 12.8178
39900 12.7896
40000 12.7969
40100 12.8168
40200 12.8079
40300 12.8081
40400 12.8061
40500 12.8369
40600 12.8335
40700 12.8658
40800 12.8298
40900 12.8186
41000 12.8181
41100 12.8202
41200 12.8392
41300 12.7989
41400 12.83
41500 12.8116
41600 12.8064
41700 12.8183
41800 12.8245
41900 12.8133
42000 12.8309
42100 12.8379
42200 12.8595
42300 12.8169
42400 12.8151
42500 12.8334
42600 12.8329
42700 12.8556
42800 12.863
42900 12.8394
43000 12.8359
43100 12.8392
43200 12.8432
43300 12.8549
43400 12.8453
43500 12.8374
43600 12.8275
43700 12.866
43800 12.8389
43900 12.8614
44000 12.819
44100 12.8551
44200 12.8785
44300 12.8447
44400 12.841
44500 12.8811
44600 12.8446
44700 12.886
44800 12.8269
44900 12.8539
45000 12.882
45100 12.8631
45200 12.8734
45300 12.8555
45400 12.8659
45500 12.8611
45600 12.8774
45700 12.8665
45800 12.8495
45900 12.8835
46000 12.8688
46100 12.8618
46200 12.863
46300 12.9029
46400 12.8839
46500 12.8799
46600 12.8519
46700 12.9046
46800 12.8594
46900 12.9078
47000 12.8965
47100 12.8821
47200 12.8869
47300 12.861
47400 12.8864
47500 12.8803
47600 12.8991
47700 12.8866
47800 12.874
47900 12.9089
48000 12.8989
48100 12.9194
48200 12.888
48300 12.8756
48400 12.8972
48500 12.8948
48600 12.9072
48700 12.9113
48800 12.8927
48900 12.8986
49000 12.888
49100 12.9051
49200 12.8933
49300 12.8658
49400 12.8953
49500 12.912
49600 12.889
49700 12.9034
49800 12.9298
49900 12.8784
50000 12.9076
50100 12.9238
50200 12.9185
50300 12.9319
50400 12.9328
50500 12.9258
50600 12.9075
50700 12.9243
50800 12.9042
50900 12.9177
51000 12.9184
51100 12.927
51200 12.9403
51300 12.9153
51400 12.9391
51500 12.9196
51600 12.8691
51700 12.9151
51800 12.8815
51900 12.9128
52000 12.9492
52100 12.9275
52200 12.9171
52300 12.9375
52400 12.9305
52500 12.9531
52600 12.9319
52700 12.9452
52800 12.9265
52900 12.9433
53000 12.9441
53100 12.901
53200 12.9065
53300 12.9343
53400 12.9314
53500 12.9264
53600 12.926
53700 12.9075
53800 12.9166
53900 12.9199
54000 12.9504
54100 12.9505
54200 12.9559
54300 12.9343
54400 12.9315
54500 12.9499
54600 12.9894
54700 12.9863
54800 12.9503
54900 12.9539
55000 12.9443
55100 12.9609
55200 12.9694
55300 12.9816
55400 12.9755
55500 12.9844
55600 12.9544
55700 12.9413
55800 12.9689
55900 12.9521
56000 12.9838
56100 12.9856
56200 12.9812
56300 12.9595
56400 12.9844
56500 12.9422
56600 12.9719
56700 12.9544
56800 12.9571
56900 12.985
57000 12.984
57100 12.965
57200 12.9784
57300 12.9772
57400 12.9691
57500 12.9596
57600 12.9471
57700 12.9784
57800 12.9771
57900 12.964
58000 12.973
58100 12.9885
58200 12.9812
58300 12.9723
58400 12.9794
58500 12.9794
58600 12.9894
58700 12.9874
58800 12.9879
58900 12.9736
59000 12.9895
59100 12.9901
59200 12.9796
59300 12.9994
59400 13.0023
59500 12.998
59600 13.0251
59700 13.0091
59800 13.0249
59900 13.0085
60000 13.0001
60100 13.0004
60200 13.0219
60300 13.0032
60400 13.0213
60500 13.0244
60600 13.0351
60700 13.0237
60800 13.032
60900 13.0361
61000 13.0309
61100 13.0399
61200 13.0344
61300 13.055
61400 13.028
61500 13.0602
61600 13.0297
61700 13.0254
61800 13.048
61900 13.0418
62000 13.0369
62100 13.0572
62200 13.0846
62300 13.0544
62400 13.066
62500 13.0789
62600 13.0471
62700 13.0819
62800 13.0714
62900 13.054
63000 13.0665
63100 13.0742
63200 13.0828
63300 13.099
63400 13.0865
63500 13.0541
63600 13.0681
63700 13.0653
63800 13.0831
63900 13.09
64000 13.0611
64100 13.0721
64200 13.0587
64300 13.1015
64400 13.063
64500 13.0914
64600 13.0691
64700 13.0784
64800 13.0741
64900 13.105
65000 13.0694
65100 13.0974
65200 13.1195
65300 13.091
65400 13.1044
65500 13.0901
65600 13.1155
65700 13.1174
65800 13.1229
65900 13.1342
66000 13.1037
66100 13.1045
66200 13.1233
66300 13.1114
66400 13.1497
66500 13.1555
66600 13.1244
66700 13.1236
66800 13.145
66900 13.1186
67000 13.1197
67100 13.1291
67200 13.137
67300 13.1188
67400 13.1409
67500 13.138
67600 13.1481
67700 13.1475
67800 13.1324
67900 13.1523
68000 13.1474
68100 13.1416
68200 13.1506
68300 13.1713
68400 13.1391
68500 13.1314
68600 13.1414
68700 13.148
68800 13.1352
68900 13.1525
69000 13.1439
69100 13.1574
69200 13.1535
69300 13.179
69400 13.1468
69500 13.1601
69600 13.1426
69700 13.1572
69800 13.128
69900 13.153
70000 13.1326
70100 13.1538
70200 13.1826
70300 13.1781
70400 13.1675
70500 13.1802
70600 13.1768
70700 13.1662
70800 13.1348
70900 13.1595
71000 13.1765
71100 13.2018
71200 13.1619
71300 13.1892
71400 13.1542
71500 13.1719
71600 13.1766
71700 13.1906
71800 13.197
71900 13.2167
72000 13.2097
72100 13.1899
72200 13.2432
72300 13.1641
72400 13.1891
72500 13.1984
72600 13.1889
72700 13.2499
72800 13.234
72900 13.225
73000 13.2121
73100 13.1988
73200 13.2284
73300 13.186
73400 13.217
73500 13.1937
73600 13.2231
73700 13.2341
73800 13.2136
73900 13.2075
74000 13.2194
74100 13.2414
74200 13.2519
74300 13.2022
74400 13.1961
74500 13.2315
74600 13.2095
74700 13.2255
74800 13.2331
74900 13.2071
75000 13.2031
75100 13.2264
75200 13.2257
75300 13.2323
75400 13.2276
75500 13.2413
75600 13.2096
75700 13.1949
75800 13.229
75900 13.211
76000 13.2261
76100 13.2109
76200 13.2146
76300 13.2492
76400 13.2264
76500 13.238
76600 13.2423
76700 13.2415
76800 13.2476
76900 13.243
77000 13.2411
77100 13.236
77200 13.2676
77300 13.2356
77400 13.2208
77500 13.2526
77600 13.2483
77700 13.2659
77800 13.2659
77900 13.2532
78000 13.2431
78100 13.2287
78200 13.2689
78300 13.2406
78400 13.2484
78500 13.2525
78600 13.2602
78700 13.2464
78800 13.2419
78900 13.2445
79000 13.2282
79100 13.2299
79200 13.2639
79300 13.227
79400 13.2621
79500 13.257
79600 13.234
79700 13.2521
79800 13.2544
79900 13.2534
80000 13.2505
80100 13.2684
80200 13.2698
80300 13.2652
80400 13.239
80500 13.2553
80600 13.2891
80700 13.2483
80800 13.2523
80900 13.231
81000 13.2611
81100 13.2436
81200 13.256
81300 13.2414
81400 13.2713
81500 13.2964
81600 13.2502
81700 13.2784
81800 13.2734
81900 13.2777
82000 13.2734
82100 13.273
82200 13.2517
82300 13.2544
82400 13.275
82500 13.2944
82600 13.3095
82700 13.2804
82800 13.286
82900 13.2504
83000 13.2886
83100 13.2907
83200 13.2952
83300 13.2909
83400 13.2669
83500 13.2556
83600 13.2924
83700 13.3116
83800 13.2824
83900 13.3449
84000 13.2919
84100 13.2909
84200 13.2762
84300 13.3174
84400 13.3189
84500 13.3095
84600 13.3329
84700 13.2777
84800 13.2777
84900 13.2997
85000 13.3061
85100 13.3114
85200 13.2844
85300 13.2811
85400 13.3313
85500 13.3196
85600 13.3146
85700 13.3561
85800 13.329
85900 13.3279
86000 13.3201
86100 13.3731
86200 13.332
86300 13.3374
86400 13.3545
86500 13.3169
86600 13.3528
86700 13.3396
86800 13.341
86900 13.3112
87000 13.366
87100 13.365
87200 13.3329
87300 13.3554
87400 13.3598
87500 13.3461
87600 13.3514
87700 13.3561
87800 13.3461
87900 13.3522
88000 13.3429
88100 13.3389
88200 13.3532
88300 13.3514
88400 13.3486
88500 13.3398
88600 13.3451
88700 13.3368
88800 13.3525
88900 13.3469
89000 13.3364
89100 13.3611
89200 13.3613
89300 13.3692
89400 13.3709
89500 13.3752
89600 13.37
89700 13.3611
89800 13.3551
89900 13.3692
90000 13.3733
90100 13.3343
90200 13.3641
90300 13.3871
90400 13.357
90500 13.3726
90600 13.3685
90700 13.362
90800 13.3835
90900 13.3704
91000 13.3469
91100 13.3561
91200 13.3721
91300 13.3596
91400 13.3644
91500 13.36
91600 13.3884
91700 13.3944
91800 13.3764
91900 13.3818
92000 13.3767
92100 13.3759
92200 13.3509
92300 13.3726
92400 13.3835
92500 13.3637
92600 13.3459
92700 13.3543
92800 13.3734
92900 13.3709
93000 13.3695
93100 13.3695
93200 13.352
93300 13.3465
93400 13.4005
93500 13.3959
93600 13.3692
93700 13.3691
93800 13.3836
93900 13.3936
94000 13.4087
94100 13.4019
94200 13.3703
94300 13.385
94400 13.389
94500 13.3825
94600 13.3884
94700 13.3821
94800 13.3673
94900 13.405
95000 13.4119
95100 13.4337
95200 13.398
95300 13.4172
95400 13.3781
95500 13.3856
95600 13.3771
95700 13.401
95800 13.417
95900 13.4
96000 13.4045
96100 13.3765
96200 13.3934
96300 13.3741
96400 13.4031
96500 13.392
96600 13.3964
96700 13.411
96800 13.3963
96900 13.4234
97000 13.415
97100 13.3934
97200 13.4217
97300 13.4039
97400 13.4016
97500 13.3855
97600 13.396
97700 13.4315
97800 13.4039
97900 13.3953
98000 13.4145
98100 13.4426
98200 13.4215
98300 13.3911
98400 13.3882
98500 13.4533
98600 13.4481
98700 13.433
98800 13.4273
98900 13.4226
99000 13.4104
99100 13.4209
99200 13.4696
99300 13.4156
99400 13.413
99500 13.4094
99600 13.4492
99700 13.4331
99800 13.4295
99900 13.4002
100000 13.4388
