# Time-averaged data for fix myat4
# TimeStep c_sumcoor11
0 7.83675
100 7.49988
200 7.55412
300 7.66387
400 7.76462
500 7.90862
600 8.07713
700 8.24475
800 8.3805
900 8.61063
1000 8.76688
1100 8.93187
1200 9.10637
1300 9.26962
1400 9.4485
1500 9.57287
1600 9.7355
1700 9.87575
1800 10.0014
1900 10.1312
2000 10.2371
2100 10.3384
2200 10.484
2300 10.5979
2400 10.7049
2500 10.7756
2600 10.8697
2700 10.9213
2800 10.9979
2900 11.0258
3000 11.1197
3100 11.1991
3200 11.2218
3300 11.2532
3400 11.2807
3500 11.3186
3600 11.3649
3700 11.4069
3800 11.4356
3900 11.4736
4000 11.511
4100 11.4885
4200 11.5271
4300 11.5749
4400 11.5808
4500 11.6342
4600 11.6279
4700 11.6519
4800 11.6743
4900 11.677
5000 11.6937
5100 11.7281
5200 11.758
5300 11.7436
5400 11.7915
5500 11.7844
5600 11.804
5700 11.8019
5800 11.8206
5900 11.8507
6000 11.8626
6100 11.8588
6200 11.8656
6300 11.8945
6400 11.9089
6500 11.9209
6600 11.9413
6700 11.9787
6800 11.9575
6900 11.9763
7000 11.9708
7100 12.015
7200 11.9853
7300 12.0478
7400 12.0194
7500 12.029
7600 12.0665
7700 12.0275
7800 12.0266
7900 12.0524
8000 12.0587
8100 12.0615
8200 12.0922
8300 12.0909
8400 12.064
8500 12.1081
8600 12.091
8700 12.1565
8800 12.109
8900 12.1596
9000 12.141
9100 12.1584
9200 12.1342
9300 12.147
9400 12.1578
9500 12.1691
9600 12.1959
9700 12.2186
9800 12.2082
9900 12.2065
10000 12.2405
10100 12.2004
10200 12.2073
10300 12.2251
10400 12.2145
10500 12.2369
10600 12.2395
10700 12.2536
10800 12.2516
10900 12.2681
11000 12.2381
11100 12.2737
11200 12.2615
11300 12.253
11400 12.2856
11500 12.2946
11600 12.2765
11700 12.2762
11800 12.296
11900 12.296
12000 12.3117
12100 12.3221
12200 12.3347
12300 12.327
12400 12.3131
12500 12.319
12600 12.2851
12700 12.3052
12800 12.3081
12900 12.2971
13000 12.3223
13100 12.35
13200 12.3407
13300 12.3652
13400 12.3735
13500 12.3501
13600 12.3343
13700 12.3517
13800 12.3636
13900 12.3569
14000 12.3696
14100 12.3825
14200 12.3634
14300 12.3703
14400 12.3475
14500 12.3831
14600 12.3776
14700 12.3969
14800 12.4166
14900 12.4023
15000 12.4114
15100 12.4205
15200 12.4147
15300 12.405
15400 12.4075
15500 12.428
15600 12.4217
15700 12.4491
15800 12.4365
15900 12.4179
16000 12.4365
16100 12.4241
16200 12.4456
16300 12.437
16400 12.4131
16500 12.4456
16600 12.4406
16700 12.4265
16800 12.4545
16900 12.4276
17000 12.4497
17100 12.4601
17200 12.4821
17300 12.4398
17400 12.4665
17500 12.4555
17600 12.4571
17700 12.4522
17800 12.4606
17900 12.4735
18000 12.4872
18100 12.488
18200 12.495
18300 12.4703
18400 12.4984
18500 12.4929
18600 12.5047
18700 12.5054
18800 12.5094
18900 12.502
19000 12.4983
19100 12.5045
19200 12.5143
19300 12.5225
19400 12.517
19500 12.5374
19600 12.5189
19700 12.5186
19800 12.5156
19900 12.5328
20000 12.5485
20100 12.5059
20200 12.5376
20300 12.5403
20400 12.5314
20500 12.5415
20600 12.5533
20700 12.5668
20800 12.536
20900 12.5653
21000 12.5625
21100 12.5324
21200 12.5551
21300 12.5407
21400 12.5461
21500 12.5777
21600 12.5779
21700 12.5729
21800 12.5911
21900 12.5619
22000 12.5679
22100 12.5629
22200 12.5955
22300 12.5801
22400 12.5859
22500 12.618
22600 12.608
22700 12.5836
22800 12.5883
22900 12.5936
23000 12.5989
23100 12.5911
23200 12.6105
23300 12.5971
23400 12.6212
23500 12.6084
23600 12.5944
23700 12.6135
23800 12.6071
23900 12.6037
24000 12.5925
24100 12.5913
24200 12.5922
24300 12.6024
24400 12.6346
24500 12.615
24600 12.6333
24700 12.6073
24800 12.6281
24900 12.6334
25000 12.6469
25100 12.6589
25200 12.6385
25300 12.6393
25400 12.6642
25500 12.6549
25600 12.6529
25700 12.6136
25800 12.6802
25900 12.6631
26000 12.645
26100 12.6634
26200 12.6379
26300 12.6751
