0.000000000000000000e+00 9.092672500000000000e+09 0.000000000000000000e+00
5.000000000000000278e-02 2.476516999999999825e+03 0.000000000000000000e+00
1.000000000000000056e-01 -6.632360299999999487e-02 0.000000000000000000e+00
1.499999999999999944e-01 -2.897135100000000074e-01 0.000000000000000000e+00
2.000000000000000111e-01 -3.643554399999999749e-01 0.000000000000000000e+00
2.500000000000000000e-01 -4.091486899999999816e-01 0.000000000000000000e+00
2.999999999999999889e-01 -4.543959799999999771e-01 0.000000000000000000e+00
3.500000000000000333e-01 -4.967133400000000032e-01 0.000000000000000000e+00
4.000000000000000222e-01 -5.350746800000000247e-01 0.000000000000000000e+00
4.500000000000000111e-01 -5.636800800000000278e-01 0.000000000000000000e+00
5.000000000000000000e-01 -5.958761999999999670e-01 0.000000000000000000e+00
5.500000000000000444e-01 -6.135963500000000126e-01 0.000000000000000000e+00
5.999999999999999778e-01 -6.317593200000000131e-01 0.000000000000000000e+00
6.500000000000000222e-01 -6.537507399999999969e-01 0.000000000000000000e+00
7.000000000000000666e-01 -6.722966900000000301e-01 0.000000000000000000e+00
7.500000000000000000e-01 -6.909324999999999495e-01 0.000000000000000000e+00
8.000000000000000444e-01 -7.096270099999999470e-01 0.000000000000000000e+00
8.499999999999999778e-01 -7.259316000000000102e-01 0.000000000000000000e+00
9.000000000000000222e-01 -7.409788899999999456e-01 0.000000000000000000e+00
9.500000000000000666e-01 -7.562851800000000013e-01 0.000000000000000000e+00
1.000000000000000000e+00 -7.792084599999999917e-01 0.000000000000000000e+00
1.050000000000000044e+00 -7.954814300000000449e-01 0.000000000000000000e+00
1.100000000000000089e+00 -8.085877599999999887e-01 0.000000000000000000e+00
1.150000000000000133e+00 -8.249292599999999975e-01 0.000000000000000000e+00
1.199999999999999956e+00 -8.457255000000000189e-01 0.000000000000000000e+00
1.250000000000000000e+00 -8.603375199999999667e-01 0.000000000000000000e+00
1.300000000000000044e+00 -8.782003699999999524e-01 0.000000000000000000e+00
1.350000000000000089e+00 -8.908331299999999731e-01 0.000000000000000000e+00
1.400000000000000133e+00 -9.020219900000000512e-01 0.000000000000000000e+00
1.449999999999999956e+00 -9.132547100000000251e-01 0.000000000000000000e+00
1.500000000000000000e+00 -9.220910700000000126e-01 0.000000000000000000e+00
1.550000000000000044e+00 -9.337943199999999555e-01 0.000000000000000000e+00
1.600000000000000089e+00 -9.437832400000000233e-01 0.000000000000000000e+00
1.650000000000000133e+00 -9.510572000000000470e-01 0.000000000000000000e+00
1.699999999999999956e+00 -9.572298900000000277e-01 0.000000000000000000e+00
1.750000000000000000e+00 -9.604680599999999568e-01 0.000000000000000000e+00
1.800000000000000044e+00 -9.641232699999999767e-01 0.000000000000000000e+00
1.850000000000000089e+00 -9.690780700000000136e-01 0.000000000000000000e+00
1.900000000000000133e+00 -9.758788400000000252e-01 0.000000000000000000e+00
1.925000000000000044e+00 -9.779719100000000553e-01 0.000000000000000000e+00
