1.925000000000000044e+00 -9.779719100000000553e-01 0.000000000000000000e+00
2.000000000000000000e+00 -8.920685499999999601e-01 1.115419900000000020e+00
2.250000000000000000e+00 -6.798677300000000034e-01 1.450845399999999952e+00
2.500000000000000000e+00 -6.088119699999999801e-01 1.460587800000000103e+00
2.750000000000000000e+00 -5.445207699999999873e-01 1.497439500000000034e+00
3.000000000000000000e+00 -4.762195900000000259e-01 1.521333000000000046e+00
3.250000000000000000e+00 -4.618012000000000228e-01 1.496928299999999989e+00
3.500000000000000000e+00 -4.334254499999999899e-01 1.503355999999999915e+00
3.750000000000000000e+00 -4.196328100000000227e-01 1.478066600000000008e+00
4.000000000000000000e+00 -3.962947099999999945e-01 1.522854900000000011e+00
4.250000000000000000e+00 -3.747633300000000056e-01 1.544091300000000055e+00
4.500000000000000000e+00 -3.650454799999999778e-01 1.548029899999999959e+00
4.750000000000000000e+00 -3.399286000000000252e-01 1.507717699999999938e+00
5.000000000000000000e+00 -3.420569900000000052e-01 1.453096299999999896e+00
5.250000000000000000e+00 -3.390655300000000039e-01 1.500735500000000000e+00
5.500000000000000000e+00 -3.345539000000000152e-01 1.483220699999999947e+00
5.750000000000000000e+00 -3.097717500000000124e-01 1.427056600000000008e+00
6.000000000000000000e+00 -3.021333399999999725e-01 1.518083199999999966e+00
6.250000000000000000e+00 -2.994224400000000119e-01 1.467603500000000061e+00
6.500000000000000000e+00 -2.963554800000000045e-01 1.516123099999999946e+00
6.750000000000000000e+00 -2.892179300000000119e-01 1.455748000000000042e+00
7.000000000000000000e+00 -2.881056100000000120e-01 1.498091099999999898e+00
7.250000000000000000e+00 -2.864301499999999945e-01 1.481406000000000001e+00
7.500000000000000000e+00 -2.849622199999999883e-01 1.524688000000000043e+00
7.750000000000000000e+00 -2.744224499999999844e-01 1.471958000000000100e+00
8.000000000000000000e+00 -2.705665300000000273e-01 1.487959000000000032e+00
8.250000000000000000e+00 -2.715570800000000062e-01 1.505982900000000013e+00
8.500000000000000000e+00 -2.785305699999999773e-01 1.468733199999999961e+00
8.750000000000000000e+00 -2.753425999999999929e-01 1.485796099999999953e+00
9.000000000000000000e+00 -2.642793399999999737e-01 1.534265800000000013e+00
9.250000000000000000e+00 -2.531250999999999918e-01 1.486533899999999964e+00
9.500000000000000000e+00 -2.539582599999999912e-01 1.481074699999999966e+00
9.750000000000000000e+00 -2.713121399999999794e-01 1.445148600000000005e+00
1.000000000000000000e+01 -2.729330999999999841e-01 1.535706699999999980e+00
1.025000000000000000e+01 -2.668250999999999817e-01 1.546024800000000088e+00
1.050000000000000000e+01 -2.766416700000000062e-01 1.521068899999999946e+00
1.075000000000000000e+01 -2.811607300000000254e-01 1.479592699999999983e+00
1.100000000000000000e+01 -2.775890300000000144e-01 1.515421600000000035e+00
1.125000000000000000e+01 -2.787490899999999772e-01 1.472250700000000023e+00
1.150000000000000000e+01 -2.772723400000000060e-01 1.517416600000000004e+00
1.175000000000000000e+01 -2.764808899999999792e-01 1.470989000000000102e+00
1.200000000000000000e+01 -2.590919099999999808e-01 1.497772700000000068e+00
1.225000000000000000e+01 -2.596034199999999736e-01 1.493264600000000053e+00
1.250000000000000000e+01 -2.687582000000000026e-01 1.508234199999999969e+00
1.275000000000000000e+01 -2.580204400000000176e-01 1.541444999999999954e+00
1.300000000000000000e+01 -2.717738900000000180e-01 1.544667500000000082e+00
1.325000000000000000e+01 -2.576539099999999860e-01 1.509559700000000060e+00
1.350000000000000000e+01 -2.766704500000000122e-01 1.513171499999999892e+00
1.375000000000000000e+01 -2.765307499999999918e-01 1.519092300000000062e+00
1.400000000000000000e+01 -2.749177999999999900e-01 1.520649899999999999e+00
1.425000000000000000e+01 -2.857046300000000150e-01 1.469883800000000074e+00
1.450000000000000000e+01 -2.757123000000000212e-01 1.490907800000000005e+00
1.475000000000000000e+01 -2.626053899999999941e-01 1.467509900000000034e+00
1.500000000000000000e+01 -2.514765099999999864e-01 1.442827199999999976e+00
1.525000000000000000e+01 -2.499260100000000040e-01 1.535823399999999950e+00
1.550000000000000000e+01 -2.399757899999999944e-01 1.546425500000000008e+00
1.575000000000000000e+01 -2.528661999999999854e-01 1.501206599999999947e+00
1.600000000000000000e+01 -2.526382500000000086e-01 1.491938100000000045e+00
1.625000000000000000e+01 -2.425237799999999944e-01 1.531767700000000065e+00
1.650000000000000000e+01 -2.460935800000000062e-01 1.513669099999999990e+00
1.675000000000000000e+01 -2.354855399999999932e-01 1.513072100000000031e+00
1.700000000000000000e+01 -2.331729200000000057e-01 1.515160400000000074e+00
1.725000000000000000e+01 -2.385513400000000006e-01 1.512721600000000111e+00
1.750000000000000000e+01 -2.374120799999999976e-01 1.482425199999999998e+00
1.775000000000000000e+01 -2.311615499999999934e-01 1.561427700000000085e+00
1.800000000000000000e+01 -2.349125800000000097e-01 1.572774600000000023e+00
1.825000000000000000e+01 -2.321828499999999962e-01 1.534761700000000006e+00
1.850000000000000000e+01 -2.368924000000000030e-01 1.496789799999999948e+00
1.875000000000000000e+01 -2.304716800000000121e-01 1.465424000000000060e+00
1.900000000000000000e+01 -2.403649599999999886e-01 1.500271799999999933e+00
1.925000000000000000e+01 -2.376828599999999958e-01 1.502637400000000012e+00
1.950000000000000000e+01 -2.402447900000000136e-01 1.504678100000000018e+00
1.975000000000000000e+01 -2.373034199999999871e-01 1.477774200000000038e+00
2.000000000000000000e+01 -2.283963999999999994e-01 1.522157600000000111e+00
2.025000000000000000e+01 -2.328559900000000127e-01 1.543355400000000044e+00
2.050000000000000000e+01 -2.279335200000000006e-01 1.506940299999999899e+00
2.075000000000000000e+01 -2.383171099999999987e-01 1.480008100000000049e+00
2.100000000000000000e+01 -2.395429699999999940e-01 1.505878899999999909e+00
2.125000000000000000e+01 -2.345789299999999911e-01 1.464950500000000044e+00
2.150000000000000000e+01 -2.318134000000000028e-01 1.495679500000000051e+00
2.175000000000000000e+01 -2.375637700000000074e-01 1.523587800000000048e+00
