# Time-averaged data for fix myat5
# TimeStep c_sumcoor22
22100 12.581
22200 12.5786
22300 12.5649
22400 12.5669
22500 12.5623
22600 12.5691
22700 12.602
22800 12.5633
22900 12.5884
23000 12.5992
23100 12.6079
23200 12.6105
23300 12.5824
23400 12.618
23500 12.5917
23600 12.5853
23700 12.616
23800 12.5992
23900 12.5966
24000 12.6061
24100 12.5991
24200 12.5756
24300 12.6088
24400 12.588
24500 12.5813
24600 12.6047
24700 12.5834
24800 12.5985
24900 12.5784
25000 12.6274
25100 12.6246
25200 12.5956
25300 12.6184
25400 12.6179
25500 12.6273
25600 12.6173
25700 12.6159
25800 12.6251
25900 12.5947
26000 12.6074
26100 12.5992
26200 12.608
26300 12.6384
26400 12.631
26500 12.6154
26600 12.626
26700 12.6075
26800 12.6171
26900 12.62
27000 12.6444
27100 12.6278
27200 12.6173
27300 12.6251
27400 12.6325
27500 12.6454
27600 12.635
27700 12.6278
27800 12.6305
27900 12.6436
28000 12.6523
28100 12.6409
28200 12.657
28300 12.653
28400 12.6816
28500 12.6579
28600 12.6514
28700 12.6734
28800 12.6801
28900 12.6611
29000 12.6636
29100 12.6732
29200 12.6493
29300 12.6649
29400 12.6686
29500 12.6921
29600 12.7073
29700 12.6936
29800 12.6984
29900 12.6892
30000 12.6659
30100 12.6822
30200 12.6811
30300 12.6824
30400 12.689
30500 12.6801
30600 12.7001
30700 12.7035
30800 12.6794
30900 12.721
31000 12.6913
31100 12.6638
31200 12.689
31300 12.664
31400 12.6721
31500 12.6825
31600 12.7181
31700 12.6905
31800 12.7048
31900 12.705
32000 12.6754
32100 12.7324
32200 12.7027
32300 12.7059
32400 12.704
32500 12.6965
32600 12.7025
32700 12.7136
32800 12.7159
32900 12.7194
33000 12.7088
33100 12.7041
33200 12.7294
33300 12.7195
33400 12.6714
33500 12.7241
33600 12.7024
33700 12.724
33800 12.7416
33900 12.736
34000 12.7279
34100 12.7244
34200 12.7201
34300 12.7396
34400 12.721
34500 12.7279
34600 12.7181
34700 12.739
34800 12.7272
34900 12.7305
35000 12.7296
35100 12.7368
35200 12.7182
35300 12.732
35400 12.7346
35500 12.709
35600 12.7196
35700 12.7451
35800 12.7634
35900 12.7286
36000 12.723
36100 12.7152
36200 12.7601
36300 12.7829
36400 12.7645
36500 12.781
36600 12.7804
36700 12.7764
36800 12.7531
36900 12.7644
37000 12.7301
37100 12.75
37200 12.7614
37300 12.7529
37400 12.7691
37500 12.7714
37600 12.7544
37700 12.7812
37800 12.7804
37900 12.7496
38000 12.7803
38100 12.7794
38200 12.7515
38300 12.794
38400 12.7804
38500 12.7912
38600 12.7937
38700 12.7799
38800 12.8097
38900 12.7875
39000 12.7849
39100 12.7741
39200 12.7825
39300 12.7859
39400 12.7957
39500 12.8242
39600 12.8102
39700 12.8201
39800 12.7946
39900 12.782
40000 12.7797
40100 12.8055
40200 12.8229
40300 12.8407
40400 12.8255
40500 12.8325
40600 12.8392
40700 12.8287
40800 12.8086
40900 12.7985
41000 12.8236
41100 12.8109
41200 12.8096
41300 12.8074
41400 12.8276
41500 12.8309
41600 12.8498
41700 12.8111
41800 12.8331
41900 12.8421
42000 12.8099
42100 12.8193
42200 12.8432
42300 12.8313
42400 12.8164
42500 12.8459
42600 12.8569
42700 12.8084
42800 12.8611
42900 12.8511
43000 12.8268
43100 12.8611
43200 12.8325
43300 12.8417
43400 12.8229
43500 12.8582
43600 12.8567
43700 12.8735
43800 12.7939
43900 12.8371
44000 12.8484
44100 12.8503
44200 12.8329
44300 12.8201
44400 12.8532
44500 12.8641
44600 12.8725
44700 12.863
44800 12.8714
44900 12.8663
45000 12.8727
45100 12.8735
45200 12.8505
45300 12.8639
45400 12.8253
45500 12.849
45600 12.8816
45700 12.8716
45800 12.8404
45900 12.8725
46000 12.854
46100 12.8788
46200 12.8964
46300 12.8865
46400 12.8741
46500 12.8609
46600 12.8834
46700 12.884
46800 12.886
46900 12.8767
47000 12.8935
47100 12.8897
47200 12.874
47300 12.8961
47400 12.8936
47500 12.8735
47600 12.8703
47700 12.8846
47800 12.8741
47900 12.8921
48000 12.9271
48100 12.9243
48200 12.8727
48300 12.923
48400 12.9138
48500 12.902
48600 12.8863
48700 12.887
48800 12.897
48900 12.8936
49000 12.8974
49100 12.9084
49200 12.906
49300 12.9157
49400 12.9183
49500 12.9062
49600 12.9306
49700 12.9081
49800 12.9337
49900 12.916
50000 12.9385
50100 12.9231
50200 12.9291
50300 12.9245
50400 12.9466
50500 12.9503
50600 12.9319
50700 12.9588
50800 12.945
50900 12.9081
51000 12.923
51100 12.9458
51200 12.9555
51300 12.94
51400 12.9555
51500 12.9506
51600 12.9437
51700 12.944
51800 12.9317
51900 12.938
52000 12.9635
52100 12.9551
52200 12.9591
52300 12.9682
52400 12.9571
52500 12.9716
52600 13.0122
52700 12.9876
52800 12.9772
52900 12.9812
53000 12.9941
53100 13.0183
53200 13.0126
53300 12.9784
53400 12.9908
53500 12.9898
53600 12.9934
53700 13.0047
53800 13.0034
53900 13.0134
54000 12.9834
54100 13.0045
54200 13.0064
54300 12.9827
54400 12.9791
54500 12.9838
54600 13.0119
54700 13.0318
54800 13.0271
54900 12.9999
55000 12.998
55100 13.0192
55200 13.0315
55300 13.0345
55400 13.0243
55500 13.0415
55600 13.0149
55700 13.029
55800 13.0391
55900 13.0205
56000 13.0196
56100 13.0419
56200 13.0346
56300 13.0525
56400 13.0464
56500 13.0179
56600 13.0024
56700 13.038
56800 13.0367
56900 13.0264
57000 13.0363
57100 13.0351
57200 13.043
57300 13.0171
57400 13.0351
57500 13.0499
57600 13.0449
57700 13.0601
57800 13.042
57900 13.0793
58000 13.0515
58100 13.0669
58200 13.0254
58300 13.0723
58400 13.0536
58500 13.0625
58600 13.0644
58700 13.0475
58800 13.0892
58900 13.0898
59000 13.0904
59100 13.1073
59200 13.0909
59300 13.097
59400 13.1052
59500 13.0905
59600 13.0969
59700 13.0816
59800 13.1021
59900 13.0732
60000 13.0969
60100 13.081
60200 13.0754
60300 13.0991
60400 13.099
60500 13.0899
60600 13.0979
60700 13.0907
60800 13.0913
60900 13.0977
61000 13.1344
61100 13.1175
61200 13.1024
61300 13.1495
61400 13.1382
61500 13.1173
61600 13.1136
61700 13.1146
61800 13.11
61900 13.0919
62000 13.1188
62100 13.1259
62200 13.1021
62300 13.1297
62400 13.1215
62500 13.1372
62600 13.128
62700 13.1621
62800 13.1289
62900 13.1021
63000 13.112
63100 13.1453
63200 13.1299
63300 13.1082
63400 13.1192
63500 13.1427
63600 13.1433
63700 13.1446
63800 13.1569
63900 13.1295
64000 13.1677
64100 13.159
64200 13.1664
64300 13.1629
64400 13.1656
64500 13.1575
64600 13.1721
64700 13.119
64800 13.15
64900 13.1709
65000 13.1687
65100 13.162
65200 13.1841
65300 13.1721
65400 13.1617
65500 13.1431
65600 13.1755
65700 13.185
65800 13.173
65900 13.1966
66000 13.1919
66100 13.1829
66200 13.1598
66300 13.1854
66400 13.1973
66500 13.1922
66600 13.163
66700 13.1617
66800 13.1701
66900 13.1792
67000 13.182
67100 13.1616
67200 13.2065
67300 13.2043
67400 13.1791
67500 13.207
67600 13.1813
67700 13.2238
67800 13.1502
67900 13.1885
68000 13.1845
68100 13.1967
68200 13.2165
68300 13.2064
68400 13.2185
68500 13.2006
68600 13.2294
68700 13.2385
68800 13.2104
68900 13.2037
69000 13.2271
69100 13.2054
69200 13.2171
69300 13.2398
69400 13.1995
69500 13.2394
69600 13.2442
69700 13.2416
69800 13.212
69900 13.23
70000 13.2199
70100 13.2095
70200 13.2251
70300 13.2082
70400 13.2121
70500 13.2152
70600 13.2251
70700 13.2331
70800 13.1943
70900 13.2466
71000 13.2176
71100 13.2421
71200 13.2341
71300 13.2244
71400 13.2345
71500 13.2606
71600 13.2573
71700 13.2499
71800 13.2816
71900 13.2818
72000 13.2447
72100 13.2441
72200 13.2327
72300 13.2453
72400 13.2401
72500 13.2334
72600 13.2417
72700 13.2541
72800 13.2544
72900 13.255
73000 13.2386
73100 13.2541
73200 13.258
73300 13.2105
73400 13.2321
73500 13.2426
73600 13.2516
73700 13.2492
73800 13.2369
73900 13.2154
74000 13.2472
74100 13.2645
74200 13.2725
74300 13.2665
74400 13.2671
74500 13.2731
74600 13.2172
74700 13.2496
74800 13.2387
74900 13.2434
75000 13.247
75100 13.2441
75200 13.2342
75300 13.2489
75400 13.29
75500 13.2846
75600 13.2345
75700 13.2574
75800 13.2484
75900 13.2755
76000 13.2622
76100 13.254
76200 13.2776
76300 13.2609
76400 13.2728
76500 13.2752
76600 13.2599
76700 13.2959
76800 13.2569
76900 13.2852
77000 13.273
77100 13.2812
77200 13.2513
77300 13.2849
77400 13.2756
77500 13.2715
77600 13.2809
77700 13.2691
77800 13.2545
77900 13.2628
78000 13.2794
78100 13.2776
78200 13.3029
78300 13.2724
78400 13.2797
78500 13.2807
78600 13.2789
78700 13.2852
78800 13.2791
78900 13.2792
79000 13.275
79100 13.3101
79200 13.3034
79300 13.2795
79400 13.2948
79500 13.3131
79600 13.303
79700 13.3381
79800 13.3135
79900 13.3096
80000 13.3006
80100 13.317
80200 13.3135
80300 13.2949
80400 13.3123
80500 13.328
80600 13.312
80700 13.2882
80800 13.2966
80900 13.3085
81000 13.3106
81100 13.2988
81200 13.3262
81300 13.3187
81400 13.3259
81500 13.3529
81600 13.3205
81700 13.329
81800 13.331
81900 13.3328
82000 13.3558
82100 13.3426
82200 13.345
82300 13.3358
82400 13.3492
82500 13.3459
82600 13.3314
82700 13.3532
82800 13.3715
82900 13.3494
83000 13.3716
83100 13.381
83200 13.3931
83300 13.3419
83400 13.3391
83500 13.3799
83600 13.3335
83700 13.3625
83800 13.3325
83900 13.3694
84000 13.3904
84100 13.3468
84200 13.3594
84300 13.3644
84400 13.3551
84500 13.3387
84600 13.3704
84700 13.3459
84800 13.3964
84900 13.3618
85000 13.3804
85100 13.3635
85200 13.3744
85300 13.3779
85400 13.3778
85500 13.358
85600 13.3432
85700 13.3921
85800 13.3899
85900 13.3939
86000 13.3981
86100 13.3758
86200 13.3614
86300 13.3659
86400 13.3584
86500 13.3875
86600 13.3949
86700 13.3818
86800 13.381
86900 13.352
87000 13.3429
87100 13.3517
87200 13.38
87300 13.3675
87400 13.3841
87500 13.3909
87600 13.3594
87700 13.3696
87800 13.3752
87900 13.3588
88000 13.3865
88100 13.3784
88200 13.367
88300 13.3774
88400 13.3715
88500 13.3641
88600 13.3839
88700 13.3799
88800 13.3711
88900 13.359
89000 13.3857
89100 13.4011
89200 13.4317
89300 13.3934
89400 13.4185
89500 13.3889
89600 13.394
89700 13.3775
89800 13.3944
89900 13.3953
90000 13.3436
90100 13.3856
90200 13.4375
90300 13.4087
90400 13.3918
90500 13.4255
90600 13.4264
90700 13.4395
90800 13.4366
90900 13.4132
91000 13.4054
91100 13.3969
91200 13.3986
91300 13.38
91400 13.4093
91500 13.4206
91600 13.4001
91700 13.4471
91800 13.4175
91900 13.4205
92000 13.441
92100 13.4332
92200 13.4268
92300 13.4042
92400 13.4362
92500 13.4446
92600 13.4405
92700 13.4455
92800 13.4202
92900 13.4588
93000 13.4676
93100 13.4349
93200 13.3993
93300 13.4362
93400 13.473
93500 13.4264
93600 13.4361
93700 13.4786
93800 13.4735
93900 13.4409
94000 13.4388
94100 13.4754
94200 13.4641
94300 13.4274
94400 13.4546
94500 13.4444
94600 13.4451
94700 13.466
94800 13.4157
94900 13.4603
95000 13.4064
95100 13.4452
95200 13.4454
95300 13.4767
95400 13.4534
95500 13.4746
95600 13.4419
95700 13.4469
95800 13.4551
95900 13.4514
96000 13.4322
96100 13.4706
96200 13.4652
96300 13.423
96400 13.4585
96500 13.4742
96600 13.4398
96700 13.4672
96800 13.4466
96900 13.4679
97000 13.4726
97100 13.4715
97200 13.4883
97300 13.4157
97400 13.4449
97500 13.4594
97600 13.4714
97700 13.4594
97800 13.4524
97900 13.4569
98000 13.4718
98100 13.4631
98200 13.4575
98300 13.4501
98400 13.4889
98500 13.4642
98600 13.4586
98700 13.4889
98800 13.4999
98900 13.4976
99000 13.4705
99100 13.4684
99200 13.497
99300 13.4857
99400 13.4969
99500 13.5281
99600 13.5266
99700 13.5156
99800 13.5013
99900 13.5105
100000 13.496
