# Time-averaged data for fix myat2
# TimeStep v_delta_x
173800 21.9795
173900 22.0025
174000 21.7255
174100 21.6196
174200 21.8254
174300 21.7217
174400 21.8122
174500 21.7662
174600 21.866
174700 21.7729
174800 21.7238
174900 22.1299
175000 22.1641
175100 21.7419
175200 22.1824
175300 21.9728
175400 21.5334
175500 20.9666
175600 20.9282
175700 20.9709
175800 21.3746
175900 21.2406
176000 21.2737
176100 21.3958
176200 21.4817
176300 21.288
176400 21.4535
176500 21.4127
176600 21.1295
176700 20.9806
176800 21.1433
176900 21.5393
177000 21.2384
177100 20.9913
177200 20.5767
177300 20.3002
177400 19.6417
177500 19.5189
177600 19.5207
177700 19.6333
177800 19.9276
177900 20.2104
178000 19.919
178100 20.0253
178200 20.0514
178300 19.9007
178400 20.1848
178500 20.2476
178600 20.4623
178700 20.7335
178800 21.025
178900 21.1016
179000 21.286
179100 21.0792
179200 21.4517
179300 21.4544
179400 21.146
179500 21.1008
179600 21.2116
179700 21.8899
179800 21.2452
179900 21.4661
180000 21.4909
180100 21.0123
180200 20.6468
180300 20.5553
180400 20.9593
180500 21.3895
180600 21.4449
180700 21.6876
180800 21.5635
180900 21.7559
181000 21.7012
181100 21.6784
181200 21.3491
181300 20.8975
181400 20.6632
181500 20.9959
181600 20.6356
181700 21.033
181800 21.5421
181900 22.0718
182000 21.8087
182100 21.4848
182200 21.369
182300 21.2948
182400 21.3933
182500 21.4282
182600 21.3447
182700 21.1948
182800 21.2262
182900 21.0031
183000 20.7202
183100 20.5204
183200 20.5543
183300 20.3309
183400 20.8446
183500 20.7659
183600 20.5588
183700 20.4717
183800 20.4803
183900 20.5486
184000 20.5483
184100 20.6354
184200 20.9365
184300 21.4376
184400 21.9106
184500 22.0073
184600 21.829
184700 22.1735
184800 22.1373
184900 21.9344
185000 22.0769
185100 22.5281
185200 22.3846
185300 22.2621
185400 22.475
185500 22.392
185600 22.0959
185700 21.8887
185800 21.872
185900 21.8562
186000 21.4493
186100 21.3645
186200 21.8617
186300 21.9018
186400 22.133
186500 22.0448
186600 21.9272
186700 21.7416
186800 21.5771
186900 21.2107
187000 21.2467
187100 21.5972
187200 21.7154
187300 21.7849
187400 21.844
187500 21.4046
187600 21.6537
187700 21.4827
187800 21.2757
187900 21.3107
188000 21.3731
188100 21.4094
188200 21.1984
188300 21.1066
188400 21.7386
188500 21.5573
188600 21.3492
188700 21.6159
188800 21.6116
188900 21.2076
189000 21.0516
189100 21.4574
189200 21.6743
189300 21.5203
189400 21.3122
189500 21.4582
189600 21.471
189700 21.5872
189800 21.8517
189900 21.7313
190000 21.2512
190100 21.0724
190200 21.169
190300 20.9847
190400 20.4916
190500 20.7492
190600 20.9514
190700 20.9689
190800 21.0379
190900 21.2382
191000 21.0316
191100 21.2698
191200 21.3871
191300 21.2537
191400 20.9719
191500 20.638
191600 20.9289
191700 20.9295
191800 20.7646
191900 20.1644
192000 19.9916
192100 20.2326
192200 19.9779
192300 19.854
192400 20.4286
192500 20.809
192600 20.4432
192700 20.36
192800 20.2517
192900 20.0379
193000 19.987
193100 19.9891
193200 20.1022
193300 19.9421
193400 20.1059
193500 19.9126
193600 20.5223
193700 20.9792
193800 20.4655
193900 20.3683
194000 20.1274
194100 20.6378
194200 20.4189
194300 20.2646
194400 20.2362
194500 20.084
194600 19.8751
194700 19.7628
194800 19.7102
194900 19.8425
195000 19.8793
195100 19.4574
195200 19.0279
195300 19.0456
195400 19.1987
195500 19.4072
195600 19.3753
195700 19.3648
195800 19.4745
195900 19.2438
196000 19.0805
196100 19.3801
196200 19.7557
196300 19.3319
196400 18.7229
196500 18.5579
196600 18.7099
196700 18.8833
196800 19.0138
196900 18.6787
197000 18.7717
197100 18.8772
197200 18.8948
197300 18.9808
197400 18.7878
197500 18.9647
197600 18.9718
197700 18.7374
197800 19.0208
197900 19.1618
198000 19.0073
198100 18.8635
198200 18.9344
198300 19.2656
198400 19.7692
198500 19.919
198600 19.6707
198700 19.6102
198800 20.0516
198900 20.0683
199000 20.0392
199100 20.2456
199200 20.2506
199300 20.4587
199400 20.4918
199500 20.4204
199600 20.4566
199700 20.5522
199800 20.4172
199900 20.4954
200000 20.9612
