# Time-averaged data for fix myat1
# TimeStep v_Ntype1in v_Ntype1ou
184000 41 3459
185000 44 3456
186000 42 3458
187000 42 3458
188000 44 3456
189000 44 3456
190000 47 3453
191000 44 3456
192000 49 3451
193000 45 3455
194000 44 3456
195000 43 3457
196000 44 3456
197000 44 3456
198000 47 3453
199000 49 3451
200000 53 3447
201000 48 3452
202000 52 3448
203000 52 3448
204000 54 3446
205000 53 3447
206000 52 3448
207000 55 3445
208000 53 3447
209000 55 3445
210000 53 3447
211000 49 3451
212000 48 3452
213000 53 3447
214000 54 3446
215000 55 3445
216000 57 3443
217000 58 3442
218000 57 3443
219000 56 3444
220000 59 3441
221000 58 3442
222000 62 3438
223000 60 3440
224000 61 3439
225000 60 3440
226000 64 3436
227000 59 3441
228000 57 3443
229000 55 3445
230000 57 3443
231000 56 3444
232000 55 3445
233000 52 3448
234000 58 3442
235000 58 3442
236000 57 3443
237000 61 3439
238000 56 3444
239000 60 3440
240000 58 3442
241000 60 3440
242000 60 3440
243000 60 3440
244000 60 3440
245000 59 3441
246000 54 3446
247000 55 3445
248000 57 3443
249000 58 3442
250000 59 3441
251000 59 3441
252000 58 3442
253000 57 3443
254000 54 3446
255000 54 3446
256000 56 3444
257000 54 3446
258000 59 3441
259000 58 3442
260000 63 3437
261000 61 3439
262000 58 3442
263000 60 3440
264000 60 3440
265000 61 3439
266000 61 3439
267000 58 3442
268000 59 3441
269000 60 3440
270000 60 3440
271000 62 3438
272000 58 3442
273000 57 3443
274000 56 3444
275000 54 3446
276000 55 3445
277000 54 3446
278000 59 3441
279000 60 3440
280000 60 3440
281000 61 3439
282000 62 3438
283000 61 3439
284000 62 3438
285000 60 3440
286000 63 3437
287000 64 3436
288000 63 3437
289000 62 3438
290000 63 3437
291000 61 3439
292000 58 3442
293000 61 3439
294000 60 3440
295000 61 3439
296000 67 3433
297000 62 3438
298000 64 3436
299000 59 3441
300000 65 3435
301000 62 3438
302000 63 3437
303000 64 3436
304000 63 3437
305000 66 3434
306000 63 3437
307000 63 3437
308000 66 3434
309000 66 3434
310000 67 3433
311000 64 3436
312000 64 3436
313000 62 3438
314000 66 3434
315000 62 3438
316000 61 3439
317000 64 3436
318000 62 3438
319000 63 3437
320000 65 3435
321000 66 3434
322000 67 3433
323000 64 3436
324000 67 3433
325000 67 3433
326000 66 3434
327000 67 3433
328000 66 3434
329000 65 3435
330000 63 3437
331000 65 3435
332000 65 3435
333000 65 3435
334000 65 3435
335000 62 3438
336000 63 3437
337000 65 3435
338000 67 3433
339000 66 3434
340000 61 3439
341000 60 3440
342000 65 3435
343000 64 3436
344000 65 3435
345000 63 3437
346000 68 3432
347000 69 3431
348000 66 3434
349000 68 3432
350000 74 3426
351000 70 3430
352000 69 3431
353000 66 3434
354000 68 3432
355000 66 3434
356000 67 3433
357000 67 3433
358000 68 3432
359000 66 3434
360000 66 3434
361000 63 3437
362000 67 3433
363000 63 3437
364000 65 3435
365000 65 3435
366000 62 3438
367000 66 3434
368000 65 3435
369000 66 3434
370000 69 3431
371000 71 3429
372000 69 3431
373000 71 3429
374000 69 3431
375000 69 3431
376000 71 3429
377000 70 3430
378000 73 3427
379000 69 3431
380000 70 3430
381000 71 3429
382000 68 3432
383000 68 3432
384000 64 3436
385000 63 3437
386000 65 3435
387000 70 3430
388000 72 3428
389000 74 3426
390000 73 3427
391000 76 3424
392000 73 3427
393000 74 3426
394000 71 3429
395000 69 3431
396000 69 3431
397000 69 3431
398000 68 3432
399000 72 3428
400000 72 3428
401000 71 3429
402000 74 3426
403000 74 3426
404000 72 3428
405000 70 3430
406000 71 3429
407000 73 3427
408000 73 3427
409000 72 3428
410000 74 3426
411000 74 3426
412000 75 3425
413000 71 3429
414000 71 3429
415000 72 3428
416000 75 3425
417000 71 3429
418000 72 3428
419000 70 3430
420000 71 3429
421000 67 3433
422000 67 3433
423000 68 3432
424000 66 3434
425000 71 3429
426000 70 3430
427000 73 3427
428000 71 3429
429000 73 3427
430000 77 3423
431000 79 3421
432000 72 3428
433000 73 3427
434000 74 3426
435000 73 3427
436000 75 3425
437000 80 3420
438000 72 3428
439000 80 3420
440000 81 3419
441000 78 3422
442000 79 3421
443000 74 3426
444000 79 3421
445000 78 3422
446000 77 3423
447000 75 3425
448000 76 3424
449000 80 3420
450000 78 3422
451000 82 3418
452000 86 3414
453000 84 3416
454000 81 3419
455000 81 3419
456000 81 3419
457000 80 3420
458000 80 3420
459000 76 3424
460000 79 3421
461000 79 3421
462000 79 3421
463000 77 3423
464000 78 3422
465000 81 3419
466000 77 3423
467000 75 3425
468000 78 3422
469000 76 3424
470000 73 3427
471000 75 3425
472000 76 3424
473000 76 3424
474000 74 3426
475000 77 3423
476000 70 3430
477000 72 3428
478000 75 3425
479000 80 3420
480000 74 3426
481000 76 3424
482000 80 3420
483000 78 3422
484000 73 3427
485000 78 3422
486000 78 3422
487000 75 3425
488000 73 3427
489000 75 3425
490000 74 3426
491000 79 3421
492000 77 3423
493000 79 3421
494000 83 3417
495000 80 3420
496000 83 3417
497000 79 3421
498000 80 3420
499000 80 3420
500000 80 3420
501000 81 3419
502000 80 3420
503000 78 3422
504000 81 3419
505000 81 3419
506000 81 3419
507000 74 3426
508000 74 3426
509000 78 3422
510000 78 3422
511000 80 3420
512000 76 3424
513000 78 3422
514000 74 3426
515000 74 3426
516000 76 3424
517000 78 3422
518000 79 3421
519000 78 3422
520000 79 3421
521000 80 3420
522000 78 3422
523000 81 3419
524000 79 3421
525000 80 3420
526000 81 3419
527000 80 3420
528000 78 3422
529000 77 3423
530000 78 3422
531000 77 3423
532000 76 3424
533000 79 3421
534000 79 3421
535000 79 3421
536000 77 3423
537000 79 3421
538000 78 3422
539000 76 3424
540000 75 3425
541000 75 3425
542000 71 3429
543000 78 3422
544000 69 3431
545000 71 3429
546000 68 3432
547000 71 3429
548000 75 3425
549000 74 3426
550000 75 3425
551000 76 3424
552000 75 3425
553000 71 3429
554000 75 3425
555000 75 3425
556000 74 3426
557000 71 3429
558000 71 3429
559000 73 3427
560000 73 3427
561000 77 3423
562000 74 3426
563000 76 3424
564000 74 3426
565000 81 3419
566000 78 3422
567000 81 3419
568000 81 3419
569000 78 3422
570000 80 3420
571000 81 3419
572000 82 3418
573000 83 3417
574000 82 3418
575000 84 3416
576000 83 3417
577000 85 3415
578000 89 3411
579000 85 3415
580000 86 3414
581000 87 3413
582000 86 3414
583000 90 3410
584000 83 3417
585000 83 3417
586000 90 3410
587000 93 3407
588000 87 3413
589000 87 3413
590000 84 3416
591000 82 3418
592000 82 3418
593000 85 3415
594000 84 3416
595000 84 3416
596000 82 3418
597000 80 3420
598000 81 3419
599000 80 3420
600000 83 3417
601000 84 3416
602000 82 3418
603000 85 3415
604000 83 3417
605000 85 3415
606000 83 3417
607000 79 3421
608000 78 3422
609000 83 3417
610000 78 3422
611000 79 3421
612000 85 3415
613000 79 3421
614000 83 3417
615000 81 3419
616000 84 3416
617000 86 3414
618000 82 3418
619000 82 3418
620000 80 3420
621000 87 3413
622000 88 3412
623000 93 3407
624000 93 3407
625000 93 3407
626000 98 3402
627000 95 3405
628000 98 3402
629000 100 3400
630000 100 3400
631000 96 3404
632000 95 3405
633000 91 3409
634000 91 3409
635000 90 3410
636000 88 3412
637000 88 3412
638000 89 3411
639000 91 3409
640000 94 3406
641000 90 3410
642000 87 3413
643000 91 3409
644000 87 3413
645000 90 3410
646000 97 3403
647000 94 3406
648000 90 3410
649000 86 3414
650000 93 3407
651000 93 3407
652000 93 3407
653000 87 3413
654000 89 3411
655000 93 3407
656000 96 3404
657000 94 3406
658000 95 3405
659000 98 3402
660000 96 3404
661000 96 3404
662000 102 3398
663000 98 3402
664000 104 3396
665000 101 3399
666000 102 3398
667000 97 3403
668000 102 3398
669000 101 3399
670000 101 3399
671000 100 3400
672000 94 3406
673000 94 3406
674000 92 3408
675000 96 3404
676000 94 3406
677000 90 3410
678000 92 3408
679000 95 3405
680000 92 3408
681000 92 3408
682000 90 3410
683000 89 3411
684000 89 3411
685000 86 3414
686000 87 3413
687000 85 3415
688000 85 3415
689000 86 3414
690000 91 3409
691000 91 3409
692000 91 3409
693000 91 3409
694000 93 3407
695000 89 3411
696000 87 3413
697000 85 3415
698000 87 3413
699000 87 3413
700000 92 3408
701000 90 3410
702000 92 3408
703000 91 3409
704000 89 3411
705000 90 3410
706000 92 3408
707000 95 3405
708000 89 3411
709000 91 3409
710000 92 3408
711000 93 3407
712000 91 3409
713000 94 3406
714000 94 3406
715000 97 3403
716000 94 3406
717000 89 3411
718000 89 3411
719000 91 3409
720000 97 3403
721000 99 3401
722000 95 3405
723000 89 3411
724000 92 3408
725000 93 3407
726000 91 3409
727000 92 3408
728000 93 3407
729000 93 3407
730000 93 3407
731000 95 3405
732000 95 3405
733000 97 3403
734000 100 3400
735000 104 3396
736000 101 3399
737000 99 3401
738000 97 3403
739000 98 3402
740000 100 3400
741000 98 3402
742000 98 3402
743000 101 3399
744000 99 3401
745000 95 3405
746000 99 3401
747000 103 3397
748000 100 3400
749000 102 3398
750000 98 3402
751000 102 3398
752000 103 3397
753000 105 3395
754000 104 3396
755000 103 3397
756000 101 3399
757000 99 3401
758000 98 3402
759000 95 3405
760000 98 3402
761000 96 3404
762000 101 3399
763000 101 3399
764000 99 3401
765000 102 3398
766000 103 3397
767000 95 3405
768000 95 3405
769000 96 3404
770000 93 3407
771000 92 3408
772000 90 3410
773000 91 3409
774000 92 3408
775000 97 3403
776000 93 3407
777000 95 3405
778000 91 3409
779000 91 3409
780000 91 3409
781000 91 3409
782000 88 3412
783000 87 3413
784000 89 3411
785000 90 3410
786000 85 3415
787000 89 3411
788000 90 3410
789000 92 3408
790000 88 3412
791000 89 3411
792000 91 3409
793000 91 3409
794000 95 3405
795000 96 3404
796000 91 3409
797000 94 3406
798000 95 3405
799000 97 3403
800000 100 3400
801000 94 3406
802000 88 3412
803000 91 3409
804000 97 3403
805000 98 3402
806000 99 3401
807000 95 3405
808000 94 3406
809000 93 3407
810000 94 3406
811000 95 3405
812000 96 3404
813000 94 3406
814000 97 3403
815000 99 3401
816000 97 3403
817000 95 3405
818000 95 3405
819000 90 3410
820000 92 3408
821000 96 3404
822000 97 3403
823000 94 3406
824000 94 3406
825000 96 3404
826000 95 3405
827000 99 3401
828000 96 3404
829000 99 3401
830000 98 3402
831000 101 3399
832000 102 3398
833000 101 3399
834000 96 3404
835000 98 3402
836000 99 3401
837000 100 3400
838000 100 3400
839000 101 3399
840000 100 3400
841000 103 3397
842000 99 3401
843000 102 3398
844000 103 3397
845000 101 3399
846000 102 3398
847000 102 3398
848000 107 3393
849000 98 3402
850000 92 3408
851000 99 3401
852000 98 3402
853000 94 3406
854000 96 3404
855000 94 3406
856000 96 3404
857000 91 3409
858000 92 3408
859000 90 3410
860000 91 3409
861000 92 3408
862000 96 3404
863000 97 3403
864000 97 3403
865000 96 3404
866000 93 3407
867000 93 3407
868000 90 3410
869000 94 3406
870000 94 3406
871000 93 3407
872000 90 3410
873000 90 3410
874000 92 3408
875000 93 3407
876000 93 3407
877000 96 3404
878000 92 3408
879000 94 3406
880000 101 3399
881000 100 3400
882000 96 3404
883000 93 3407
884000 94 3406
885000 94 3406
886000 96 3404
887000 99 3401
888000 94 3406
889000 97 3403
890000 95 3405
891000 96 3404
892000 98 3402
893000 97 3403
894000 97 3403
895000 97 3403
896000 92 3408
897000 94 3406
898000 87 3413
899000 90 3410
900000 90 3410
901000 96 3404
902000 99 3401
903000 94 3406
904000 95 3405
905000 97 3403
906000 97 3403
907000 94 3406
908000 103 3397
909000 101 3399
910000 99 3401
911000 95 3405
912000 96 3404
913000 96 3404
914000 93 3407
915000 96 3404
916000 96 3404
917000 98 3402
918000 98 3402
919000 101 3399
920000 97 3403
921000 101 3399
922000 99 3401
923000 95 3405
924000 101 3399
925000 99 3401
926000 101 3399
927000 106 3394
928000 104 3396
929000 100 3400
930000 101 3399
931000 102 3398
932000 103 3397
933000 101 3399
934000 100 3400
935000 100 3400
936000 102 3398
937000 99 3401
938000 97 3403
939000 103 3397
940000 103 3397
941000 100 3400
942000 103 3397
943000 102 3398
944000 104 3396
945000 103 3397
946000 103 3397
947000 104 3396
948000 103 3397
949000 104 3396
950000 101 3399
951000 102 3398
952000 102 3398
953000 103 3397
954000 101 3399
955000 96 3404
956000 100 3400
957000 98 3402
958000 100 3400
959000 102 3398
960000 100 3400
961000 99 3401
962000 99 3401
963000 101 3399
964000 97 3403
965000 96 3404
966000 95 3405
967000 98 3402
968000 98 3402
969000 98 3402
970000 100 3400
971000 100 3400
972000 98 3402
973000 100 3400
974000 97 3403
975000 98 3402
976000 100 3400
977000 98 3402
978000 98 3402
979000 96 3404
980000 95 3405
981000 94 3406
982000 91 3409
983000 94 3406
984000 95 3405
985000 95 3405
986000 94 3406
987000 96 3404
988000 96 3404
989000 99 3401
990000 97 3403
991000 99 3401
992000 99 3401
993000 103 3397
994000 101 3399
995000 102 3398
996000 103 3397
997000 102 3398
998000 103 3397
999000 101 3399
1000000 96 3404
1001000 98 3402
1002000 98 3402
1003000 97 3403
1004000 99 3401
1005000 95 3405
1006000 103 3397
1007000 104 3396
1008000 105 3395
1009000 103 3397
1010000 104 3396
1011000 110 3390
1012000 102 3398
1013000 100 3400
1014000 101 3399
1015000 100 3400
1016000 101 3399
1017000 101 3399
1018000 100 3400
1019000 99 3401
1020000 101 3399
1021000 101 3399
1022000 97 3403
1023000 101 3399
1024000 100 3400
1025000 103 3397
1026000 102 3398
1027000 104 3396
1028000 104 3396
1029000 109 3391
1030000 103 3397
1031000 106 3394
1032000 104 3396
1033000 101 3399
1034000 102 3398
1035000 106 3394
1036000 106 3394
1037000 107 3393
1038000 105 3395
1039000 109 3391
1040000 107 3393
1041000 110 3390
1042000 111 3389
1043000 112 3388
1044000 112 3388
1045000 113 3387
1046000 108 3392
1047000 113 3387
1048000 115 3385
1049000 113 3387
1050000 113 3387
1051000 117 3383
1052000 116 3384
1053000 117 3383
1054000 115 3385
1055000 110 3390
1056000 116 3384
1057000 116 3384
1058000 115 3385
1059000 115 3385
1060000 119 3381
1061000 119 3381
1062000 119 3381
1063000 120 3380
1064000 121 3379
1065000 120 3380
1066000 119 3381
1067000 118 3382
1068000 118 3382
1069000 118 3382
1070000 118 3382
1071000 115 3385
1072000 119 3381
1073000 122 3378
1074000 125 3375
1075000 119 3381
1076000 121 3379
1077000 114 3386
1078000 118 3382
1079000 122 3378
1080000 121 3379
1081000 122 3378
1082000 123 3377
1083000 124 3376
1084000 121 3379
1085000 120 3380
1086000 120 3380
1087000 121 3379
1088000 119 3381
1089000 121 3379
1090000 123 3377
1091000 122 3378
1092000 120 3380
1093000 121 3379
1094000 125 3375
1095000 125 3375
1096000 121 3379
1097000 125 3375
1098000 120 3380
1099000 119 3381
1100000 120 3380
1101000 120 3380
1102000 126 3374
1103000 123 3377
1104000 122 3378
1105000 124 3376
1106000 120 3380
1107000 123 3377
1108000 124 3376
1109000 122 3378
1110000 123 3377
1111000 119 3381
1112000 118 3382
1113000 122 3378
1114000 119 3381
1115000 125 3375
1116000 125 3375
1117000 129 3371
1118000 129 3371
1119000 124 3376
1120000 118 3382
1121000 122 3378
1122000 119 3381
1123000 121 3379
1124000 120 3380
1125000 121 3379
1126000 125 3375
1127000 126 3374
1128000 123 3377
1129000 126 3374
1130000 125 3375
1131000 119 3381
1132000 124 3376
1133000 118 3382
1134000 120 3380
1135000 114 3386
1136000 115 3385
1137000 115 3385
1138000 111 3389
1139000 114 3386
1140000 112 3388
1141000 109 3391
1142000 113 3387
1143000 109 3391
1144000 113 3387
1145000 114 3386
1146000 123 3377
1147000 121 3379
1148000 118 3382
1149000 119 3381
1150000 118 3382
1151000 119 3381
1152000 114 3386
1153000 115 3385
1154000 117 3383
1155000 119 3381
1156000 115 3385
1157000 114 3386
1158000 116 3384
1159000 117 3383
1160000 118 3382
1161000 117 3383
1162000 119 3381
1163000 114 3386
1164000 118 3382
1165000 119 3381
1166000 114 3386
1167000 115 3385
1168000 114 3386
1169000 114 3386
1170000 115 3385
1171000 117 3383
1172000 114 3386
1173000 116 3384
1174000 115 3385
1175000 112 3388
1176000 120 3380
1177000 121 3379
1178000 123 3377
1179000 118 3382
1180000 124 3376
1181000 116 3384
1182000 114 3386
1183000 118 3382
1184000 117 3383
1185000 123 3377
1186000 122 3378
1187000 122 3378
1188000 120 3380
1189000 119 3381
1190000 122 3378
1191000 116 3384
1192000 119 3381
1193000 116 3384
1194000 115 3385
1195000 115 3385
1196000 111 3389
1197000 113 3387
1198000 118 3382
1199000 118 3382
1200000 115 3385
1201000 114 3386
1202000 117 3383
1203000 116 3384
1204000 112 3388
1205000 109 3391
1206000 117 3383
1207000 113 3387
1208000 116 3384
1209000 114 3386
1210000 111 3389
1211000 113 3387
1212000 113 3387
1213000 110 3390
1214000 110 3390
1215000 112 3388
1216000 112 3388
1217000 114 3386
1218000 111 3389
1219000 110 3390
1220000 113 3387
1221000 112 3388
1222000 113 3387
1223000 112 3388
1224000 115 3385
1225000 113 3387
1226000 115 3385
1227000 111 3389
1228000 114 3386
1229000 117 3383
1230000 116 3384
1231000 114 3386
1232000 113 3387
1233000 109 3391
1234000 108 3392
1235000 111 3389
1236000 109 3391
1237000 108 3392
1238000 107 3393
1239000 104 3396
1240000 109 3391
1241000 108 3392
1242000 108 3392
1243000 111 3389
1244000 112 3388
1245000 112 3388
1246000 104 3396
1247000 102 3398
1248000 105 3395
1249000 109 3391
1250000 106 3394
1251000 112 3388
1252000 112 3388
1253000 120 3380
1254000 119 3381
1255000 117 3383
1256000 115 3385
1257000 118 3382
1258000 112 3388
1259000 115 3385
1260000 120 3380
1261000 116 3384
1262000 121 3379
1263000 114 3386
1264000 117 3383
1265000 117 3383
1266000 118 3382
1267000 116 3384
1268000 115 3385
1269000 117 3383
1270000 114 3386
1271000 114 3386
1272000 115 3385
1273000 114 3386
1274000 114 3386
1275000 112 3388
1276000 115 3385
1277000 111 3389
1278000 111 3389
1279000 114 3386
1280000 114 3386
1281000 106 3394
1282000 115 3385
1283000 113 3387
1284000 120 3380
1285000 117 3383
1286000 121 3379
1287000 124 3376
1288000 122 3378
1289000 117 3383
1290000 119 3381
1291000 123 3377
1292000 120 3380
1293000 124 3376
1294000 123 3377
1295000 125 3375
1296000 123 3377
1297000 123 3377
1298000 120 3380
1299000 119 3381
1300000 121 3379
1301000 121 3379
1302000 119 3381
1303000 122 3378
1304000 120 3380
1305000 116 3384
1306000 116 3384
1307000 116 3384
1308000 123 3377
1309000 122 3378
1310000 126 3374
1311000 121 3379
1312000 121 3379
1313000 121 3379
1314000 130 3370
1315000 128 3372
1316000 129 3371
1317000 127 3373
1318000 123 3377
1319000 124 3376
1320000 127 3373
1321000 134 3366
1322000 128 3372
1323000 125 3375
1324000 125 3375
1325000 126 3374
1326000 128 3372
1327000 124 3376
1328000 125 3375
1329000 128 3372
1330000 127 3373
1331000 122 3378
1332000 120 3380
1333000 121 3379
1334000 125 3375
1335000 125 3375
1336000 128 3372
1337000 129 3371
1338000 123 3377
1339000 125 3375
1340000 120 3380
1341000 124 3376
1342000 122 3378
1343000 125 3375
1344000 126 3374
1345000 128 3372
1346000 127 3373
1347000 123 3377
1348000 121 3379
1349000 122 3378
1350000 118 3382
1351000 122 3378
1352000 120 3380
1353000 121 3379
1354000 123 3377
1355000 119 3381
1356000 118 3382
1357000 120 3380
1358000 120 3380
1359000 121 3379
1360000 119 3381
1361000 115 3385
1362000 118 3382
1363000 119 3381
1364000 120 3380
1365000 115 3385
1366000 119 3381
1367000 121 3379
1368000 122 3378
1369000 122 3378
1370000 130 3370
1371000 126 3374
1372000 122 3378
1373000 125 3375
1374000 125 3375
1375000 121 3379
1376000 120 3380
1377000 119 3381
1378000 119 3381
1379000 123 3377
1380000 121 3379
1381000 122 3378
1382000 118 3382
1383000 123 3377
1384000 117 3383
1385000 115 3385
1386000 119 3381
1387000 116 3384
1388000 116 3384
1389000 124 3376
1390000 121 3379
1391000 117 3383
1392000 120 3380
1393000 116 3384
1394000 116 3384
1395000 110 3390
1396000 115 3385
1397000 118 3382
1398000 119 3381
1399000 116 3384
1400000 114 3386
1401000 118 3382
1402000 115 3385
1403000 113 3387
1404000 115 3385
1405000 117 3383
1406000 117 3383
1407000 119 3381
1408000 117 3383
1409000 118 3382
1410000 122 3378
1411000 125 3375
1412000 124 3376
1413000 123 3377
1414000 123 3377
1415000 121 3379
1416000 121 3379
1417000 120 3380
1418000 120 3380
1419000 118 3382
1420000 119 3381
1421000 122 3378
1422000 122 3378
1423000 125 3375
1424000 124 3376
1425000 125 3375
1426000 128 3372
1427000 126 3374
1428000 123 3377
1429000 124 3376
1430000 125 3375
1431000 124 3376
1432000 123 3377
1433000 123 3377
1434000 119 3381
1435000 123 3377
1436000 125 3375
1437000 126 3374
1438000 127 3373
1439000 123 3377
1440000 124 3376
1441000 124 3376
1442000 128 3372
1443000 128 3372
1444000 126 3374
1445000 126 3374
1446000 132 3368
1447000 134 3366
1448000 135 3365
1449000 127 3373
1450000 121 3379
1451000 125 3375
1452000 124 3376
1453000 125 3375
1454000 125 3375
1455000 125 3375
1456000 128 3372
1457000 127 3373
1458000 125 3375
1459000 127 3373
1460000 129 3371
1461000 128 3372
1462000 123 3377
1463000 127 3373
1464000 131 3369
1465000 128 3372
1466000 132 3368
1467000 129 3371
1468000 130 3370
1469000 133 3367
1470000 133 3367
1471000 137 3363
1472000 131 3369
1473000 134 3366
1474000 134 3366
1475000 138 3362
1476000 135 3365
1477000 140 3360
1478000 140 3360
1479000 140 3360
1480000 135 3365
1481000 132 3368
1482000 133 3367
1483000 139 3361
1484000 140 3360
1485000 134 3366
1486000 132 3368
1487000 135 3365
1488000 132 3368
1489000 139 3361
1490000 134 3366
1491000 133 3367
1492000 129 3371
1493000 131 3369
1494000 127 3373
1495000 125 3375
1496000 133 3367
1497000 130 3370
1498000 127 3373
1499000 133 3367
1500000 132 3368
