#  Timestep    No_Moles    No_Specs   Si192O384           H
       9875           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H8           H
       9880           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H8           H
       9885           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H8           H
       9890           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H8           H
       9895           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H8           H
       9900           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H8           H
       9905           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H8           H
       9910           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H8           H
       9915           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H8           H
       9920           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H8           H
       9925           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H8           H
       9930           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H8           H
       9935           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H8           H
       9940           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H8           H
       9945           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H8           H
       9950           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H8           H
       9955           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H8           H
       9960           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H8           H
       9965           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H8           H
       9970           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H8           H
       9975           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H8           H
       9980           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H8           H
       9985           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H8           H
       9990           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H8           H
       9995           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10000           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10005           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10010           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10015           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10020           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10025           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10030           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10035           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10040           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10045           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10050           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10055           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10060           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10065           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10070           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10075           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10080           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10085           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10090           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10095           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10100           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10105           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10110           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10115           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10120           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10125           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10130           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10135           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10140           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10145           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10150           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10155           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10160           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10165           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10170           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10175           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10180           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10185           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10190           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10195           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10200           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10205           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10210           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10215           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10220           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10225           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10230           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10235           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10240           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10245           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10250           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10255           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10260           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10265           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10270           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10275           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10280           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10285           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10290           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10295           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10300           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10305           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10310           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10315           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10320           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10325           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10330           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10335           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10340           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H9           H
      10345           4           2           1           3
#  Timestep    No_Moles    No_Specs Si192O384H9           H
      10350           4           2           1           3
#  Timestep    No_Moles    No_Specs Si192O384H9           H
      10355           4           2           1           3
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10360           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10365           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10370           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10375           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10380           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H8           H
      10385           5           2           1           4
#  Timestep    No_Moles    No_Specs Si192O384H9           H
      10390           4           2           1           3
#  Timestep    No_Moles    No_Specs Si192O384H9           H
      10395           4           2           1           3
#  Timestep    No_Moles    No_Specs Si192O384H10           H
      10400           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H10           H
      10405           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H9           H
      10410           4           2           1           3
#  Timestep    No_Moles    No_Specs Si192O384H10           H
      10415           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H10           H
      10420           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H10           H
      10425           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H10           H
      10430           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H10           H
      10435           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H10           H
      10440           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H10           H
      10445           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H10           H
      10450           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H10           H
      10455           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H10           H
      10460           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H10           H
      10465           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10470           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10475           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10480           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10485           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10490           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10495           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10500           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10505           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10510           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10515           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10520           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10525           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10530           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10535           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10540           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10545           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10550           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10555           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10560           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10565           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10570           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10575           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10580           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10585           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10590           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10595           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10600           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10605           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10610           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10615           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10620           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10625           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10630           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10635           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10640           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10645           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10650           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10655           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10660           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10665           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10670           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10675           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10680           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10685           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10690           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10695           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10700           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10705           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10710           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10715           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10720           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10725           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10730           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10735           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10740           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10745           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10750           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10755           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10760           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10765           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10770           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10775           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10780           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10785           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10790           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10795           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10800           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10805           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10810           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10815           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10820           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10825           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10830           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10835           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10840           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10845           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10850           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10855           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10860           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10865           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10870           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10875           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10880           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10885           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10890           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10895           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10900           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10905           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10910           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10915           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10920           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10925           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10930           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10935           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10940           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10945           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10950           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10955           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10960           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10965           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10970           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10975           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10980           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10985           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10990           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      10995           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11000           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11005           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11010           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11015           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11020           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11025           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11030           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11035           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11040           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11045           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11050           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11055           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11060           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11065           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11070           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11075           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11080           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11085           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11090           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11095           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11100           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11105           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11110           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11115           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11120           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11125           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11130           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11135           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11140           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11145           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11150           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11155           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11160           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11165           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11170           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11175           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11180           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11185           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11190           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11195           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11200           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11205           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11210           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11215           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11220           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11225           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11230           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11235           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11240           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11245           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11250           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11255           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11260           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11265           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11270           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11275           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11280           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11285           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11290           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11295           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11300           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11305           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11310           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11315           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11320           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11325           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11330           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11335           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11340           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11345           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11350           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11355           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11360           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11365           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11370           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11375           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11380           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11385           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11390           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11395           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11400           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11405           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11410           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11415           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11420           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11425           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11430           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11435           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11440           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11445           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11450           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11455           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11460           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11465           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11470           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11475           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11480           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11485           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11490           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11495           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11500           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11505           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11510           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11515           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11520           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11525           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11530           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11535           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11540           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11545           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11550           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11555           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11560           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11565           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11570           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11575           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11580           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11585           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11590           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11595           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11600           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11605           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11610           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11615           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11620           2           2           1           1
