# Time-averaged data for fix myat2
# TimeStep v_myvol
100 27753
200 29567.2
300 30737.4
400 31480.9
500 32010.1
600 32450.8
700 32719
800 32919.9
900 33174.2
1000 33389.9
1100 33453.8
1200 33480.3
1300 33544.6
1400 33641.4
1500 33632.7
1600 33563
1700 33570.1
1800 33435.3
1900 33254.5
2000 33056.2
2100 32850.5
2200 32553.1
2300 32208.6
2400 31989.5
2500 31824.4
2600 31707.4
2700 31570
2800 31398.4
2900 31232.5
3000 31049.4
3100 30981.5
3200 30950.9
3300 30971.8
3400 30946.5
3500 30861.3
3600 30921.6
3700 30977.8
3800 30824.9
3900 30650.6
4000 30526.5
4100 30363.1
4200 30079.4
4300 29723.8
4400 29334.1
4500 29006.1
4600 28785.2
4700 28578.8
4800 28253.2
4900 27897.8
5000 27594.6
5100 27421.9
5200 27317.3
5300 27145.1
5400 26924.8
5500 26713.7
5600 26538.3
5700 26425
5800 26323.6
5900 26192.2
6000 26086.1
6100 26042.5
6200 25908.4
6300 25689.2
6400 25434.4
6500 25230.1
6600 24989.4
6700 24690.5
6800 24446.1
6900 24249.6
7000 24125.1
7100 23939.2
7200 23688.9
7300 23395.8
7400 23150.7
7500 22970.5
7600 22733.4
7700 22444.3
7800 22251.1
7900 22163.6
8000 21969.9
8100 21733.6
8200 21640.7
8300 21576.6
8400 21411.9
8500 21201.3
8600 21030.5
8700 20886.7
8800 20708.4
8900 20522.6
9000 20337
9100 20092.2
9200 19890.4
9300 19690.2
9400 19432.2
9500 19184.2
9600 18975.1
9700 18843.7
9800 18769.3
9900 18676
10000 18565.2
10100 18386.5
10200 18187.9
10300 18012.7
10400 17816.6
10500 17587.1
10600 17379.9
10700 17135.2
10800 16926.3
10900 16706.6
11000 16491.7
11100 16348.9
11200 16262.9
11300 16117.9
11400 15877.3
11500 15637.1
11600 15443.2
11700 15244.1
11800 15050.9
11900 14913.5
12000 14773.7
12100 14659.6
12200 14539.8
12300 14375.4
12400 14215.4
12500 14099.2
12600 14017.9
12700 13905.3
12800 13788.9
12900 13639.1
13000 13495.6
13100 13380.6
13200 13257.3
13300 13085.1
13400 12900.7
13500 12716.3
13600 12503.7
13700 12349.9
13800 12257.4
13900 12182.7
14000 12108.2
14100 12092.6
14200 12074.8
14300 12095.8
14400 12146.4
14500 12136.8
14600 12082.7
14700 12039.7
14800 12015.1
14900 12028.8
15000 12012.6
15100 11970.3
15200 11902.3
15300 11812.1
15400 11678.9
15500 11557.4
15600 11437.6
15700 11288.2
15800 11175.5
15900 11143.6
16000 11171.3
16100 11200.4
16200 11220.5
16300 11276.3
16400 11397.3
16500 11568
16600 11684.4
16700 11715
16800 11687.4
16900 11662.8
17000 11720.2
17100 11789.5
17200 11828.2
17300 11849.6
17400 11882
17500 11907.2
17600 11900.6
17700 11815.9
17800 11690.4
17900 11559.3
18000 11498.6
18100 11461.6
18200 11394.2
18300 11329.2
18400 11322.2
18500 11382.7
18600 11494.8
18700 11602.1
18800 11625.4
18900 11574.1
19000 11526.8
19100 11505.9
19200 11493.7
19300 11460.2
19400 11420
19500 11421.4
19600 11425.9
19700 11364.8
