#Coor		Free	+/-		Prob		+/-
-24.500000	0.127980	-nan	0.028497	-nan
-23.500000	0.166048	-nan	0.024278	-nan
-22.500000	0.203560	-nan	0.020731	-nan
-21.500000	0.197590	-nan	0.021259	-nan
-20.500000	0.218617	-nan	0.019458	-nan
-19.500000	0.230678	-nan	0.018495	-nan
-18.500000	0.240748	-nan	0.017727	-nan
-17.500000	0.236005	-nan	0.018085	-nan
-16.500000	0.232983	-nan	0.018316	-nan
-15.500000	0.238579	-nan	0.017890	-nan
-14.500000	0.259927	-nan	0.016352	-nan
-13.500000	0.276682	-nan	0.015239	-nan
-12.500000	0.293864	-nan	0.014175	-nan
-11.500000	0.328664	-nan	0.012244	-nan
-10.500000	0.357511	-nan	0.010844	-nan
-9.500000	0.417840	-nan	0.008412	-nan
-8.500000	0.462716	-nan	0.006964	-nan
-7.500000	0.552724	-nan	0.004767	-nan
-6.500000	0.743533	-nan	0.002135	-nan
-5.500000	1.971101	-nan	0.000012	-nan
-4.500000	5.438982	-nan	0.000000	-nan
-3.500000	6.691426	-nan	0.000000	-nan
-2.500000	6.933564	-nan	0.000000	-nan
-1.500000	7.023680	-nan	0.000000	-nan
-0.500000	7.023297	-nan	0.000000	-nan
0.500000	7.004663	-nan	0.000000	-nan
1.500000	6.963747	-nan	0.000000	-nan
2.500000	6.896062	-nan	0.000000	-nan
3.500000	6.568481	-nan	0.000000	-nan
4.500000	5.164111	-nan	0.000000	-nan
5.500000	1.624248	-nan	0.000052	-nan
6.500000	0.435224	-nan	0.007818	-nan
7.500000	0.226680	-nan	0.018809	-nan
8.500000	0.147185	-nan	0.026284	-nan
9.500000	0.084305	-nan	0.034249	-nan
10.500000	0.054216	-nan	0.038874	-nan
11.500000	0.052085	-nan	0.039224	-nan
12.500000	0.044420	-nan	0.040510	-nan
13.500000	0.053269	-nan	0.039029	-nan
14.500000	0.066351	-nan	0.036938	-nan
15.500000	0.067238	-nan	0.036800	-nan
16.500000	0.069852	-nan	0.036398	-nan
17.500000	0.050979	-nan	0.039407	-nan
18.500000	0.046825	-nan	0.040102	-nan
19.500000	0.040059	-nan	0.041261	-nan
20.500000	0.036616	-nan	0.041863	-nan
21.500000	0.030121	-nan	0.043024	-nan
22.500000	0.003716	-nan	0.048082	-nan
23.500000	0.000000	-nan	0.048840	-nan
24.500000	0.011385	-nan	0.046554	-nan
#Window		Free	+/-	
#0	0.000000	-nan
#1	0.037506	-nan
#2	0.054025	-nan
#3	0.061374	-nan
#4	0.078046	-nan
#5	0.089131	-nan
#6	0.091840	-nan
#7	0.087986	-nan
#8	0.089273	-nan
#9	0.102509	-nan
#10	0.121638	-nan
#11	0.138617	-nan
#12	0.164120	-nan
#13	0.196147	-nan
#14	0.239254	-nan
#15	0.292701	-nan
#16	0.357013	-nan
#17	0.482947	-nan
#18	0.759807	-nan
#19	1.924149	-nan
#20	3.489482	-nan
#21	6.366722	-nan
#22	6.827410	-nan
#23	6.876859	-nan
#24	6.867243	-nan
#25	6.836750	-nan
#26	6.780290	-nan
#27	6.081226	-nan
#28	3.142665	-nan
#29	1.586032	-nan
#30	0.451189	-nan
#31	0.162259	-nan
#32	0.037139	-nan
#33	-0.032822	-nan
#34	-0.077683	-nan
#35	-0.093346	-nan
#36	-0.098281	-nan
#37	-0.097691	-nan
#38	-0.086800	-nan
#39	-0.079728	-nan
#40	-0.077990	-nan
#41	-0.086291	-nan
#42	-0.097610	-nan
#43	-0.103094	-nan
#44	-0.108181	-nan
#45	-0.113189	-nan
#46	-0.129959	-nan
#47	-0.144629	-nan
#48	-0.140676	-nan
#49	0.029511	-nan
